dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_wise_ft,ttt_wise_alpha,ttt_wise_applied,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data184/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9449191333536772,0.9316745117174753,0.5906143377522353,0.8400153824789293,0.16628656548755302,47.961055278778076,12.093853235244751,ok,,26215,20972,0,6554,0.1341528743505478,True,0.1,False,36,1e-05,True,47.7353892326355,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=11.9772% source=test | wise_ft_skipped rows=32769>=2000,30,3,epoch_chunk,accuracy,0.9490749570856379,0.9502193400724775,0.9490749570856379,0.9502193400724775,4,True,False,,f_mmd,test,standardized_l2,3.033698145912144,0.692859304873722,,True
BLE_RSSI_dataset_for_Indoor_localization,/home/crc00006699/zh/tabiclv2/data184/BLE_RSSI_dataset_for_Indoor_localization,multiclass,7987,1598,1997,3,3,0.7601402103154732,0.7597857546453014,0.759675159354187,0.9143675998605221,0.5509504166948315,12.947936773300171,1.235595464706421,ok,,7987,6389,0,1997,0.5835851430892944,True,0.1,False,22,1e-05,True,12.910804033279419,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=11.9772% source=test | wise_ft_skipped rows=9984>=2000,30,1,epoch_chunk,accuracy,0.7509386733416771,0.7753441802252816,0.7509386733416771,0.7753441802252816,14,True,False,,f_mmd,test,standardized_l2,2.469002065946428,0.5029764268593102,,True
BNG(breast-w),/home/crc00006699/zh/tabiclv2/data184/BNG(breast-w),binclass,31492,6299,7874,9,2,0.9889509779019559,0.988959151250092,0.9885061697822004,0.9991445817015956,0.03333605104994684,54.4959499835968,19.284573316574097,ok,,31492,25193,0,7874,0.04558221995830536,True,0.1,False,54,1e-05,True,54.23420023918152,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=11.9772% source=test | wise_ft_skipped rows=39366>=2000,30,3,epoch_chunk,accuracy,0.9858707731385934,0.9866645499285601,0.9858707731385934,0.9866645499285601,10,True,False,,f_mmd,test,standardized_l2,3.528755475993632,0.8143271141718839,,True
BNG(cmc),/home/crc00006699/zh/tabiclv2/data184/BNG(cmc),multiclass,44236,8848,11060,9,3,0.5875226039783001,0.5862319127950211,0.5686218201115328,0.7646250448940689,0.8758807913566302,77.41809630393982,34.905470848083496,ok,,44236,35388,0,11060,0.9297107756137848,True,0.1,False,68,1e-05,True,77.01589131355286,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=11.9772% source=test | wise_ft_skipped rows=55296>=2000,30,4,epoch_chunk,accuracy,0.5758363471971067,0.579000904159132,0.5758363471971067,0.579000904159132,9,True,False,,f_mmd,test,standardized_l2,2.559544460640254,0.4964885655479626,,True
BNG(tic-tac-toe),/home/crc00006699/zh/tabiclv2/data184/BNG(tic-tac-toe),binclass,31492,6299,7874,9,2,0.8141986283972568,0.8113214229730057,0.781703883169341,0.883721640303272,0.4038020217658768,62.23591208457947,19.26400899887085,ok,,31492,25193,0,7874,0.42315390706062317,True,0.1,False,60,1e-05,True,61.904656410217285,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=11.9772% source=test | wise_ft_skipped rows=39366>=2000,30,3,epoch_chunk,accuracy,0.805524686458168,0.8098110811239879,0.805524686458168,0.8098110811239879,12,True,False,,f_mmd,test,standardized_l2,1.719299588736661,0.12959464031772852,,True
Bank_Customer_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data184/Bank_Customer_Churn_Dataset,binclass,8000,1600,2000,10,2,0.8775,0.8665128225361003,0.7429193446142599,0.8773897163727673,0.3181585437859088,10.706196546554565,2.451131820678711,ok,,8000,6400,0,2000,0.3418562412261963,True,0.1,False,13,1e-05,True,10.61769700050354,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=11.9772% source=test | wise_ft_skipped rows=10000>=2000,30,1,epoch_chunk,accuracy,0.86625,0.8675,0.86625,0.8675,5,True,False,,f_mmd,test,standardized_l2,1.9095573088479592,0.36454845520420653,,True
Basketball_c,/home/crc00006699/zh/tabiclv2/data184/Basketball_c,binclass,1072,215,268,11,2,0.7126865671641791,0.7112085072156479,0.6905858729033783,0.7454523978266004,0.5779818221422466,4.036557197570801,0.2963724136352539,ok,,1072,857,0,268,0.5755550861358643,True,0.1,True,13,1e-05,True,4.0006701946258545,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=11.9772% source=test | wise_ft=alpha0.1 rows=1340<2000,30,1,epoch_chunk,accuracy,0.7395348837209302,0.7488372093023256,0.7395348837209302,0.7488372093023256,5,True,False,,f_mmd,test,standardized_l2,3.357330419238317,1.5988824919918796,,True
California-Housing-Classification,/home/crc00006699/zh/tabiclv2/data184/California-Housing-Classification,binclass,16512,3303,4128,8,2,0.9161821705426356,0.916180399741759,0.9161800382385838,0.9773913492539485,0.19300344426192056,25.079847812652588,6.633710622787476,ok,,16512,13209,0,4128,0.21524634957313538,True,0.1,False,32,1e-05,True,24.94166588783264,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=11.9772% source=test | wise_ft_skipped rows=20640>=2000,30,2,epoch_chunk,accuracy,0.9006963366636391,0.9134120496518316,0.9006963366636391,0.9134120496518316,8,True,False,,f_mmd,test,standardized_l2,4.233466071011625,7.808094660256905,,True
Cardiovascular-Disease-dataset,/home/crc00006699/zh/tabiclv2/data184/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7332857142857143,0.7329172630444051,0.7332645659639399,0.799881250981633,0.5457057434869774,71.51793265342712,54.311294078826904,ok,,56000,44800,0,14000,0.5451141893863678,True,0.1,False,55,1e-05,True,71.02053713798523,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=11.9772% source=test | wise_ft_skipped rows=70000>=2000,30,5,epoch_chunk,accuracy,0.7308928571428571,0.7326785714285714,0.7308928571428571,0.7326785714285714,3,True,False,,f_mmd,test,standardized_l2,4.051546418330925,21.855333880472415,,True
Click_prediction_small,/home/crc00006699/zh/tabiclv2/data184/Click_prediction_small,binclass,31958,6392,7990,3,2,0.8320400500625782,0.7564984569206378,0.5017820992563423,0.6256481733286936,0.4387433936739975,21.06624484062195,7.066878795623779,ok,,31958,25566,0,7990,0.46148456633090973,True,0.1,False,24,1e-05,True,20.980048418045044,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=11.9772% source=test | wise_ft_skipped rows=39948>=2000,30,3,epoch_chunk,accuracy,0.8324468085106383,0.8324468085106383,0.8324468085106383,0.8324468085106383,0,True,False,,f_mmd,test,standardized_l2,4.992844843019266,128.44849150688202,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.0GHz(Urbinati),binclass,1920,384,480,30,2,0.9729166666666667,0.9729231325737023,0.9736512791991101,0.9914835928809789,0.0991014452668645,5.096505165100098,0.7044410705566406,ok,,1920,1536,0,480,0.11757948622107506,True,0.1,False,11,1e-05,True,5.0224034786224365,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=11.9772% source=test | wise_ft_skipped rows=2400>=2000,30,1,epoch_chunk,accuracy,0.9635416666666666,0.9713541666666666,0.9635416666666666,0.9713541666666666,3,True,False,,f_mmd,test,standardized_l2,3.0623084846136392,0.48503867973335935,,True
