dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason
BNG(tic-tac-toe),/home/crc00006699/zh/tabiclv2/data200/BNG(tic-tac-toe),binclass,31492,6299,7874,9,2,0.8144526289052578,0.8119749917438371,0.7836122337993928,0.88450955645029,0.403072185282983,66.25431609153748,20.476072072982788,ok,,31492,25193,0,7874,0.4264643043279648,57,1e-05,True,65.79794430732727,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,3,epoch_chunk,accuracy,0.8096523257659946,0.8113986347039213,0.8096523257659946,0.8113986347039213,11,True,False,
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.5GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data200/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.5GHz(Urbinati),binclass,1920,384,480,30,2,0.9625,0.9625097698653929,0.9628754171301446,0.9938125695216908,0.10054200913340745,12.692553520202637,1.1127104759216309,ok,,1920,1536,0,480,0.10320329293608665,19,1e-05,True,12.601694107055664,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,accuracy,0.953125,0.9583333333333334,0.953125,0.9583333333333334,11,True,False,
FOREX_audcad-hour-High,/home/crc00006699/zh/tabiclv2/data200/FOREX_audcad-hour-High,binclass,35060,7012,8765,10,2,0.7161437535653166,0.7159835955613058,0.715511120129794,0.789694485516624,0.5528129096535505,36.243327140808105,24.7747004032135,ok,,35060,28048,0,8765,0.5482406616210938,27,1e-05,True,35.9099338054657,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,3,epoch_chunk,accuracy,0.7154877353108956,0.7164860239589276,0.7154877353108956,0.7164860239589276,1,True,False,
Gender_Gap_in_Spanish_WP,/home/crc00006699/zh/tabiclv2/data200/Gender_Gap_in_Spanish_WP,multiclass,3796,760,950,13,3,0.6021052631578947,0.5508650625387239,0.4113743470063074,0.7068606962418135,0.7913643079418822,17.38689422607422,1.293980360031128,ok,,3796,3036,0,950,0.782753974199295,30,1e-05,True,17.321688413619995,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,accuracy,0.6092105263157894,0.625,0.6092105263157894,0.625,24,False,False,
HR_Analytics_Job_Change_of_Data_Scientists,/home/crc00006699/zh/tabiclv2/data200/HR_Analytics_Job_Change_of_Data_Scientists,binclass,15326,3066,3832,13,2,0.7998434237995825,0.8027268552215254,0.748130051118548,0.8094157126296844,0.4314219787848223,28.83924126625061,7.0840888023376465,ok,,15326,12260,0,3832,0.45672743022441864,28,1e-05,True,28.57212495803833,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,accuracy,0.8036529680365296,0.8072407045009785,0.8036529680365296,0.8072407045009785,6,True,False,
contraceptive_method_choice,/home/crc00006699/zh/tabiclv2/data200/contraceptive_method_choice,multiclass,1178,236,295,9,3,0.6305084745762712,0.6287053504467635,0.6030352439483256,0.7967499972247416,0.8213051680459162,6.059256076812744,0.4322390556335449,ok,,1178,942,0,295,0.8580217659473419,15,1e-05,True,6.017540216445923,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,accuracy,0.5423728813559322,0.5466101694915254,0.5423728813559322,0.5466101694915254,7,True,False,
credit-g,/home/crc00006699/zh/tabiclv2/data200/credit-g,binclass,800,160,200,20,2,0.785,0.7676703752849511,0.6892857142857143,0.8466666666666666,0.43873612752510555,6.3287272453308105,0.8885793685913086,ok,,800,640,0,200,0.47252804040908813,14,1e-05,True,6.257896423339844,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,accuracy,0.75,0.7625,0.75,0.7625,6,True,False,
dabetes_130-us_hospitals,/home/crc00006699/zh/tabiclv2/data200/dabetes_130-us_hospitals,binclass,81412,16283,20354,20,2,0.6427237889358357,0.6388168586522193,0.6349028659690545,0.7002209336047713,0.6212129498117127,188.18619894981384,120.39428162574768,ok,,81412,65129,0,20354,0.6258514523506165,98,1e-05,True,186.33251881599426,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,7,epoch_chunk,accuracy,0.6479764171221519,0.6509856905975557,0.6479764171221519,0.6509856905975557,6,True,False,
dna,/home/crc00006699/zh/tabiclv2/data200/dna,multiclass,2548,510,638,180,3,0.9702194357366771,0.9703712732874086,0.9692349459543346,0.9979715679892722,0.08062565201921504,41.30077815055847,5.669559001922607,ok,,2548,2038,0,638,0.10851253196597099,17,1e-05,True,40.507439374923706,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,accuracy,0.9705882352941176,0.9784313725490196,0.9705882352941176,0.9784313725490196,9,True,False,
dry_bean_dataset,/home/crc00006699/zh/tabiclv2/data200/dry_bean_dataset,multiclass,10888,2178,2723,16,7,0.9280205655526992,0.9279677510900503,0.9375484535812139,0.996038614703483,0.1855188686473499,23.82085609436035,4.655227899551392,ok,,10888,8710,0,2723,0.17013485729694366,16,1e-05,True,23.630033493041992,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,accuracy,0.9297520661157025,0.9325068870523416,0.9297520661157025,0.9325068870523416,8,True,False,
htru,/home/crc00006699/zh/tabiclv2/data200/htru,binclass,14318,2864,3580,8,2,0.9804469273743017,0.9802547308824301,0.9316705667056671,0.9876436264362645,0.06088749623932036,23.454020023345947,5.895881414413452,ok,,14318,11454,0,3580,0.05609143525362015,28,1e-05,True,23.33082127571106,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,accuracy,0.9783519553072626,0.9797486033519553,0.9783519553072626,0.9797486033519553,6,True,False,
mobile_c36_oversampling,/home/crc00006699/zh/tabiclv2/data200/mobile_c36_oversampling,binclass,41408,8282,10352,6,2,0.9939142194744977,0.9939087020778825,0.9927334141992242,0.9993946793748791,0.02243796162811353,54.826281785964966,23.78014373779297,ok,,41408,33126,0,10352,0.0508236363530159,52,1e-05,True,54.613327503204346,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,4,epoch_chunk,accuracy,0.9942042984786283,0.9949287611687998,0.9942042984786283,0.9949287611687998,5,True,False,
predict_students_dropout_and_academic_success,/home/crc00006699/zh/tabiclv2/data200/predict_students_dropout_and_academic_success,multiclass,3539,708,885,34,3,0.7819209039548023,0.7773663749872165,0.7110692986285051,0.893283411471733,0.5516443456643266,18.05277180671692,1.8392205238342285,ok,,3539,2831,0,885,0.5320698618888855,17,1e-05,True,17.853599309921265,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,accuracy,0.8036723163841808,0.807909604519774,0.8036723163841808,0.807909604519774,9,True,False,
ringnorm,/home/crc00006699/zh/tabiclv2/data200/ringnorm,binclass,5920,1184,1480,20,2,0.9783783783783784,0.9783745075281125,0.9782869540919477,0.9971801713447697,0.060537903655093005,13.059573650360107,2.6361279487609863,ok,,5920,4736,0,1480,0.04669266566634178,12,1e-05,True,12.902068138122559,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,accuracy,0.981418918918919,0.9831081081081081,0.981418918918919,0.9831081081081081,4,True,False,
shill-bidding,/home/crc00006699/zh/tabiclv2/data200/shill-bidding,binclass,5056,1012,1265,3,2,0.908300395256917,0.8822810601585381,0.587378640776699,0.9025014041563026,0.21007841536055472,7.076047420501709,0.5582118034362793,ok,,5056,4044,0,1265,0.22129695117473602,11,1e-05,True,7.0375776290893555,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,accuracy,0.8893280632411067,0.8903162055335968,0.8893280632411067,0.8903162055335968,3,True,False,
splice,/home/crc00006699/zh/tabiclv2/data200/splice,multiclass,2552,511,638,60,3,0.9592476489028213,0.9592105190480961,0.9517119368727686,0.9968594759389581,0.0963643682968902,19.082072019577026,2.007725954055786,ok,,2552,2041,0,638,0.09526440128684044,15,1e-05,True,18.75771427154541,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,accuracy,0.9686888454011742,0.9726027397260274,0.9686888454011742,0.9726027397260274,7,True,False,
wine-quality-red,/home/crc00006699/zh/tabiclv2/data200/wine-quality-red,multiclass,1279,256,320,4,6,0.671875,0.6564994511552259,0.3836039624183007,0.8373621819937539,0.7962060152595065,10.590306520462036,0.5231268405914307,ok,,1279,1023,0,320,0.8043714761734009,26,1e-05,True,10.563342809677124,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,accuracy,0.6484375,0.66796875,0.6484375,0.66796875,18,True,False,
