dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_wise_ft,ttt_wise_alpha,ttt_wise_applied,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data184/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9441562404638388,0.9323557393048588,0.6001157958830504,0.8394468716951704,0.1672813922484389,34.136383056640625,12.12554121017456,ok,,26215,20972,0,6554,0.1585793420672416,True,0.1,False,36,1e-05,True,33.90713357925415,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=3.12881% source=test | wise_ft_skipped rows=32769>=2000,30,3,epoch_chunk,accuracy,0.949074957085638,0.9506008010680908,0.949074957085638,0.9506008010680908,4,True,False,,f_mmd,test,standardized_l2,3.98394473407433,0.6925584559426401,,True
BLE_RSSI_dataset_for_Indoor_localization,/home/crc00006699/zh/tabiclv2/data184/BLE_RSSI_dataset_for_Indoor_localization,multiclass,7987,1598,1997,3,3,0.7676514772158237,0.7671548761748591,0.7669417796796782,0.9190540378162018,0.5390882381685206,16.46344232559204,1.241753101348877,ok,,7987,6389,0,1997,0.5447835028171539,True,0.1,False,28,1e-05,True,16.42786407470703,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=3.12881% source=test | wise_ft_skipped rows=9984>=2000,30,1,epoch_chunk,accuracy,0.7509386733416771,0.7778473091364205,0.7509386733416771,0.7778473091364205,20,True,False,,f_mmd,test,standardized_l2,3.149700238541628,0.4859055846177369,,True
BNG(breast-w),/home/crc00006699/zh/tabiclv2/data184/BNG(breast-w),binclass,31492,6299,7874,9,2,0.9881889763779528,0.9881997477294914,0.9878375727246708,0.9991367557926912,0.0333541067254198,34.22004461288452,19.26469039916992,ok,,31492,25193,0,7874,0.02706656511873,True,0.1,False,33,1e-05,True,33.967719316482544,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=3.12881% source=test | wise_ft_skipped rows=39366>=2000,30,3,epoch_chunk,accuracy,0.9858707731385934,0.9874583267185268,0.9858707731385934,0.9874583267185268,3,True,False,,f_mmd,test,standardized_l2,4.637620882997889,0.7312851719550751,,True
BNG(cmc),/home/crc00006699/zh/tabiclv2/data184/BNG(cmc),multiclass,44236,8848,11060,9,3,0.5870705244122966,0.5853966160536187,0.5667511936543718,0.7650895264151468,0.8752229481653508,68.55992889404297,34.850707054138184,ok,,44236,35388,0,11060,0.9185963869094848,True,0.1,False,60,1e-05,True,68.16714143753052,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=3.12881% source=test | wise_ft_skipped rows=55296>=2000,30,4,epoch_chunk,accuracy,0.5758363471971067,0.5784358047016275,0.5758363471971067,0.5784358047016275,7,True,False,,f_mmd,test,standardized_l2,3.244230927072417,0.3836969009787164,,True
BNG(tic-tac-toe),/home/crc00006699/zh/tabiclv2/data184/BNG(tic-tac-toe),binclass,31492,6299,7874,9,2,0.816484632969266,0.8138297719755254,0.7849969676918438,0.8843572471097346,0.4029381676174675,68.11393427848816,19.21964740753174,ok,,31492,25193,0,7874,0.4252064079046249,True,0.1,False,66,1e-05,True,67.79871535301208,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=3.12881% source=test | wise_ft_skipped rows=39366>=2000,30,3,epoch_chunk,accuracy,0.805524686458168,0.8107636132719479,0.805524686458168,0.8107636132719479,14,True,False,,f_mmd,test,standardized_l2,1.8992554160113784,0.1040909449885261,,True
Bank_Customer_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data184/Bank_Customer_Churn_Dataset,binclass,8000,1600,2000,10,2,0.877,0.8660633873225355,0.7426054714190308,0.8763640373809864,0.3189327326194979,8.373048543930054,2.420452833175659,ok,,8000,6400,0,2000,0.34824238717556,True,0.1,False,10,1e-05,True,8.2877938747406,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=3.12881% source=test | wise_ft_skipped rows=10000>=2000,30,1,epoch_chunk,accuracy,0.86625,0.866875,0.86625,0.866875,2,True,False,,f_mmd,test,standardized_l2,2.39305985663588,0.3925699871180059,,True
Basketball_c,/home/crc00006699/zh/tabiclv2/data184/Basketball_c,binclass,1072,215,268,11,2,0.7126865671641791,0.7112085072156479,0.6905858729033783,0.7453933380581149,0.5784198184181202,5.003020286560059,0.2849814891815185,ok,,1072,857,0,268,0.575568675994873,True,0.1,True,18,1e-05,True,4.966323375701904,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=3.12881% source=test | wise_ft=alpha0.1 rows=1340<2000,30,1,epoch_chunk,accuracy,0.7395348837209302,0.7534883720930232,0.7395348837209302,0.7534883720930232,10,True,False,,f_mmd,test,standardized_l2,5.280917322366349,2.0268418551477687,,True
California-Housing-Classification,/home/crc00006699/zh/tabiclv2/data184/California-Housing-Classification,binclass,16512,3303,4128,8,2,0.9156976744186046,0.915697080748617,0.9156964809470212,0.9768449999354476,0.195402027215965,22.0048611164093,6.650491952896118,ok,,16512,13209,0,4128,0.2014546915888786,True,0.1,False,28,1e-05,True,21.867916345596317,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=3.12881% source=test | wise_ft_skipped rows=20640>=2000,30,2,epoch_chunk,accuracy,0.9006963366636391,0.9125037844383892,0.9006963366636391,0.9125037844383892,6,True,False,,f_mmd,test,standardized_l2,10.021337916905631,13.670684991754191,,True
Cardiovascular-Disease-dataset,/home/crc00006699/zh/tabiclv2/data184/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7331428571428571,0.7327656395021523,0.7331214638763963,0.800100312277653,0.5442123733666909,71.5642294883728,54.24080562591553,ok,,56000,44800,0,14000,0.5482429563999176,True,0.1,False,55,1e-05,True,71.07077121734619,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=3.12881% source=test | wise_ft_skipped rows=70000>=2000,30,5,epoch_chunk,accuracy,0.7308928571428571,0.7325,0.7308928571428571,0.7325,3,True,False,,f_mmd,test,standardized_l2,8.683299083706784,42.41193401782302,,True
Click_prediction_small,/home/crc00006699/zh/tabiclv2/data184/Click_prediction_small,binclass,31958,6392,7990,3,2,0.8321652065081352,0.7565614358353338,0.5018573551263001,0.6261637822683305,0.4387556238902061,33.296433210372925,7.029541730880737,ok,,31958,25566,0,7990,0.4393133968114853,True,0.1,False,39,1e-05,True,33.20963764190674,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=3.12881% source=test | wise_ft_skipped rows=39948>=2000,30,3,epoch_chunk,accuracy,0.8324468085106383,0.8332290362953693,0.8324468085106383,0.8332290362953693,5,True,False,,f_mmd,test,standardized_l2,13.437285399566736,251.14139689760185,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.0GHz(Urbinati),binclass,1920,384,480,30,2,0.975,0.9750052086950484,0.9758064516129032,0.9918138209121248,0.0979826124624085,5.191330432891846,0.7355539798736572,ok,,1920,1536,0,480,0.0967095382511615,True,0.1,False,11,1e-05,True,5.117961645126343,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=3.12881% source=test | wise_ft_skipped rows=2400>=2000,30,1,epoch_chunk,accuracy,0.9635416666666666,0.96875,0.9635416666666666,0.96875,3,True,False,,f_mmd,test,standardized_l2,3.6978397617569954,0.5053232371162152,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.5GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.5GHz(Urbinati),binclass,1920,384,480,30,2,0.9645833333333332,0.9645930209839396,0.9650305895439376,0.993204254727475,0.0959170385933325,5.025323390960693,0.6890475749969482,ok,,1920,1536,0,480,0.0794443786144256,True,0.1,False,11,1e-05,True,4.956618070602417,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=3.12881% source=test | wise_ft_skipped rows=2400>=2000,30,1,epoch_chunk,accuracy,0.9609375,0.96875,0.9609375,0.96875,3,True,False,,f_mmd,test,standardized_l2,3.537063541818636,0.4189074495602721,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-11.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-11.0GHz(Urbinati),binclass,1920,384,480,30,2,0.95625,0.9562619654353574,0.9568270300333704,0.988859149054505,0.1317160969775662,5.759742259979248,0.6904280185699463,ok,,1920,1536,0,480,0.0877021476626396,True,0.1,False,13,1e-05,True,5.6883416175842285,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=3.12881% source=test | wise_ft_skipped rows=2400>=2000,30,1,epoch_chunk,accuracy,0.9609375,0.96875,0.9609375,0.96875,5,True,False,,f_mmd,test,standardized_l2,2.882088995785241,0.3402280518414045,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.0GHz(Urbinati),binclass,1920,384,480,30,2,0.9541666666666668,0.9541794016856536,0.9546718576195774,0.9921440489432704,0.1189891135717272,3.739911317825317,0.6890108585357666,ok,,1920,1536,0,480,0.0959553010761737,True,0.1,False,8,1e-05,True,3.669397354125977,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=3.12881% source=test | wise_ft_skipped rows=2400>=2000,30,1,epoch_chunk,accuracy,0.9557291666666666,0.9557291666666666,0.9557291666666666,0.9557291666666666,0,True,False,,f_mmd,test,standardized_l2,3.192535028066756,0.3734046079851055,,True
