dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason
ASP-POTASSCO-classification,/home/crc00006699/zh/tabiclv2/data178/ASP-POTASSCO-classification,multiclass,1035,207,259,141,11,0.4594594594594595,0.43494211484420076,0.37175279117792487,0.8453448419713466,1.5288475817000233,0.07342267036437988,40.72547125816345,ok,,1035,0,0,259,,0,1e-05,False,0.0,,TTT skipped because n_classes > 10 requires ManyClass baseline inference,0,0,,,,,,,0,False,False,
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data178/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9458346048214831,0.9270447591102569,0.5551897706515121,0.8222334504823048,0.1724745647772526,122.26559567451477,7.254596948623657,ok,,26215,20972,0,6554,,330,1e-05,True,122.09066271781921,tabpfn_finetune_epoch_chunks,dataset_val_split,30,11,tabpfn_finetuning_api,roc_auc,0.8428748494794387,0.8461609930627337,,,8,True,False,
BLE_RSSI_dataset_for_Indoor_localization,/home/crc00006699/zh/tabiclv2/data178/BLE_RSSI_dataset_for_Indoor_localization,multiclass,7987,1598,1997,3,3,0.7391086629944917,0.7385616752955174,0.7382477045361112,0.9022432791018401,0.5883320001325346,24.41680932044983,1.029740810394287,ok,,7987,6389,0,1997,,120,1e-05,True,24.416486501693726,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,roc_auc,0.9020942725523503,0.9044484803466792,,,6,True,False,
BNG(breast-w),/home/crc00006699/zh/tabiclv2/data178/BNG(breast-w),binclass,31492,6299,7874,9,2,0.9883159766319533,0.9883291363950735,0.9881976717384988,0.9992067601559035,0.03293371454160019,76.94984269142151,11.952204704284668,ok,,31492,25193,0,7874,,390,1e-05,True,76.94950318336487,tabpfn_finetune_epoch_chunks,dataset_val_split,30,13,tabpfn_finetuning_api,roc_auc,0.9987922632494299,0.9988116915482881,,,8,True,False,
BNG(cmc),/home/crc00006699/zh/tabiclv2/data178/BNG(cmc),multiclass,44236,8848,11060,9,3,0.5858951175406871,0.5843199694298469,0.565403354736779,0.7637839418235238,0.8766937096509262,226.19637370109558,21.415629863739014,ok,,44236,35388,0,11060,,540,1e-05,True,226.1960473060608,tabpfn_finetune_epoch_chunks,dataset_val_split,30,18,tabpfn_finetuning_api,roc_auc,0.7574665312503847,0.7582031463579875,,,7,True,False,
BNG(tic-tac-toe),/home/crc00006699/zh/tabiclv2/data178/BNG(tic-tac-toe),binclass,31492,6299,7874,9,2,0.8128016256032512,0.8080145289485574,0.7730931742426685,0.8795025292247105,0.41109932202452854,294.97678422927856,11.960111856460571,ok,,31492,25193,0,7874,,390,1e-05,True,294.9764015674591,tabpfn_finetune_epoch_chunks,dataset_val_split,30,13,tabpfn_finetuning_api,roc_auc,0.8725326208889805,0.8747671843166147,,,28,False,False,
Bank_Customer_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data178/Bank_Customer_Churn_Dataset,binclass,8000,1600,2000,10,2,0.874,0.8631840258168617,0.7398076042143839,0.8827494674952303,0.3143230865277745,30.23883867263794,1.5707972049713135,ok,,8000,6400,0,2000,,120,1e-05,True,30.23849368095398,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,roc_auc,0.8785093083953732,0.8796987412237193,,,6,True,False,
Basketball_c,/home/crc00006699/zh/tabiclv2/data178/Basketball_c,binclass,1072,215,268,11,2,0.7089552238805971,0.7071286922033191,0.6856839121190645,0.7393397117883298,0.5788424615720493,7.298114061355591,0.3422880172729492,ok,,1072,857,0,268,,30,1e-05,True,7.297811985015869,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,roc_auc,0.8199614890885751,0.820419952319824,,,3,True,False,
California-Housing-Classification,/home/crc00006699/zh/tabiclv2/data178/California-Housing-Classification,binclass,16512,3303,4128,8,2,0.9120639534883721,0.9120614609137306,0.9120614681128003,0.9752469135077974,0.20174877322267948,118.8204915523529,3.8261148929595947,ok,,16512,13209,0,4128,,210,1e-05,True,118.82020878791809,tabpfn_finetune_epoch_chunks,dataset_val_split,30,7,tabpfn_finetuning_api,roc_auc,0.9702025920162848,0.9732039280617955,,,21,True,False,
Cardiovascular-Disease-dataset,/home/crc00006699/zh/tabiclv2/data178/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7328571428571429,0.7326001888734983,0.7328395046006546,0.7986478934360468,0.54638308152211,351.6689016819,36.27228927612305,ok,,56000,44800,0,14000,,690,1e-05,True,351.66853523254395,tabpfn_finetune_epoch_chunks,dataset_val_split,30,23,tabpfn_finetuning_api,roc_auc,0.7995626975785803,0.7997640528659591,,,9,True,False,
Click_prediction_small,/home/crc00006699/zh/tabiclv2/data178/Click_prediction_small,binclass,31958,6392,7990,3,2,0.8335419274092616,0.7625649450583764,0.5094981182677866,0.6272373245856119,0.4386460590318097,77.74965310096741,7.908739328384399,ok,,31958,25566,0,7990,,390,1e-05,True,77.74923992156982,tabpfn_finetune_epoch_chunks,dataset_val_split,30,13,tabpfn_finetuning_api,roc_auc,0.6240056845994837,0.6241105794109667,,,1,True,False,
Credit_c,/home/crc00006699/zh/tabiclv2/data178/Credit_c,multiclass,80000,16000,20000,22,3,0.71315,0.714716709038537,0.706838114252156,0.8639391825582156,0.6465887784279737,352.34729194641113,83.82790160179138,ok,,80000,64000,0,20000,,960,1e-05,True,352.3467879295349,tabpfn_finetune_epoch_chunks,dataset_val_split,30,32,tabpfn_finetuning_api,roc_auc,0.8993309846790428,0.8993309846790428,,,0,True,False,
Customer_Personality_Analysis,/home/crc00006699/zh/tabiclv2/data178/Customer_Personality_Analysis,binclass,1792,359,448,24,2,0.9017857142857143,0.8883586810038876,0.7085438946997297,0.9003995769185569,0.25366511939690845,6.440030813217163,0.4761343002319336,ok,,1792,1433,0,448,,30,1e-05,True,6.439582109451294,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,roc_auc,0.8720249105931681,0.8720249105931681,,,0,True,False,
