dataset_name,accuracy_summary,accuracy_f_mmd,delta_accuracy,f1_summary,f1_f_mmd,delta_f1,balanced_accuracy_summary,balanced_accuracy_f_mmd,delta_balanced_accuracy,roc_auc_summary,roc_auc_f_mmd,delta_roc_auc,log_loss_summary,log_loss_f_mmd,delta_log_loss,fit_seconds_summary,fit_seconds_f_mmd,delta_fit_seconds,predict_seconds_summary,predict_seconds_f_mmd,delta_predict_seconds,task_type_summary,n_train_summary,n_val_summary,n_test_summary,n_features_summary,n_classes_summary,ttt_applied,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_reserve_ratio,ttt_c_f_distance_mean,ttt_c_fallback_reason
Amazon_employee_access,0.9433933475740006,0.9470552334452242,0.0036618858712236246,0.9301068881183704,0.9341703784312618,0.004063490312891438,0.5860897524916411,0.5991776783139093,0.013087925822268254,0.8351237541794408,0.8282565455652526,-0.006867208614188214,0.1685398732352713,0.1681544615447194,-0.0003854116905518956,1.6257662773132324,102.87023186683656,101.24446558952333,9.051114082336426,5.258283853530884,-3.792830228805542,binclass,26215,5243,6554,7,2,True,f_mmd,test,standardized_l2,0.05,3.549333827957776,
BNG(breast-w),0.9881889763779528,0.988950977901956,0.0007620015240031863,0.9881997477294914,0.988962003008248,0.0007622552787566184,0.9878375727246708,0.988769463374925,0.0009318906502542301,0.9992097618743874,0.999194824751456,-1.4937122931324431e-05,0.03218541099591,0.0330928505730672,0.0009074395771572,0.791140079498291,47.124629974365234,46.33348989486694,10.719622135162354,7.386147260665893,-3.333474874496461,binclass,31492,6299,7874,9,2,True,f_mmd,test,standardized_l2,0.05,4.266423304488522,
BNG(tic-tac-toe),0.8157226314452629,0.8136906273812547,-0.002032004064008164,0.8135631679198023,0.8115673065092915,-0.0019958614105107797,0.7862986431728798,0.7843140666999612,-0.001984576472918609,0.8836584746304951,0.883797190006543,0.0001387153760479265,0.4047900127376176,0.40576037454222,0.0009703618046024154,0.8712358474731445,51.53598618507385,50.66475033760071,10.989176034927368,7.367387056350708,-3.62178897857666,binclass,31492,6299,7874,9,2,True,f_mmd,test,standardized_l2,0.05,1.841057671117845,
Basketball_c,0.6977611940298507,0.7014925373134329,0.003731343283582156,0.6974705754942503,0.7002842928216062,0.0028137173273559135,0.6785376801322939,0.6796598157335223,0.0011221356012284245,0.7381289865343728,0.7256083156154027,-0.012520670918970023,0.6196135343588107,0.6013707869702611,-0.018242747388549585,0.5286402702331543,9.250712871551514,8.72207260131836,0.5589077472686768,0.4299445152282715,-0.12896323204040527,binclass,1072,215,268,11,2,True,f_mmd,test,standardized_l2,0.05,4.580026916701443,
Cardiovascular-Disease-dataset,0.7339285714285714,0.7351428571428571,0.0012142857142857233,0.7335481555639667,0.7346224005034468,0.0010742449394801623,0.7339070559696509,0.7351176277935112,0.001210571823860307,0.800795567606716,0.7998223427991322,-0.0009732248075837724,0.5428176063678546,0.5438842007565545,0.0010665943886999374,0.9744865894317628,106.26096510887146,105.2864785194397,28.42198896408081,19.713658094406128,-8.708330869674683,binclass,56000,11200,14000,11,2,True,f_mmd,test,standardized_l2,0.05,7.548608025067839,
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.0GHz(Urbinati),0.9729166666666668,0.9708333333333332,-0.002083333333333548,0.9729231325737024,0.970836877955057,-0.0020862546186454223,0.97365127919911,0.9717741935483872,-0.001877085650722754,0.9937082869855396,0.9911359844271412,-0.002572302558398354,0.0803472278754067,0.1072742565048219,0.026927028629415206,0.5693988800048828,18.88447856903076,18.31507968902588,0.8503365516662598,0.4514861106872558,-0.39885044097900396,binclass,1920,384,480,30,2,True,f_mmd,test,standardized_l2,0.05,3.474111017300537,
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-11.0GHz(Urbinati),0.95625,0.95625,0.0,0.95626044492675,0.9562574058882508,-3.0390384991862973e-06,0.9569660734149056,0.9571051167964404,0.0001390433815348091,0.9923004727474972,0.9906493325917686,-0.0016511401557286476,0.1072469843459122,0.1198332029502713,0.0125862186043591,0.5447649955749512,9.86565399169922,9.32088899612427,0.8484790325164795,0.4430630207061767,-0.4054160118103028,binclass,1920,384,480,30,2,True,f_mmd,test,standardized_l2,0.05,2.7700159416008105,
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.5GHz(Urbinati),0.9666666666666668,0.9479166666666666,-0.018750000000000155,0.966675348578771,0.947930913211676,-0.018744435367095025,0.9673248053392658,0.948345383759733,-0.018979421579532807,0.9943166017797552,0.9912228865406006,-0.003093715239154582,0.0969399220662776,0.1263158453580369,0.02937592329175928,0.5409221649169922,7.924235105514526,7.383312940597534,0.8634233474731445,0.4729502201080322,-0.3904731273651123,binclass,1920,384,480,30,2,True,f_mmd,test,standardized_l2,0.05,3.0647206884737748,
Customer_Personality_Analysis,0.8928571428571429,0.8995535714285714,0.006696428571428492,0.8848287598792377,0.891567036488077,0.0067382766088393,0.7278959533043444,0.7379833117875191,0.010087358483174658,0.8997727895953304,0.9069024953970306,0.007129705801700248,0.2595742916600211,0.2497313441066953,-0.009842947553325793,0.5580167770385742,8.360658407211304,7.8026416301727295,0.8327481746673584,0.457444429397583,-0.3753037452697754,binclass,1792,359,448,24,2,True,f_mmd,test,standardized_l2,0.05,4.669495286517383,
E-CommereShippingData,0.6772727272727272,0.6763636363636364,-0.0009090909090908594,0.665211366874681,0.6655468840293195,0.0003355171546385316,0.7274321222773565,0.7246587116434304,-0.00277341063392611,0.7306837959834488,0.7326045760416818,0.0019207800582330403,0.5033547758920178,0.5039256266039168,0.0005708507118989958,0.5957603454589844,17.96670436859131,17.370944023132324,1.71227765083313,1.2243101596832275,-0.48796749114990257,binclass,8799,1760,2200,10,2,True,f_mmd,test,standardized_l2,0.05,2.462655441028008,
