dataset_name,accuracy_summary,accuracy_random,delta_accuracy,f1_summary,f1_random,balanced_accuracy_summary,balanced_accuracy_random,delta_balanced_accuracy,roc_auc_summary,roc_auc_random,delta_roc_auc,log_loss_summary,log_loss_random,delta_log_loss,fit_seconds_summary,fit_seconds_random,predict_seconds_summary,predict_seconds_random,task_type_summary,n_train_summary,n_val_summary,n_test_summary,n_features_summary,n_classes_summary
internet_firewall,0.9310292210269322,0.9308766308079652,-0.00015259021896696368,0.92839777077415,0.9282567791558411,0.7766913064096516,0.7765747081319475,-0.00011659827770404974,0.9891675866283542,0.988693117900228,-0.00047446872812628715,0.1669844808440885,0.2185321191773843,0.05154763833329579,0.6671907901763916,89.74754810333252,25.06958055496216,16.62554621696472,multiclass,52425,10485,13107,7,4
jm1,0.8240698208543867,0.8185576481396417,-0.005512172714745023,0.7869517070219415,0.7824221528939174,0.5920819829130122,0.5877622160059301,-0.004319766907082023,0.7555527299682392,0.7528913423403438,-0.002661387627895362,0.4328921120284391,0.4281294202463439,-0.0047626917820952075,0.6872692108154297,32.36248469352722,2.008990526199341,1.5033791065216064,binclass,8708,1742,2177,21,2
kc1,0.8909952606635071,0.8649289099526066,-0.026066350710900466,0.8768422259593335,0.8308569425393248,0.6964878258995906,0.5929971988795518,-0.10349062702003875,0.8684550743374273,0.8237448825684119,-0.04471019176901536,0.294340683746275,0.3334716112728635,0.03913092752658853,0.5187838077545166,8.106071472167969,0.7620053291320801,0.4715495109558105,binclass,1687,338,422,21,2
kr-vs-kp,0.9984375,0.9984375,0.0,0.9984376031804651,0.9984376031804651,0.998502994011976,0.998502994011976,0.0,0.9999510782356854,0.9999706469414114,1.956870572594749e-05,0.0088925579799075,0.0067094213582208,-0.002183136621686699,0.6442041397094727,25.34396433830261,0.9855451583862304,0.8882684707641602,binclass,2556,512,640,36,2
led24,0.7328125,0.728125,-0.004687499999999956,0.7274317091791632,0.7212110642568887,0.7324413594196779,0.7276923691171063,-0.004748990302571587,0.957924849412572,0.957238760919237,-0.0006860884933350686,0.7781484097147751,0.7707776764395027,-0.007370733275272379,0.708355188369751,10.454326868057253,0.829209566116333,0.8057429790496826,multiclass,2560,512,640,24,10
madeline,0.931528662420382,0.9347133757961784,0.0031847133757963997,0.9315250160332008,0.9347059249320224,0.9314954560207724,0.9346600129827978,0.0031645569620253333,0.9761441090555016,0.9767222492697176,0.000578140214215983,0.1952274396616047,0.1884044549899327,-0.006822984671672,0.7408304214477539,29.817156314849857,4.435345411300659,4.105835199356079,binclass,2512,503,628,259,2
maternal_health_risk,0.8669950738916257,0.8620689655172413,-0.0049261083743843415,0.8652812526611048,0.8582925974148914,0.8692943810688419,0.8597941828455925,-0.009500198223249434,0.9663322134272988,0.9631826985765666,-0.003149514850732227,0.3204857732236801,0.334555584711916,0.014069811488235884,0.6237244606018066,15.282137870788574,0.4825260639190674,0.4564042091369629,multiclass,811,163,203,6,3
mfeat-fourier,0.9225,0.925,0.0025000000000000577,0.9221122182118064,0.9242038588121432,0.9225,0.925,0.0025000000000000577,0.9948680555555556,0.9943680555555556,-0.0004999999999999449,0.2148861153093662,0.2163145565785559,0.0014284412691897008,0.5371801853179932,12.656610488891602,0.5922806262969971,0.5018060207366943,multiclass,1600,320,400,76,10
mfeat-morphological,0.7675,0.7675,0.0,0.7611634892155331,0.7544088907537245,0.7675,0.7675,0.0,0.97225,0.9730416666666668,0.000791666666666857,0.496599375949782,0.4978930781062066,0.0012937021564246032,0.5191061496734619,14.371250629425049,0.5005323886871338,0.468989610671997,multiclass,1600,320,400,6,10
mfeat-zernike,0.8375,0.845,0.007499999999999951,0.8351894692254072,0.8375754116239669,0.8375,0.845,0.007499999999999951,0.9831875,0.984777777777778,0.001590277777777982,0.2293256286810208,0.2453459772060356,0.0160203485250148,0.6540646553039551,14.47382378578186,0.5109152793884277,0.4722888469696045,multiclass,1600,320,400,47,10
microaggregation2,0.6425,0.64275,0.0002500000000000835,0.5963832110708861,0.5958957489944477,0.4279883658955928,0.4247084962484047,-0.0032798696471881272,0.8351120274023109,0.8316684347682877,-0.0034435926340232736,0.8591512618493298,0.8660691883097866,0.006917926460456858,0.5577960014343262,31.21095013618469,4.2132649421691895,2.985910654067993,multiclass,16000,3200,4000,20,5
mozilla4,0.9382438082984884,0.9398520424573816,0.001608234158893218,0.9377120328531924,0.9393254150301048,0.9220446769068044,0.9237418855143714,0.0016972086075670578,0.97652694857833,0.9756117686882828,-0.0009151798900471908,0.167145132925597,0.1698320300725435,0.002686897146946504,0.6347672939300537,21.27589607238769,2.451918363571167,1.7130281925201416,binclass,12436,2488,3109,4,2
okcupid_stem,0.75,0.7518740629685158,0.0018740629685157772,0.6939902792313312,0.7010287341117386,0.489946064009106,0.5047549219619845,0.014808857952878451,0.8112394276242298,0.8091905121036885,-0.0020489155205413168,0.5866689427009563,0.5910099057300613,0.004340963029105027,0.885528564453125,49.45899438858032,5.994947195053101,4.1939427852630615,multiclass,21341,4269,5336,13,3
optdigits,0.998220640569395,0.994661921708185,-0.003558718861209953,0.9982205883039564,0.9946656144721172,0.9982142857142856,0.9946583789358592,-0.003555906778426432,0.9999982283906084,0.9999779773419848,-2.0251048623576295e-05,0.0103786237140096,0.0140883969519956,0.0037097732379860002,0.5752677917480469,14.013169765472412,1.832235336303711,1.5370314121246338,multiclass,4496,900,1124,64,10
ozone_level,0.9822834645669292,0.9783464566929134,-0.003937007874015741,0.973504367068317,0.9715321032632116,0.5,0.4979959919839679,-0.0020040080160321216,0.828768648407927,0.8229792919171677,-0.00578935649075929,0.0841212687560635,0.085924485049864,0.0018032162938004942,0.7067775726318359,17.113775730133057,0.9479539394378662,0.8959400653839111,binclass,2028,406,508,36,2
pc1,0.945945945945946,0.9324324324324323,-0.013513513513513709,0.9395752895752896,0.9186724718639612,0.6927536231884058,0.5927536231884059,-0.09999999999999998,0.9148148148148147,0.8880837359098228,-0.026731078904991934,0.150421085260577,0.1713842354962716,0.020963150235694616,0.5174286365509033,7.388167381286621,0.4816162586212158,0.4391546249389648,binclass,887,178,222,21,2
pc4,0.9212328767123288,0.9143835616438356,-0.006849315068493178,0.9175227549128888,0.9090075911520448,0.7760416666666667,0.7482638888888888,-0.0277777777777779,0.9646267361111112,0.9569227430555556,-0.00770399305555558,0.1941158567181509,0.1917009929589431,-0.002414863759207797,0.5234596729278564,7.853217601776123,0.4973032474517822,0.4534780979156494,binclass,1166,234,292,37,2
phoneme,0.9037927844588344,0.8945420906567992,-0.009250693802035137,0.9032395738863194,0.893615230072717,0.8784126381158439,0.8644854410623153,-0.013927197053528628,0.9660429088146398,0.9570498951227971,-0.008993013691842688,0.2159560613557243,0.2491419243051821,0.0331858629494578,0.5194995403289795,10.50496220588684,0.7377324104309082,0.6064207553863525,binclass,4323,865,1081,5,2
predict_students_dropout_and_academic_success,0.7762711864406779,0.7830508474576271,0.006779661016949157,0.7701185250526816,0.771682724045154,0.6996643911964916,0.6978137930288124,-0.001850598167679185,0.890918775704891,0.8909790726395327,6.0296934641712596e-05,0.5528960306669667,0.5542516102524504,0.0013555795854837127,0.7312438488006592,11.968584537506104,1.1207170486450195,0.9585676193237304,multiclass,3539,708,885,34,3
ringnorm,0.9817567567567568,0.977027027027027,-0.004729729729729737,0.9817496645776146,0.9770146831670996,0.9816081059115954,0.9768459924281024,-0.00476211348349298,0.9975965709130292,0.997466902626422,-0.00012966828660720964,0.0600262967377051,0.0671884932612944,0.0071621965235893065,0.7568240165710449,27.004695177078247,1.353846311569214,1.045793533325195,binclass,5920,1184,1480,20,2
satimage,0.9385692068429238,0.9416796267496113,0.0031104199066874783,0.9370872227904558,0.940757582785069,0.9193900649454708,0.9240479384165406,0.004657873471069829,0.99621250255618,0.9959907021774206,-0.00022180037875940695,0.1440072358300166,0.1465829440915913,0.0025757082615747162,0.6388750076293945,17.823402166366577,1.5074288845062256,1.2611980438232422,multiclass,5144,1029,1286,36,6
seismic+bumps,0.9342359767891684,0.9342359767891684,0.0,0.9024719535783364,0.9024719535783364,0.5,0.5,0.0,0.7139812446717817,0.6779320423821703,-0.03604920228961139,0.230137936241613,0.243371333361321,0.013233397119708001,0.6531820297241211,9.10672163963318,0.6940104961395264,0.659217357635498,binclass,2067,414,517,18,2
shill-bidding,0.9106719367588932,0.9098814229249012,-0.0007905138339920903,0.8881417839528507,0.8867610212839742,0.605435422182995,0.6016475433951162,-0.0037878787878787845,0.9024612854047982,0.8992718446601943,-0.003189440744603922,0.2113295279123624,0.2123409253339513,0.0010113974215889,0.5096752643585205,11.946556329727173,0.8712742328643799,0.627253532409668,binclass,5056,1012,1265,3,2
splice,0.9592476489028212,0.9608150470219436,0.0015673981191224318,0.9592476489028212,0.9606908002611791,0.951697789799798,0.9515473863261316,-0.00015040347366646056,0.996874991879233,0.9964606195604032,-0.0004143723188297921,0.0945414129672171,0.1002012064754832,0.005659793508266092,0.7472634315490723,18.521267890930176,1.349193096160889,1.192609786987305,multiclass,2552,511,638,60,3
statlog,0.735,0.73,-0.0050000000000000044,0.7228087167070218,0.7165280665280664,0.6488095238095238,0.6404761904761905,-0.008333333333333304,0.7672619047619048,0.7648809523809526,-0.0023809523809522615,0.5140407571200865,0.5156153435107732,0.0015745863906867497,0.6570267677307129,10.594472885131836,0.5051686763763428,0.4824011325836181,binclass,800,160,200,20,2
svmguide3,0.8674698795180723,0.8634538152610441,-0.004016064257028162,0.8559427674857135,0.8574905683339418,0.747532894736842,0.7695997807017544,0.022066885964912353,0.8992141812865497,0.8949195906432749,-0.004294590643274865,0.3204476665972024,0.3282471171354252,0.007799450538222785,0.5123045444488525,7.867891073226929,0.4881768226623535,0.4520554542541504,binclass,994,199,249,22,2
taiwanese_bankruptcy_prediction,0.9721407624633432,0.9721407624633432,0.0,0.9650922998087764,0.9635473773288332,0.6121212121212121,0.5901515151515152,-0.02196969696969686,0.9414428374655648,0.9423725895316803,0.0009297520661155634,0.0837684574562902,0.084335077220059,0.0005666197637687886,0.6005206108093262,43.36801481246948,2.819645881652832,2.416667938232422,binclass,5455,1091,1364,95,2
thyroid,0.99375,0.9951388888888888,0.001388888888888773,0.9936960582674976,0.9951140046296296,0.9540912050289396,0.9644422776455784,0.010351072616638812,0.9997710735466784,0.999758548316958,-1.2525229720394826e-05,0.0137468853630382,0.0135668808135047,-0.00018000454953350127,0.7669782638549805,29.55445003509521,1.340834617614746,1.0310728549957275,multiclass,5760,1152,1440,21,3
thyroid-dis,0.6964285714285714,0.7035714285714286,0.0071428571428572285,0.676025589337698,0.6840058611719171,0.40901386075698,0.4142086659517852,0.0051948051948051965,0.8880637053416812,0.8777516696835004,-0.01031203565818084,0.6981137724629664,0.7099639918330319,0.011850219370065584,0.5832889080047607,10.114656448364258,0.8700821399688721,0.8023881912231445,multiclass,2240,448,560,26,5
twonorm,0.9777027027027028,0.9797297297297296,0.00202702702702684,0.9777025500087502,0.9797297297297296,0.9777072273689325,0.979731518866908,0.002024291497975561,0.9985208154141992,0.9985007277222931,-2.0087691906089944e-05,0.0505746180628562,0.0511447129499392,0.0005700948870829975,0.6417310237884521,10.965717792510986,1.350788116455078,1.0400621891021729,binclass,5920,1184,1480,20,2
wall-robot-navigation,0.9844322344322344,0.9862637362637364,0.001831501831502047,0.9844385402661296,0.9863035343421624,0.9850752422180994,0.988162234590806,0.0030869923727065984,0.9997760779599658,0.9998206344601084,4.45565001425674e-05,0.0345742984866538,0.02901857545909,-0.005555723027563797,0.6289312839508057,35.497612953186035,1.095224380493164,0.8886380195617676,multiclass,4364,873,1092,24,4
waveform-5000,0.871,0.871,0.0,0.8709480413434756,0.8709724903474902,0.8711334370177038,0.8711125809661716,-2.0856051532236464e-05,0.9783501982322494,0.9780830955863706,-0.00026710264587881394,0.2577499475958717,0.2586521541294518,0.0009022065335800855,0.535083532333374,23.97417426109314,1.3158538341522217,1.1100332736968994,multiclass,4000,800,1000,40,3
website_phishing,0.922509225092251,0.915129151291513,-0.0073800738007380184,0.9227682230368248,0.915535189199614,0.9287157287157288,0.9246031746031744,-0.004112554112554401,0.9817122205890876,0.9787112680069866,-0.0030009525821009797,0.2239700322257675,0.2522619088621948,0.028291876636427293,0.5332934856414795,8.592931985855103,0.4946637153625488,0.4704029560089111,multiclass,1082,217,271,9,3
wine-quality-red,0.675,0.65625,-0.018750000000000044,0.6584549757395616,0.6380071712140518,0.3875408496732026,0.3256280637254902,-0.061912785947712434,0.8471816598570786,0.8054079270665886,-0.041773732790490015,0.8204822739613942,0.864220017158934,0.04373774319753987,0.5301027297973633,14.808520793914797,0.4858582019805908,0.4452583789825439,multiclass,1279,256,320,4,6
yeast,0.622895622895623,0.6195286195286195,-0.0033670033670034627,0.6163935556092418,0.6132129672851486,0.5784088741147871,0.578211630926439,-0.00019724318834812848,0.8844834173008895,0.8869320354293979,0.002448618128508384,0.9677978037090326,0.9742044126343484,0.00640660892531586,0.5239465236663818,10.026872396469116,0.4896063804626465,0.4626219272613525,multiclass,1187,238,297,8,10
