dataset_name,accuracy_random,accuracy_f_mmd,delta_accuracy,f1_random,f1_f_mmd,delta_f1,balanced_accuracy_random,balanced_accuracy_f_mmd,delta_balanced_accuracy,roc_auc_random,roc_auc_f_mmd,delta_roc_auc,log_loss_random,log_loss_f_mmd,delta_log_loss,fit_seconds_random,fit_seconds_f_mmd,delta_fit_seconds,predict_seconds_random,predict_seconds_f_mmd,delta_predict_seconds,task_type_random,n_train_random,n_val_random,n_test_random,n_features_random,n_classes_random,ttt_c_selection_random,ttt_c_selection_f_mmd,ttt_c_source_random,ttt_c_source_f_mmd,ttt_c_f_distance_mean_f_mmd
Long,0.9921875,0.9933035714285714,0.0011160714285713969,0.9922103018927738,0.9932955445561944,0.0010852426634205825,0.9933585988667304,0.9905683518532148,-0.002790247013515601,0.999871219368607,0.9998221600804572,-4.905928814979976e-05,0.0187325010459584,0.0181037312829622,-0.0006287697629961987,9.105209827423096,8.628022193908691,-0.4771876335144043,0.6962440013885498,0.6573977470397949,-0.03884625434875488,binclass,3581,717,896,19,2,random,f_mmd,none,test,7.369905592299474
MagicTelescope,0.8940588853838065,0.8987907465825447,0.004731861198738141,0.892488930158156,0.8973139499323098,0.004825019774153838,0.8711107837895832,0.8764697645830832,0.005358980793500057,0.948422916386322,0.9496500690405963,0.0012271526542743105,0.2609174300320742,0.2550144870569392,-0.005902942975134995,48.35559415817261,67.11528277397156,18.75968861579895,2.365799903869629,2.383166074752808,0.017366170883179155,binclass,15216,3044,3804,9,2,random,f_mmd,none,test,5.712031680911495
Mobile_Price_Classification,0.9825,0.9775,-0.0050000000000000044,0.982511816508284,0.9774699640369195,-0.005041852471364461,0.9825,0.9775,-0.0050000000000000044,0.9995,0.9993916666666668,-0.00010833333333326589,0.0528693434723485,0.0644013111928386,0.011531967720490095,8.542408227920532,8.288413047790527,-0.2539951801300049,0.4868800640106201,0.4509797096252441,-0.03590035438537603,multiclass,1600,320,400,20,4,random,f_mmd,none,test,1.77580308414583
Performance-Prediction,0.7425373134328358,0.7350746268656716,-0.007462686567164201,0.7366111238221777,0.7289766636431105,-0.007634460179067215,0.7059052059052059,0.6978961209730441,-0.008009084932161792,0.7973821050744128,0.7930787161556393,-0.004303388918773465,0.529424233271593,0.5344313920820044,0.005007158810411361,11.66794776916504,16.455548763275146,4.787600994110106,0.4532296657562256,0.4320695400238037,-0.021160125732421875,binclass,1072,215,268,19,2,random,f_mmd,none,test,5.168257232607498
PieChart3,0.8796296296296297,0.8796296296296297,0.0,0.8350746268656716,0.8350746268656716,0.0,0.5343915343915344,0.5343915343915344,0.0,0.8549872623946698,0.8624338624338626,0.00744660003919273,0.2800567389682768,0.2719451262305493,-0.008111612737727536,8.106360912322998,7.584763050079346,-0.5215978622436523,0.4707136154174804,0.4396893978118896,-0.03102421760559082,binclass,861,173,216,37,2,random,f_mmd,none,test,11.726465615371712
PizzaCutter3,0.8708133971291866,0.8803827751196173,0.009569377990430672,0.8343952016712312,0.8243787817913973,-0.010016419879833816,0.5291304347826087,0.5,-0.029130434782608683,0.8830434782608696,0.8884782608695653,0.005434782608695676,0.2592999893782957,0.2544455523936626,-0.004854436984633059,8.075592041015625,13.737687826156616,5.662095785140991,0.4542880058288574,0.4425430297851562,-0.011744976043701227,binclass,834,167,209,37,2,random,f_mmd,none,test,12.306453186652956
QSAR_biodegradation,0.8815165876777251,0.8862559241706162,0.004739336492891044,0.8803938097917156,0.8854084739220404,0.0050146641303248085,0.8586519114688129,0.8656941649899397,0.007042253521126751,0.9387323943661972,0.9375251509054324,-0.0012072434607647287,0.3162718776767058,0.3045600648234024,-0.01171181285330336,16.840163946151733,9.945276737213137,-6.894887208938597,0.4733779430389404,0.4508564472198486,-0.022521495819091797,binclass,843,169,211,41,2,random,f_mmd,none,test,6.54492472276594
SDSS17,0.9763,0.9766,0.000300000000000078,0.9761725103854906,0.976481667035316,0.0003091566498254483,0.9710189507472324,0.9716062441464776,0.0005872933992451257,0.996758487836756,0.996703581796979,-5.490603977698072e-05,0.0748491455535557,0.0733885354225346,-0.0014606101310210978,257.76487731933594,230.0699791908264,-27.69489812850955,25.19096875190735,25.461307764053345,0.2703390121459961,multiclass,80000,16000,20000,12,3,random,f_mmd,none,test,104561.2094549622
Telecom_Churn_Dataset,0.970014992503748,0.967016491754123,-0.0029985007496250438,0.9691826476871452,0.966576503438155,-0.0026061442489901943,0.9140170012660518,0.9208175076867426,0.006800506420690855,0.9218846084282872,0.924145415084102,0.00226080665581474,0.1265697279785121,0.1362151302334232,0.00964540225491109,11.811769723892212,12.145785093307495,0.3340153694152832,0.7063696384429932,0.6634228229522705,-0.042946815490722656,binclass,2666,534,667,17,2,random,f_mmd,none,test,2.542818075266187
Water_Quality_and_Potability,0.649390243902439,0.6417682926829268,-0.007621951219512257,0.5781372934697089,0.5941882799619339,0.016050986492225028,0.5641406250000001,0.56984375,0.00570312499999992,0.6676464843750001,0.6659375,-0.001708984375000111,0.6264848155667776,0.6271715803304918,0.0006867647637142094,22.975631713867188,11.422496795654297,-11.55313491821289,0.6141564846038818,0.5762662887573242,-0.03789019584655762,binclass,2620,524,656,8,2,random,f_mmd,none,test,2.748143622954012
Wilt,0.9906735751295336,0.9927461139896372,0.002072538860103612,0.9904507934090568,0.9926443320683423,0.00219353865928551,0.9315970174403908,0.9508277866711602,0.019230769230769384,0.9881413766955937,0.988036060325217,-0.00010531637037669572,0.0336215426176042,0.0315520776848436,-0.002069464932760598,15.968535661697388,7.863229990005493,-8.105305671691895,0.5705411434173584,0.5231976509094238,-0.04734349250793457,binclass,3856,772,965,5,2,random,f_mmd,none,test,9.513533140919357
ada_agnostic,0.8389923329682366,0.8411829134720701,0.0021905805038334725,0.8378888103725963,0.838799154529365,0.0009103441567687165,0.7779022874096146,0.7734648925649554,-0.004437394844659215,0.8983252205854022,0.8977408458663516,-0.0005843747190505955,0.3380539244305084,0.3383379434110037,0.00028401898049529306,12.549881219863892,12.173073291778564,-0.37680792808532715,1.1822760105133057,1.1527388095855713,-0.029537200927734375,binclass,3649,730,913,48,2,random,f_mmd,none,test,4.24644759405347
adult,0.874393464774891,0.8738406731773233,-0.0005527915975677145,0.8709651812239977,0.8707953929333865,-0.00016978829061120582,0.8015762464032941,0.8033694713289135,0.0017932249256193966,0.9291598579906204,0.9290758851906148,-8.397280000560503e-05,0.273965835852247,0.2742561181418784,0.000290282289631405,151.29589986801147,174.1751115322113,22.87921166419983,9.873324632644652,9.9872407913208,0.11391615867614924,binclass,32561,6513,16281,14,2,random,f_mmd,none,test,4.350633794615429
allbp,0.9788079470198676,0.9774834437086092,-0.0013245033112584403,0.975389238731662,0.9737428354552355,-0.0016464032764264003,0.54352108341028,0.532409972299169,-0.011111111111111072,0.986540001954744,0.9848052322539684,-0.0017347697007755736,0.0640939843750916,0.0686065381499526,0.004512553774860997,17.035148859024048,14.070643424987791,-2.9645054340362567,0.8321702480316162,0.7636733055114746,-0.0684969425201416,multiclass,3017,604,755,29,3,random,f_mmd,none,test,5.450873249965501
analcatdata_authorship,0.9940828402366864,0.9881656804733728,-0.005917159763313529,0.9940804879569156,0.9881656804733728,-0.005914807483542783,0.9957627118644068,0.9918564618644068,-0.00390625,0.9999242768178148,0.9999242768178148,0.0,0.0119386679449394,0.0107987433000224,-0.0011399246449169988,8.346934795379639,7.945825099945068,-0.4011096954345703,0.491685152053833,0.4478278160095215,-0.04385733604431152,multiclass,672,135,169,69,4,random,f_mmd,none,test,2.148679396514
autoUniv-au4-2500,0.69,0.692,0.0020000000000000018,0.6610079840319361,0.6637621275121276,0.00275414348019154,0.4997552250047072,0.500665285884642,0.000910060879934782,0.7473881272798621,0.7554322414357664,0.008044114155904225,0.7300323778481143,0.7186329903735561,-0.011399387474558154,14.043880939483644,14.122002601623535,0.0781216621398908,1.7788262367248535,1.7333364486694336,-0.04548978805541992,multiclass,2000,400,500,100,3,random,f_mmd,none,test,1.441765975181657
bank,0.9098750414685391,0.9085480482140884,-0.0013269932544507368,0.9078580832213466,0.9034492539370654,-0.004408829284281213,0.7607894883246351,0.730110095370218,-0.03067939295441713,0.944984866473409,0.943615687732078,-0.001369178741330912,0.1831763431199776,0.1850115301723275,0.0018351870523498903,82.15473079681396,66.89865756034851,-15.256073236465454,9.653854846954346,9.788078308105469,0.13422346115112305,binclass,36168,7234,9043,16,2,random,f_mmd,none,test,4.882501341811338
baseball,0.9514925373134328,0.9402985074626866,-0.011194029850746134,0.942167188252287,0.9297881630914064,-0.012379025160880519,0.670995670995671,0.5800865800865801,-0.09090909090909094,0.9683826401959332,0.9675151038699304,-0.0008675363260027824,0.1444511075880435,0.1587736979422891,0.014322590354245601,16.09873604774475,14.127936840057371,-1.9707992076873797,0.4621057510375976,0.4492170810699463,-0.012888669967651312,multiclass,1072,215,268,16,3,random,f_mmd,none,test,5.656968063095402
churn,0.97,0.97,0.0,0.9690275740299898,0.968920424403183,-0.00010714962680680173,0.9084371568457468,0.9054731297319164,-0.0029640271138303698,0.9400094122309464,0.9398690544010436,-0.00014035782990273749,0.1189096403379572,0.1188383880010092,-7.125233694800504e-05,12.587154626846312,12.2038254737854,-0.3833291530609113,0.7999234199523926,0.7772252559661865,-0.022698163986206055,binclass,4000,800,1000,20,2,random,f_mmd,none,test,2.333854864970073
company_bankruptcy_prediction,0.9699413489736072,0.969208211143695,-0.0007331378299121338,0.9659102317479724,0.9647957655048436,-0.001114466243128831,0.6549242424242424,0.643560606060606,-0.011363636363636354,0.9587637741046832,0.958953168044077,0.00018939393939387816,0.0735541821125398,0.0730375823812226,-0.0005165997313172077,52.352606534957886,31.06812024116516,-21.284486293792725,2.449676275253296,2.425374984741211,-0.02430129051208496,binclass,5455,1091,1364,95,2,random,f_mmd,none,test,112.9613160694125
connect-4,0.8632326820603907,0.8621965660153937,-0.001036116044996982,0.8484339056732695,0.8481413911956259,-0.0002925144776435573,0.6875051208614459,0.6902360510303905,0.0027309301689446563,0.9460080781932714,0.9458904309160764,-0.00011764727719498769,0.3385801166958948,0.3399994386673169,0.0014193219714221383,496.6551496982575,568.4484257698059,71.7932760715484,22.490808725357056,22.77745676040649,0.2866480350494349,multiclass,54045,10809,13512,42,3,random,f_mmd,none,test,6.244759378452183
credit,0.7747532156745438,0.7825306610828597,0.0077774454083159306,0.7739723009862747,0.7825247063909192,0.008552405404644525,0.7747708231325825,0.7825291204590552,0.007758297326472707,0.8587507408966353,0.8644667405415776,0.005715999644942293,0.5048689616592797,0.4636824926387537,-0.04118646902052603,20.23436117172241,20.26929545402527,0.03493428230286,2.051969528198242,2.063942670822144,0.011973142623901811,binclass,13371,2675,3343,10,2,random,f_mmd,none,test,13.155764649515575
customer_satisfaction_in_airline,0.964197720973206,0.9642747151216507,7.699414844475339e-05,0.9642418520553064,0.964320315262458,7.846320715154675e-05,0.9653518926504212,0.965495745566022,0.00014385291560081725,0.9956780899184864,0.9956526559047172,-2.543401376919885e-05,0.0809331150608109,0.0815891842125079,0.0006560691516969974,250.36604046821597,234.5991888046265,-15.766851663589478,30.713514804840088,31.128182649612427,0.41466784477233887,binclass,103904,20781,25976,21,2,random,f_mmd,none,test,3.052426194001726
default_of_credit_card_clients,0.828,0.8265,-0.0014999999999999458,0.8051083277955948,0.8052157368245685,0.00010740902897365956,0.6610645161134262,0.6638786267726978,0.002814110659271618,0.7992106524824502,0.799596714825552,0.00038606234310178955,0.4159269597325757,0.4149705169883081,-0.0009564427442675938,77.41507124900818,115.67485761642456,38.25978636741638,5.413898706436157,5.472349882125855,0.058451175689698154,binclass,24000,4800,6000,23,2,random,f_mmd,none,test,7.581877829547388
dis,0.990728476821192,0.990728476821192,0.0,0.989524085374335,0.989524085374335,0.0,0.7493270524899058,0.7493270524899058,0.0,0.9973082099596232,0.9960744728577836,-0.0012337371018396048,0.0213290765929446,0.0243913420239682,0.0030622654310236003,19.101513862609863,19.7086980342865,0.6071841716766357,0.8296113014221191,0.7701578140258789,-0.059453487396240234,binclass,3017,604,755,29,2,random,f_mmd,none,test,5.355088270758003
drug_consumption,0.403183023872679,0.403183023872679,0.0,0.2316968605998004,0.2316968605998004,0.0,0.1428571428571428,0.1428571428571428,0.0,0.4577345352008025,0.5309765559163951,0.07324202071559266,1.5244990854460114,1.5104346544954783,-0.014064430950533113,8.2337965965271,7.715693235397339,-0.5181033611297607,0.461355447769165,0.4302096366882324,-0.03114581108093256,multiclass,1507,302,377,12,7,random,f_mmd,none,test,3.0060375948929003
eeg-eye-state,0.9929906542056076,0.9933244325767692,0.00033377837116155273,0.9929894266832971,0.993322543624194,0.0003331169408968826,0.9927445121690358,0.9929784584762192,0.00023394630718343024,0.9997424113807336,0.9997721331444952,2.972176376159208e-05,0.0187521256281575,0.0185272402508732,-0.0002248853772842986,18.41753554344177,31.15497994422913,12.73744440078736,1.8933889865875244,1.9126265048980715,0.019237518310547097,binclass,11984,2397,2996,14,2,random,f_mmd,none,test,7586696.755650854
estimation_of_obesity_levels,0.9905437352245864,0.9929078014184396,0.0023640661938532093,0.9905413452515084,0.9929048456536922,0.0023635004021838046,0.9902298850574712,0.9926929392446634,0.0024630541871921707,0.999986503812673,0.9999730076253458,-1.3496187327155518e-05,0.0184955879216706,0.0205948098029891,0.0020992218813185026,8.788058996200562,12.855451345443726,4.067392349243164,0.4866828918457031,0.4401652812957763,-0.04651761054992681,multiclass,1688,338,423,16,7,random,f_mmd,none,test,3.7695767221365215
eye_movements,0.909963436928702,0.9081352833638026,-0.001828153564899404,0.9098146456712148,0.9078855438466952,-0.0019291018245196634,0.914823429460176,0.9135457187580784,-0.0012777107020975897,0.9825262787438126,0.9818273005071364,-0.0006989782366761954,0.2535688739962684,0.260891487704919,0.007322613708650616,62.42280650138855,62.20451474189758,-0.2182917594909668,1.6593708992004397,1.6479170322418213,-0.011453866958618386,multiclass,8748,1750,2188,27,3,random,f_mmd,none,test,5.837584109932924
first-order-theorem-proving,0.6070261437908496,0.6176470588235294,0.010620915032679812,0.5901702793582696,0.6015791171269252,0.011408837768655644,0.4833290476877813,0.4920533920226123,0.008724344334830991,0.8285565667242207,0.8434909275472187,0.014934360822997927,1.1248837745786917,1.0723024423780592,-0.05258133220063255,13.57427716255188,13.047282934188845,-0.5269942283630353,1.4450232982635498,1.4145948886871338,-0.030428409576416016,multiclass,4894,979,1224,51,6,random,f_mmd,none,test,8.690973891333927
heloc,0.728,0.7295,0.0015000000000000568,0.7276066640228489,0.7291190736973869,0.0015124096745380289,0.728,0.7295,0.0015000000000000568,0.8021754999999999,0.8006354999999999,-0.0015399999999999858,0.5422763171988947,0.544061325309993,0.001785008111098274,17.247143745422363,23.030096292495728,5.782952547073364,1.378740310668945,1.3675355911254885,-0.011204719543456587,binclass,8000,1600,2000,22,2,random,f_mmd,none,test,7.5216218818738545
house_16H,0.8917716827279466,0.8865826538176427,-0.005189028910303928,0.8917716827279466,0.8865825914935707,-0.005189091234375942,0.8917716827279466,0.8865826538176427,-0.005189028910303928,0.9581893844436836,0.9573167615579944,-0.0008726228856892337,0.263731152758268,0.2645737242180332,0.0008425714597652401,23.623188018798828,29.347586631774902,5.724398612976074,1.7650210857391355,1.7732295989990234,0.008208513259887917,binclass,10790,2158,2698,16,2,random,f_mmd,none,test,7.526607633218357
ibm-employee-performance,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.299389698134889e-05,1.299389698134889e-05,0.0,8.90253734588623,8.396512508392334,-0.5060248374938965,0.4741871356964111,0.4509584903717041,-0.023228645324706976,binclass,1176,236,294,30,2,random,f_mmd,none,test,2.3734940379938125
internet_firewall,0.9308766308079652,0.9308003356984818,-7.629510948348184e-05,0.9282567791558411,0.9281828445592802,-7.39345965609095e-05,0.7765747081319475,0.7764913192059969,-8.338892595061154e-05,0.988693117900228,0.9871526075530574,-0.0015405103471705095,0.2185321191773843,0.1871983207030168,-0.031333798474367486,89.74754810333252,89.96986675262451,0.2223186492919922,16.62554621696472,16.810468196868896,0.1849219799041748,multiclass,52425,10485,13107,7,4,random,f_mmd,none,test,24.97476808637804
jm1,0.8185576481396417,0.8180983004134129,-0.00045934772622879816,0.7824221528939174,0.7820818108437007,-0.00034034205021671315,0.5877622160059301,0.5874774779649279,-0.00028473804100226374,0.7528913423403438,0.7503388450321666,-0.002552497308177193,0.4281294202463439,0.427754327311304,-0.00037509293503990015,32.36248469352722,25.1259822845459,-7.236502408981323,1.5033791065216064,1.484588623046875,-0.018790483474731445,binclass,8708,1742,2177,21,2,random,f_mmd,none,test,16.39964188685047
kc1,0.8649289099526066,0.8791469194312796,0.014218009478673022,0.8308569425393248,0.865508729332117,0.03465178679279213,0.5929971988795518,0.6831932773109244,0.09019607843137256,0.8237448825684119,0.8513682396035337,0.027623357035121754,0.3334716112728635,0.3092197112783318,-0.0242518999945317,8.106071472167969,12.70386528968811,4.597793817520142,0.4715495109558105,0.4313986301422119,-0.04015088081359858,binclass,1687,338,422,21,2,random,f_mmd,none,test,13.059992117936376
kr-vs-kp,0.9984375,0.9984375,0.0,0.9984376031804651,0.9984376031804651,0.0,0.998502994011976,0.998502994011976,0.0,0.9999706469414114,0.9999510782356854,-1.956870572594749e-05,0.0067094213582208,0.0075715525042215,0.0008621311460006997,25.34396433830261,18.152257442474365,-7.1917068958282435,0.8882684707641602,0.8472976684570312,-0.040970802307128906,binclass,2556,512,640,36,2,random,f_mmd,none,test,4.255044078248239
led24,0.728125,0.728125,0.0,0.7212110642568887,0.7189745453419292,-0.0022365189149595732,0.7276923691171063,0.728046944044259,0.00035457492715262884,0.957238760919237,0.957319633274601,8.08723553640256e-05,0.7707776764395027,0.777432450400679,0.006654773961176308,10.454326868057253,9.885098218917848,-0.5692286491394043,0.8057429790496826,0.7491953372955322,-0.05654764175415039,multiclass,2560,512,640,24,10,random,f_mmd,none,test,1.4863865026689451
madeline,0.9347133757961784,0.9331210191082804,-0.0015923566878980333,0.9347059249320224,0.933104733642154,-0.0016011912898684644,0.9346600129827978,0.9330371632586822,-0.001622849724115527,0.9767222492697176,0.97633682246024,-0.0003854268094776181,0.1884044549899327,0.1925499060073228,0.004145451017390112,29.817156314849857,38.86162519454956,9.044468879699703,4.105835199356079,4.002713203430176,-0.10312199592590332,binclass,2512,503,628,259,2,random,f_mmd,none,test,1.463640099017785
maternal_health_risk,0.8620689655172413,0.8423645320197044,-0.019704433497536922,0.8582925974148914,0.83794603173852,-0.020346565676371386,0.8597941828455925,0.8416134814144764,-0.018180701431116053,0.9631826985765666,0.9603368911977748,-0.0028458073787918092,0.334555584711916,0.374548218819649,0.039992634107733016,15.282137870788574,18.249717235565186,2.9675793647766113,0.4564042091369629,0.4227039813995361,-0.03370022773742681,multiclass,811,163,203,6,3,random,f_mmd,none,test,3.31848649755426
mfeat-fourier,0.925,0.915,-0.010000000000000009,0.9242038588121432,0.9117922416178728,-0.012411617194270419,0.925,0.915,-0.010000000000000009,0.9943680555555556,0.9936736111111112,-0.000694444444444442,0.2163145565785559,0.2271708662657918,0.010856309687235915,12.656610488891602,8.879727602005005,-3.7768828868865967,0.5018060207366943,0.4757473468780517,-0.026058673858642634,multiclass,1600,320,400,76,10,random,f_mmd,none,test,2.268642198833415
mfeat-morphological,0.7675,0.77,0.0025000000000000577,0.7544088907537245,0.753739344776823,-0.0006695459769014978,0.7675,0.77,0.0025000000000000577,0.9730416666666668,0.9729236111111113,-0.0001180555555555518,0.4978930781062066,0.498840489684826,0.0009474115786194393,14.371250629425049,10.864516019821169,-3.50673460960388,0.468989610671997,0.4276747703552246,-0.041314840316772405,multiclass,1600,320,400,6,10,random,f_mmd,none,test,3.0462114326407037
mfeat-zernike,0.845,0.8375,-0.007499999999999951,0.8375754116239669,0.8347006199928235,-0.0028747916311433475,0.845,0.8375,-0.007499999999999951,0.984777777777778,0.9845555555555556,-0.00022222222222234578,0.2453459772060356,0.2494236832045507,0.004077705998515091,14.47382378578186,26.18989372253418,11.71606993675232,0.4722888469696045,0.4455325603485107,-0.026756286621093806,multiclass,1600,320,400,47,10,random,f_mmd,none,test,3.202519510756844
microaggregation2,0.64275,0.644,0.0012499999999999734,0.5958957489944477,0.5994985634663392,0.00360281447189148,0.4247084962484047,0.431938198420405,0.007229702172000307,0.8316684347682877,0.8321346640768803,0.0004662293085926361,0.8660691883097866,0.8659692715413769,-9.991676840970243e-05,31.21095013618469,30.853281021118164,-0.35766911506652477,2.985910654067993,2.983475923538208,-0.0024347305297851562,multiclass,16000,3200,4000,20,5,random,f_mmd,none,test,7.857963638383117
mozilla4,0.9398520424573816,0.938565455130267,-0.0012865873271146189,0.9393254150301048,0.937597265859822,-0.0017281491702828555,0.9237418855143714,0.9165421109336804,-0.007199774580690987,0.9756117686882828,0.9756820950118008,7.032632351799961e-05,0.1698320300725435,0.1716016510735983,0.0017696210010547941,21.27589607238769,36.50859618186951,15.232700109481815,1.7130281925201416,1.700807809829712,-0.012220382690429688,binclass,12436,2488,3109,4,2,random,f_mmd,none,test,5.793754919248117
okcupid_stem,0.7518740629685158,0.7496251874062968,-0.002248875562218977,0.7010287341117386,0.6933713906024996,-0.0076573435092389674,0.5047549219619845,0.4870119851961596,-0.017742936765824835,0.8091905121036885,0.8073224877517343,-0.0018680243519542117,0.5910099057300613,0.5899017761792406,-0.0011081295508207356,49.45899438858032,49.71419453620911,0.2552001476287913,4.1939427852630615,4.234689235687256,0.040746450424194336,multiclass,21341,4269,5336,13,3,random,f_mmd,none,test,3.34951940185591
optdigits,0.994661921708185,0.9955516014234876,0.000889679715302627,0.9946656144721172,0.9955514951717668,0.0008858806996495661,0.9946583789358592,0.99555927983676,0.0009009009009007807,0.9999779773419848,0.9999841253301452,6.147988160454254e-06,0.0140883969519956,0.0126950820017433,-0.0013933149502523001,14.013169765472412,26.69949626922608,12.68632650375367,1.5370314121246338,1.5380632877349854,0.0010318756103515625,multiclass,4496,900,1124,64,10,random,f_mmd,none,test,5.620109054672161
ozone_level,0.9783464566929134,0.9783464566929134,0.0,0.9715321032632116,0.9715321032632116,0.0,0.4979959919839679,0.4979959919839679,0.0,0.8229792919171677,0.8156312625250501,-0.007348029392117539,0.085924485049864,0.0883489290434333,0.0024244439935693085,17.113775730133057,18.13230776786804,1.0185320377349818,0.8959400653839111,0.8644492626190186,-0.03149080276489258,binclass,2028,406,508,36,2,random,f_mmd,none,test,4.099503720039604
pc1,0.9324324324324323,0.9324324324324323,0.0,0.9186724718639612,0.9137478035310852,-0.00492466833287597,0.5927536231884059,0.5618357487922705,-0.03091787439613536,0.8880837359098228,0.8793880837359098,-0.008695652173912993,0.1713842354962716,0.1732372576738673,0.0018530221775956979,7.388167381286621,7.460753679275513,0.0725862979888916,0.4391546249389648,0.4624898433685303,0.023335218429565485,binclass,887,178,222,21,2,random,f_mmd,none,test,14.86032532681965
pc4,0.9143835616438356,0.9178082191780822,0.003424657534246589,0.9090075911520448,0.91053016835721,0.001522577205165243,0.7482638888888888,0.73828125,-0.00998263888888884,0.9569227430555556,0.9544270833333334,-0.00249565972222221,0.1917009929589431,0.1953160289563242,0.003615035997381083,7.853217601776123,17.430554151535034,9.577336549758911,0.4534780979156494,0.4382812976837158,-0.015196800231933594,binclass,1166,234,292,37,2,random,f_mmd,none,test,10.75574672843578
phoneme,0.8945420906567992,0.901017576318224,0.006475485661424751,0.893615230072717,0.900096422467573,0.006481192394856006,0.8644854410623153,0.8718351033081738,0.007349662245858535,0.9570498951227971,0.958061505937536,0.0010116108147388836,0.2491419243051821,0.2513564081355557,0.0022144838303736203,10.50496220588684,14.479995489120483,3.9750332832336426,0.6064207553863525,0.5702648162841797,-0.03615593910217285,binclass,4323,865,1081,5,2,random,f_mmd,none,test,2.9289108186790944
predict_students_dropout_and_academic_success,0.7830508474576271,0.7853107344632768,0.002259887005649719,0.771682724045154,0.7776290880969395,0.005946364051785502,0.6978137930288124,0.7096408335133694,0.011827040484556961,0.8909790726395327,0.8904410698291221,-0.0005380028104106094,0.5542516102524504,0.559433762254918,0.005182152002467633,11.968584537506104,15.499576568603516,3.530992031097412,0.9585676193237304,0.9251611232757568,-0.03340649604797352,multiclass,3539,708,885,34,3,random,f_mmd,none,test,3.729705293545708
ringnorm,0.977027027027027,0.9804054054054054,0.0033783783783783994,0.9770146831670996,0.9803997936806156,0.0033851105135159765,0.9768459924281024,0.9802822020231904,0.0034362095950879468,0.997466902626422,0.9973956763844828,-7.122624193922622e-05,0.0671884932612944,0.0591856788477026,-0.008002814413591804,27.004695177078247,17.651228427886963,-9.353466749191284,1.045793533325195,1.0238804817199707,-0.021913051605224387,binclass,5920,1184,1480,20,2,random,f_mmd,none,test,2.910172080710768
satimage,0.9416796267496113,0.9432348367029548,0.0015552099533435726,0.940757582785069,0.942371771071724,0.0016141882866549384,0.9240479384165406,0.9266264346171712,0.0025784962006305534,0.9959907021774206,0.9961872397673656,0.00019653758994497839,0.1465829440915913,0.1452259156113382,-0.0013570284802530974,17.823402166366577,17.090428113937378,-0.7329740524291992,1.2611980438232422,1.2353525161743164,-0.02584552764892578,multiclass,5144,1029,1286,36,6,random,f_mmd,none,test,4.555489347715731
seismic+bumps,0.9342359767891684,0.9342359767891684,0.0,0.9024719535783364,0.9024719535783364,0.0,0.5,0.5,0.0,0.6779320423821703,0.695469492144684,0.0175374497625137,0.243371333361321,0.2340066613322505,-0.009364672029070487,9.10672163963318,8.500400066375732,-0.6063215732574481,0.659217357635498,0.618206262588501,-0.04101109504699707,binclass,2067,414,517,18,2,random,f_mmd,none,test,6.7471506196877575
shill-bidding,0.9098814229249012,0.9106719367588932,0.0007905138339920903,0.8867610212839742,0.8881417839528507,0.001380762668876545,0.6016475433951162,0.605435422182995,0.0037878787878787845,0.8992718446601943,0.8995560191500174,0.0002841744898230969,0.2123409253339513,0.2126744168765683,0.0003334915426169982,11.946556329727173,11.336316585540771,-0.6102397441864014,0.627253532409668,0.5994358062744141,-0.027817726135253906,binclass,5056,1012,1265,3,2,random,f_mmd,none,test,2.25877517589016
splice,0.9608150470219436,0.9608150470219436,0.0,0.9606908002611791,0.9606846876771516,-6.112584027495593e-06,0.9515473863261316,0.9503616393611064,-0.0011857469650251584,0.9964606195604032,0.9966562158519452,0.00019559629154197733,0.1002012064754832,0.0992635467031389,-0.0009376597723442931,18.521267890930176,27.29654264450073,8.775274753570553,1.192609786987305,1.165449857711792,-0.027159929275512917,multiclass,2552,511,638,60,3,random,f_mmd,none,test,1.7497194576964898
statlog,0.73,0.73,0.0,0.7165280665280664,0.7095283146371131,-0.006999751890953365,0.6404761904761905,0.6261904761904762,-0.014285714285714346,0.7648809523809526,0.7548809523809523,-0.010000000000000231,0.5156153435107732,0.5251915187393296,0.00957617522855636,10.594472885131836,11.92178726196289,1.3273143768310547,0.4824011325836181,0.4499146938323974,-0.0324864387512207,binclass,800,160,200,20,2,random,f_mmd,none,test,2.655811727331582
svmguide3,0.8634538152610441,0.8554216867469879,-0.008032128514056214,0.8574905683339418,0.8420522957110085,-0.015438272622933291,0.7695997807017544,0.7273848684210527,-0.04221491228070173,0.8949195906432749,0.876279239766082,-0.018640350877192846,0.3282471171354252,0.3623007838513436,0.03405366671591842,7.867891073226929,15.989542722702026,8.121651649475098,0.4520554542541504,0.4303343296051025,-0.021721124649047907,binclass,994,199,249,22,2,random,f_mmd,none,test,6.847694175573602
taiwanese_bankruptcy_prediction,0.9721407624633432,0.9721407624633432,0.0,0.9635473773288332,0.9657864616079058,0.0022390842790726007,0.5901515151515152,0.6231060606060606,0.03295454545454535,0.9423725895316803,0.9389118457300276,-0.0034607438016527325,0.084335077220059,0.0855229257721449,0.00118784855208591,43.36801481246948,19.810219764709476,-23.557795047760006,2.416667938232422,2.3780887126922607,-0.03857922554016113,binclass,5455,1091,1364,95,2,random,f_mmd,none,test,2.3426401043571996e+36
