dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_wise_ft,ttt_wise_alpha,ttt_wise_applied,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data184/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9461397619774184,0.9334979285870209,0.5986918483543952,0.8320701184664522,0.1673306970506639,48.95824432373047,12.875255584716797,ok,,26215,20972,0,6554,0.2081755474209785,True,0.1,False,51,1e-05,True,48.73679304122925,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=19.0148% source=test | wise_ft_skipped rows=32769>=2000,30,3,epoch_chunk,accuracy,0.949074957085638,0.9506008010680908,0.949074957085638,0.9506008010680908,9,True,False,,f_mmd,test,standardized_l2,2.4724199724992677,0.7645082726930461,,True
BLE_RSSI_dataset_for_Indoor_localization,/home/crc00006699/zh/tabiclv2/data184/BLE_RSSI_dataset_for_Indoor_localization,multiclass,7987,1598,1997,3,3,0.7651477215823735,0.7648473456353709,0.7647012391580023,0.918590882526178,0.5394139178828246,19.552578926086422,1.416374683380127,ok,,7987,6389,0,1997,0.5987757444381714,True,0.1,False,30,1e-05,True,19.512245178222656,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=19.0148% source=test | wise_ft_skipped rows=9984>=2000,30,1,epoch_chunk,accuracy,0.7509386733416771,0.7897371714643304,0.7509386733416771,0.7897371714643304,28,False,False,,f_mmd,test,standardized_l2,2.0714951638779078,0.5324878951512969,,True
BNG(breast-w),/home/crc00006699/zh/tabiclv2/data184/BNG(breast-w),binclass,31492,6299,7874,9,2,0.9878079756159512,0.987822749114498,0.9877226855231762,0.9991336826047198,0.0334794732030072,47.91503190994263,20.47715663909912,ok,,31492,25193,0,7874,0.0322101600468158,True,0.1,False,45,1e-05,True,47.65985608100891,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=19.0148% source=test | wise_ft_skipped rows=39366>=2000,30,3,epoch_chunk,accuracy,0.98666454992856,0.98761708207652,0.98666454992856,0.98761708207652,7,True,False,,f_mmd,test,standardized_l2,2.806794362722655,0.9106609174812628,,True
BNG(cmc),/home/crc00006699/zh/tabiclv2/data184/BNG(cmc),multiclass,44236,8848,11060,9,3,0.5890596745027125,0.5878532302889338,0.5719164511951762,0.7662283472593504,0.8732520883509884,62.44519853591919,36.82453107833862,ok,,44236,35388,0,11060,0.9012224078178406,True,0.1,False,52,1e-05,True,62.04588413238525,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=19.0148% source=test | wise_ft_skipped rows=55296>=2000,30,4,epoch_chunk,accuracy,0.5762884267631103,0.5810352622061483,0.5762884267631103,0.5810352622061483,5,True,False,,f_mmd,test,standardized_l2,2.031599997261179,0.5504217491516002,,True
BNG(tic-tac-toe),/home/crc00006699/zh/tabiclv2/data184/BNG(tic-tac-toe),binclass,31492,6299,7874,9,2,0.8173736347472695,0.8152825147567611,0.7883342148058488,0.8845189868183383,0.4033281038006061,55.48419570922852,20.506863594055176,ok,,31492,25193,0,7874,0.438545674085617,True,0.1,False,51,1e-05,True,55.15663504600525,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=19.0148% source=test | wise_ft_skipped rows=39366>=2000,30,3,epoch_chunk,accuracy,0.8096523257659946,0.8120336561358946,0.8096523257659946,0.8120336561358946,9,True,False,,f_mmd,test,standardized_l2,1.390730427583194,0.1410508385055151,,True
Bank_Customer_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data184/Bank_Customer_Churn_Dataset,binclass,8000,1600,2000,10,2,0.8755,0.8650962113305026,0.7434931078998875,0.8841885028325706,0.3111522738394278,10.181267499923706,2.749531507492065,ok,,8000,6400,0,2000,0.3369347602128982,True,0.1,False,12,1e-05,True,10.093270063400269,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=19.0148% source=test | wise_ft_skipped rows=10000>=2000,30,1,epoch_chunk,accuracy,0.861875,0.863125,0.861875,0.863125,4,True,False,,f_mmd,test,standardized_l2,1.5197198197866144,0.3448525912389739,,True
Basketball_c,/home/crc00006699/zh/tabiclv2/data184/Basketball_c,binclass,1072,215,268,11,2,0.7014925373134329,0.6996191714905836,0.6777699031419797,0.7439759036144579,0.5778582083108024,4.21730375289917,0.3960812091827392,ok,,1072,857,0,268,0.635748416185379,True,0.1,True,12,1e-05,True,4.1838860511779785,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=19.0148% source=test | wise_ft=alpha0.1 rows=1340<2000,30,1,epoch_chunk,accuracy,0.7581395348837209,0.7674418604651163,0.7581395348837209,0.7674418604651163,4,True,False,,f_mmd,test,standardized_l2,2.6977715525955506,1.6846149291850376,,True
California-Housing-Classification,/home/crc00006699/zh/tabiclv2/data184/California-Housing-Classification,binclass,16512,3303,4128,8,2,0.9239341085271318,0.923934001394387,0.9239347948813348,0.9803777850024472,0.1797889914905781,21.65674734115601,7.197896480560303,ok,,16512,13209,0,4128,0.2158142775297165,True,0.1,False,26,1e-05,True,21.5176784992218,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=19.0148% source=test | wise_ft_skipped rows=20640>=2000,30,2,epoch_chunk,accuracy,0.9182561307901907,0.92188919164396,0.9182561307901907,0.92188919164396,5,True,False,,f_mmd,test,standardized_l2,3.0816438855387904,6.924317126496692,,True
Cardiovascular-Disease-dataset,/home/crc00006699/zh/tabiclv2/data184/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7327142857142858,0.7322224591491244,0.7326898718987336,0.8013320779859846,0.5425082447131462,60.46458077430725,56.99185228347778,ok,,56000,44800,0,14000,0.5480944514274597,True,0.1,False,45,1e-05,True,59.97372317314148,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=19.0148% source=test | wise_ft_skipped rows=70000>=2000,30,5,epoch_chunk,accuracy,0.7323214285714286,0.7335714285714285,0.7323214285714286,0.7335714285714285,1,True,False,,f_mmd,test,standardized_l2,3.712435868285187,36.93670268157959,,True
Click_prediction_small,/home/crc00006699/zh/tabiclv2/data184/Click_prediction_small,binclass,31958,6392,7990,3,2,0.8330413016270338,0.7609511898819155,0.507419803856142,0.6255047063433207,0.4384146950845396,63.81043815612793,7.330146551132202,ok,,31958,25566,0,7990,0.4573263376951217,True,0.1,False,72,1e-05,True,63.72108244895935,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=19.0148% source=test | wise_ft_skipped rows=39948>=2000,30,3,epoch_chunk,accuracy,0.8322903629536921,0.833072590738423,0.8322903629536921,0.833072590738423,16,True,False,,f_mmd,test,standardized_l2,50.07322898652776,2817.8887644209167,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.0GHz(Urbinati),binclass,1920,384,480,30,2,0.98125,0.9812551287562032,0.9817157953281423,0.9962892797552836,0.06389293103088,11.393747806549072,0.9113390445709229,ok,,1920,1536,0,480,0.0741510763764381,True,0.1,False,24,1e-05,True,11.318521499633787,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=19.0148% source=test | wise_ft_skipped rows=2400>=2000,30,1,epoch_chunk,accuracy,0.9661458333333334,0.9739583333333334,0.9661458333333334,0.9739583333333334,16,True,False,,f_mmd,test,standardized_l2,2.552961424341955,0.5286902681782134,,True
