dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_reserve_ratio,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
stage1_graph_scm_0000_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0000_seed42,multiclass,584,0,440,36,5,0.6318181818181818,0.6071378172743701,0.586831967385123,0.891720531036207,0.8204808497212652,13.400253534317017,0.4839999675750732,ok,,584,584,0,440,,30,1e-05,True,10.284765243530272,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.1124245816,30,1,tabpfn_finetuning_api_f_mmd,acc,0.6551724137931034,0.6551724137931034,,,0,True,False,,f_mmd,test,standardized_l2,0.1124245816,1.8986629007585871,0.4164595661138728,,True
stage1_graph_scm_0001_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0001_seed42,multiclass,584,0,440,36,3,0.8409090909090909,0.840012483564206,0.8041914631016827,0.9503449217316547,0.3987313845472474,8.227540254592896,0.4558656215667724,ok,,584,584,0,440,,30,1e-05,True,8.227182626724243,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.1124245816,30,1,tabpfn_finetuning_api_f_mmd,acc,0.8275862068965517,0.8275862068965517,,,0,True,False,,f_mmd,test,standardized_l2,0.1124245816,2.235356355166865,0.3078913500361294,,True
stage1_graph_scm_0002_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0002_seed42,multiclass,584,0,440,36,5,0.6295454545454545,0.626408399245864,0.6133850258426339,0.895748290170434,0.8469974829333917,9.336199760437012,0.4304585456848144,ok,,584,584,0,440,,30,1e-05,True,9.335837125778198,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.1124245816,30,1,tabpfn_finetuning_api_f_mmd,acc,0.6551724137931034,0.6896551724137931,,,2,True,False,,f_mmd,test,standardized_l2,0.1124245816,1.9880249976438853,0.3078556205213839,,True
stage1_graph_scm_0003_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0003_seed42,binclass,584,0,440,36,2,1.0,1.0,1.0,1.0,0.0001011886726221,8.362551212310791,0.4548592567443847,ok,,584,584,0,440,,30,1e-05,True,8.36219048500061,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.1124245816,30,1,tabpfn_finetuning_api_f_mmd,acc,1.0,1.0,,,0,True,False,,f_mmd,test,standardized_l2,0.1124245816,2.458592779806997,0.4613003327045465,,True
stage1_graph_scm_0004_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0004_seed42,multiclass,458,0,566,36,5,0.2703180212014134,0.1879125516779319,0.2491089105855633,0.5866617067420883,1.574161022791354,10.374654293060305,0.4354598522186279,ok,,458,458,0,566,,30,1e-05,True,10.3742995262146,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.1124245816,30,1,tabpfn_finetuning_api_f_mmd,acc,0.3111111111111111,0.3333333333333333,,,3,True,False,,f_mmd,test,standardized_l2,0.1124245816,4.704715239220766,8.051952541062473,,True
stage1_graph_scm_0005_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0005_seed42,multiclass,458,0,566,36,5,0.9982332155477032,0.9982320954589424,0.9980582524271846,1.0,0.0049980325785483,7.632701635360718,0.4315826892852783,ok,,458,458,0,566,,30,1e-05,True,7.632343292236328,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.1124245816,30,1,tabpfn_finetuning_api_f_mmd,acc,1.0,1.0,,,0,True,False,,f_mmd,test,standardized_l2,0.1124245816,4.050397932376291,1.0438902203180347,,True
stage1_graph_scm_0006_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0006_seed42,multiclass,458,0,566,35,6,0.6890459363957597,0.6873087069359464,0.6828088232142222,0.9390836691389798,0.7850224282051419,8.105677843093872,0.4522156715393066,ok,,458,458,0,566,,30,1e-05,True,8.10532283782959,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.1124245816,30,1,tabpfn_finetuning_api_f_mmd,acc,0.6444444444444445,0.6444444444444445,,,0,True,False,,f_mmd,test,standardized_l2,0.1124245816,2.985152456661744,1.7069142155241388,,True
stage1_graph_scm_0007_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0007_seed42,binclass,458,0,566,30,2,1.0,1.0,1.0,1.0,8.636692324621184e-05,7.899208068847656,0.4424242973327636,ok,,458,458,0,566,,30,1e-05,True,7.89881443977356,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.1124245816,30,1,tabpfn_finetuning_api_f_mmd,acc,1.0,1.0,,,0,True,False,,f_mmd,test,standardized_l2,0.1124245816,2.19968204314487,0.915837739551619,,True
stage1_graph_scm_0008_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0008_seed42,multiclass,769,0,255,68,4,0.7647058823529411,0.7622625361599583,0.764785536524667,0.9393856669696964,0.6054969012575835,9.455581188201904,0.4900875091552734,ok,,769,769,0,255,,30,1e-05,True,9.4551522731781,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.1124245816,30,1,tabpfn_finetuning_api_f_mmd,acc,0.8026315789473685,0.8026315789473685,,,0,True,False,,f_mmd,test,standardized_l2,0.1124245816,1.5079041335957748,0.0568602884357674,,True
stage1_graph_scm_0009_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0009_seed42,binclass,769,0,255,66,2,1.0,1.0,1.0,1.0,1.3014232973708036e-05,8.563022375106812,0.4581136703491211,ok,,769,769,0,255,,30,1e-05,True,8.562673568725586,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.1124245816,30,1,tabpfn_finetuning_api_f_mmd,acc,1.0,1.0,,,0,True,False,,f_mmd,test,standardized_l2,0.1124245816,2.363635050004973,0.454856327786912,,True
stage1_graph_scm_0010_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0010_seed42,multiclass,769,0,255,68,4,0.4156862745098039,0.3740250428741478,0.3557852965747702,0.6537315010256437,1.293751008718956,12.168257713317873,0.4526267051696777,ok,,769,769,0,255,,30,1e-05,True,12.167903661727903,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.1124245816,30,1,tabpfn_finetuning_api_f_mmd,acc,0.5,0.5526315789473685,,,4,True,False,,f_mmd,test,standardized_l2,0.1124245816,2.521495834613129,0.5434879864681486,,True
