dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_epochs,ttt_chunks_per_epoch,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_split_strategy,ttt_split_reason
jasmine,/home/crc00006699/zh/tabiclv2/data200/jasmine,binclass,2387,478,597,144,2,0.8241206030150754,0.8220438749594621,0.8243024847927094,0.8822136427914077,0.3829072665836932,101.02976536750792,2.6960268020629883,ok,,2387,1909,0,597,0.454211413860321,104,5e-06,True,97.80932474136353,30,13,accuracy,0.8535564853556485,0.8535564853556485,0.8535564853556485,0.8535564853556485,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
law-school-admission-bianry,/home/crc00006699/zh/tabiclv2/data200/law-school-admission-bianry,binclass,16640,3328,4160,11,2,1.0,1.0,1.0,1.0,3.131965494572116e-06,313.6001892089844,3.773412942886353,ok,,16640,13312,0,4160,3.9162434404715896e-05,712,5e-06,True,309.582008600235,30,89,accuracy,1.0,1.0,1.0,1.0,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
philippine,/home/crc00006699/zh/tabiclv2/data200/philippine,binclass,0,0,0,0,0,,,,,,0.0,0.0,fail,"OutOfMemoryError: CUDA out of memory. Tried to allocate 28.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 10.00 MiB is free. Process 74670 has 23.55 GiB memory in use. Of the allocated memory 23.08 GiB is allocated by PyTorch, and 121.13 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0,0,0,0,,0,,False,0.0,0,0,,,,,,0,False,False,,,
shrutime,/home/crc00006699/zh/tabiclv2/data200/shrutime,binclass,8000,1600,2000,10,2,0.8705,0.8590471354396421,0.7249462791946996,0.8781864751477322,0.3105479382670399,349.24219942092896,1.2842962741851809,ok,,8000,6400,0,2000,0.4785324335098266,817,5e-06,True,347.7150640487671,30,43,accuracy,0.86375,0.865625,0.86375,0.865625,11,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.5GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data200/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.5GHz(Urbinati),binclass,1920,384,480,30,2,0.9645833333333332,0.9645917922751676,0.9648915461624028,0.9932390155728588,0.1010601336397143,72.69900155067444,0.6503927707672119,ok,,1920,1536,0,480,0.5927045345306396,154,5e-06,True,71.74468111991882,30,11,accuracy,0.9609375,0.96875,0.9609375,0.96875,6,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data200/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.0GHz(Urbinati),binclass,1920,384,480,30,2,0.9583333333333334,0.9583441887393256,0.9587041156840934,0.99047552836485,0.126077345228888,50.858930349349976,0.6473357677459717,ok,,1920,1536,0,480,0.410741925239563,110,5e-06,True,49.90518212318421,30,11,accuracy,0.9609375,0.9661458333333334,0.9609375,0.9661458333333334,2,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
Heart-Disease-Dataset-(Comprehensive),/home/crc00006699/zh/tabiclv2/data200/Heart-Disease-Dataset-(Comprehensive),binclass,952,191,238,11,2,0.9495798319327732,0.9494787388639668,0.9473496468573874,0.9808090176214596,0.1619130135261313,38.27969217300415,0.1845893859863281,ok,,952,761,0,238,0.6495050191879272,90,5e-06,True,37.873162031173706,30,6,accuracy,0.8952879581151832,0.900523560209424,0.8952879581151832,0.900523560209424,7,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
Intersectional-Bias-Assessment,/home/crc00006699/zh/tabiclv2/data200/Intersectional-Bias-Assessment,binclass,8800,1760,2200,19,2,0.9481818181818182,0.9481814755641472,0.9481739343163484,0.9899995950249224,0.1316050465625302,240.6885266304016,2.535760402679444,ok,,8800,7040,0,2200,0.0907677859067916,517,5e-06,True,237.87134385108948,30,47,accuracy,0.9494318181818182,0.9522727272727272,0.9494318181818182,0.9522727272727272,3,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
KDD,/home/crc00006699/zh/tabiclv2/data200/KDD,binclass,4025,805,1007,45,2,0.8033763654419066,0.8023891817077019,0.8043437093147118,0.9032114254152366,0.373924665982541,298.768869638443,2.0593740940093994,ok,,4025,3220,0,1007,0.4794457256793976,550,5e-06,True,296.36657094955444,30,22,accuracy,0.8074534161490683,0.8248447204968944,0.8074534161490683,0.8248447204968944,17,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
Performance-Prediction,/home/crc00006699/zh/tabiclv2/data200/Performance-Prediction,binclass,1072,215,268,19,2,0.7574626865671642,0.7472855620957937,0.7114637499252884,0.8016854939931863,0.5341431019787755,26.73333072662353,0.275853157043457,ok,,1072,857,0,268,0.6531369686126709,60,5e-06,True,26.23820304870605,30,6,accuracy,0.6976744186046512,0.7023255813953488,0.6976744186046512,0.7023255813953488,2,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
VulNoneVul,/home/crc00006699/zh/tabiclv2/data200/VulNoneVul,binclass,4553,911,1139,16,2,0.9894644424934153,0.9842245601854184,0.5,0.8215394853593612,0.0529636458827911,77.95452976226807,0.9718403816223145,ok,,4553,3642,0,1139,0.0128535572439432,180,5e-06,True,76.733407497406,30,25,accuracy,0.9890230515916576,0.9890230515916576,0.9890230515916576,0.9890230515916576,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
adult,/home/crc00006699/zh/tabiclv2/data200/adult,binclass,32561,6513,16281,14,2,0.8729193538480438,0.868365621298575,0.7928887625951359,0.9253067694078893,0.2802075603233547,816.6641068458557,20.671137809753414,ok,,32561,26048,0,16281,0.3827575147151947,1566,5e-06,True,795.5482811927795,30,174,accuracy,0.8691847075080608,0.8717948717948718,0.8691847075080608,0.8717948717948718,1,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
credit-g,/home/crc00006699/zh/tabiclv2/data200/credit-g,binclass,800,160,200,20,2,0.775,0.7609854630948044,0.6869047619047619,0.8471428571428572,0.4401790070141257,49.9683849811554,0.2298557758331298,ok,,800,640,0,200,0.5826985836029053,105,5e-06,True,49.49636483192444,30,5,accuracy,0.7625,0.7875,0.7625,0.7875,13,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
helena,/home/crc00006699/zh/tabiclv2/data200/helena,multiclass,52156,10432,13040,27,100,0.3726993865030675,0.3201123332387404,0.1786992647211249,,6.692751280526206,6897.367411375046,6897.183090209961,ok,,52156,41724,0,13040,,0,5e-06,False,0.0020709037780761,0,0,,,,,,0,False,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | TTT skipped because n_classes=100 exceeds model max_classes=10
kr-vs-kp,/home/crc00006699/zh/tabiclv2/data200/kr-vs-kp,binclass,2556,512,640,36,2,0.996875,0.996875,0.9968690070838716,0.9998532347070566,0.0173610962473924,58.7301676273346,0.7610743045806885,ok,,2556,2044,0,640,0.1854584068059921,112,5e-06,True,57.702654123306274,30,14,accuracy,0.99609375,0.99609375,0.99609375,0.99609375,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
ozone_level,/home/crc00006699/zh/tabiclv2/data200/ozone_level,binclass,2028,406,508,36,2,0.9803149606299212,0.9754525206261568,0.5535515475395235,0.8378980182587398,0.0833046321375851,49.22626805305481,0.8297371864318848,ok,,2028,1622,0,508,0.1556079387664795,87,5e-06,True,48.126953125,30,11,accuracy,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9655172413793104,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
shill-bidding,/home/crc00006699/zh/tabiclv2/data200/shill-bidding,binclass,5056,1012,1265,3,2,0.9106719367588932,0.8873620917562391,0.6020888496616652,0.9013546765091336,0.2125443118399921,93.96175456047058,0.4315552711486816,ok,,5056,4044,0,1265,0.2119695991277694,243,5e-06,True,93.29510378837584,30,27,accuracy,0.8873517786561265,0.8883399209486166,0.8873517786561265,0.8883399209486166,1,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
svmguide3,/home/crc00006699/zh/tabiclv2/data200/svmguide3,binclass,994,199,249,22,2,0.8634538152610441,0.850827168171508,0.7387609649122807,0.9004020467836258,0.3183005867899673,21.397660970687863,0.2721140384674072,ok,,994,795,0,249,0.3888308405876159,48,5e-06,True,20.9034526348114,30,6,accuracy,0.8592964824120602,0.8592964824120602,0.8592964824120602,0.8592964824120602,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
