dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_reserve_ratio,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
BLE_RSSI_dataset_for_Indoor_localization,/home/crc00006699/zh/tabiclv2/data184/BLE_RSSI_dataset_for_Indoor_localization,multiclass,7987,1598,1997,3,3,0.7351026539809714,0.7345458177389373,0.734173360682903,0.9006503522184989,0.5945343795558534,49.90955638885498,0.7292978763580322,ok,,7987,6389,0,1997,,30,1e-05,True,35.98413825035095,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,7,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.7496871088861077,0.7515644555694618,,,9,True,False,,f_mmd,test,standardized_l2,0.05,2.904811356112266,0.4907176947691803,,True
BNG(cmc),/home/crc00006699/zh/tabiclv2/data184/BNG(cmc),multiclass,44236,8848,11060,9,3,0.5770343580470163,0.5741076219167568,0.5541865879605735,0.7540933053522564,0.8913242458586281,173.4185254573822,17.84447431564331,ok,,44236,35388,0,11060,,120,1e-05,True,173.41803622245789,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,36,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.5667947558770343,0.5682640144665461,,,3,True,False,,f_mmd,test,standardized_l2,0.05,3.034821393426799,0.4314042846190323,,True
Bank_Customer_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data184/Bank_Customer_Churn_Dataset,binclass,8000,1600,2000,10,2,0.8785,0.8672220437057304,0.742632462971446,0.8806071094206687,0.3162629440048556,24.923879146575928,1.358940601348877,ok,,8000,6400,0,2000,,30,1e-05,True,24.9233295917511,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,7,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.865625,0.868125,,,3,True,False,,f_mmd,test,standardized_l2,0.05,2.208651699635609,0.38491394828044634,,True
California-Housing-Classification,/home/crc00006699/zh/tabiclv2/data184/California-Housing-Classification,binclass,16512,3303,4128,8,2,0.9173934108527132,0.9173914765722365,0.9173911614647091,0.9754787158502334,0.2007482368749278,60.74661207199097,3.918219566345215,ok,,16512,13209,0,4128,,60,1e-05,True,60.746182680130005,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,14,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.9088707235846201,0.9118982742960945,,,5,True,False,,f_mmd,test,standardized_l2,0.05,7.302024051682417,9.619158379853133,,True
Click_prediction_small,/home/crc00006699/zh/tabiclv2/data184/Click_prediction_small,binclass,31958,6392,7990,3,2,0.832665832290363,0.7591556732406864,0.5051205301591533,0.626003765700857,0.4384463630929895,109.80431175231934,5.338839054107666,ok,,31958,25566,0,7990,,90,1e-05,True,109.8039083480835,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,26,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.833072590738423,0.8336983729662077,,,5,True,False,,f_mmd,test,standardized_l2,0.05,122.36070170614757,395.1844983839958,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.5GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.5GHz(Urbinati),binclass,1920,384,480,30,2,0.9520833333333333,0.9520964401547419,0.9525166852057843,0.9911359844271412,0.11980635200258287,11.510037183761597,0.5512223243713379,ok,,1920,1536,0,480,,30,1e-05,True,11.509506702423096,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,2,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.9505208333333334,0.9609375,,,7,True,False,,f_mmd,test,standardized_l2,0.05,3.3164216657329444,0.44553244638017875,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.0GHz(Urbinati),binclass,1920,384,480,30,2,0.925,0.9250091147415754,0.9258898776418243,0.9842707174638488,0.17208688922026336,15.871436595916748,0.5513598918914795,ok,,1920,1536,0,480,,30,1e-05,True,15.87012529373169,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,2,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.9348958333333334,0.9427083333333334,,,13,True,False,,f_mmd,test,standardized_l2,0.05,3.0202605979733455,0.37753700222061154,,True
Credit_c,/home/crc00006699/zh/tabiclv2/data184/Credit_c,multiclass,80000,16000,20000,22,3,0.7014,0.702560905524996,0.6871017769771673,0.8500676351158564,0.672825250461168,730.9068157672882,117.64075136184692,ok,,80000,64000,0,20000,,210,1e-05,True,730.9062478542328,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,64,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.70525,0.7056875,,,4,True,False,,f_mmd,test,standardized_l2,0.05,1.636965029140903e+87,5.139504785938853e+86,,True
Diabetic_Retinopathy_Debrecen,/home/crc00006699/zh/tabiclv2/data184/Diabetic_Retinopathy_Debrecen,binclass,920,184,231,19,2,0.7359307359307359,0.7358511745292651,0.7345302619692864,0.8373607347184583,0.4861317709953409,5.797866106033325,0.23499631881713867,ok,,920,736,0,231,,30,1e-05,True,5.797321319580078,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.75,0.7554347826086957,,,5,True,False,,f_mmd,test,standardized_l2,0.05,8.221732014082972,6.802277606946496,,True
Employee,/home/crc00006699/zh/tabiclv2/data184/Employee,binclass,3722,745,931,8,2,0.8549946294307197,0.847374840837674,0.8032017184942717,0.8720437806873979,0.3620750471982671,9.794540405273438,0.44112586975097656,ok,,3722,2977,0,931,,30,1e-05,True,9.794185876846313,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,3,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.8590604026845637,0.8604026845637583,,,4,True,False,,f_mmd,test,standardized_l2,0.05,2.651353101570432,0.3254544753195385,,True
