dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_wise_ft,ttt_wise_alpha,ttt_wise_applied,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
BLE_RSSI_dataset_for_Indoor_localization,/home/crc00006699/zh/tabiclv2/data184/BLE_RSSI_dataset_for_Indoor_localization,multiclass,7987,1598,1997,3,3,0.7691537305958939,0.7687907803085847,0.7686642582184953,0.9176309157921568,0.5419324559182352,18.042140245437622,1.2262136936187744,ok,,7987,6389,0,1997,0.5444143414497375,True,0.1,False,25,1e-05,True,18.00628423690796,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft_skipped rows=9984>=2000,30,1,epoch_chunk,accuracy,0.7459324155193993,0.776595744680851,0.7459324155193993,0.776595744680851,17,True,False,,f_mmd,test,standardized_l2,2.7880152284378377,0.5126020498832063,,True
BNG(cmc),/home/crc00006699/zh/tabiclv2/data184/BNG(cmc),multiclass,44236,8848,11060,9,3,0.586618444846293,0.5850272956798653,0.5664604832639237,0.7646138581543273,0.8749940871475944,104.16609191894531,34.33972454071045,ok,,44236,35388,0,11060,0.9121483862400055,True,0.1,False,92,1e-05,True,103.76388216018677,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft_skipped rows=55296>=2000,30,4,epoch_chunk,accuracy,0.5724457504520796,0.578887884267631,0.5724457504520796,0.578887884267631,15,True,False,,f_mmd,test,standardized_l2,2.794321193095844,0.41459645786305377,,True
Bank_Customer_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data184/Bank_Customer_Churn_Dataset,binclass,8000,1600,2000,10,2,0.876,0.8643920159680639,0.7383192128954841,0.8762707237283508,0.3194108053080581,7.478878498077393,2.433262348175049,ok,,8000,6400,0,2000,0.3543330579996109,True,0.1,False,8,1e-05,True,7.39240574836731,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft_skipped rows=10000>=2000,30,1,epoch_chunk,accuracy,0.868125,0.868125,0.868125,0.868125,0,True,False,,f_mmd,test,standardized_l2,1.9714396365922564,0.3832377446610412,,True
California-Housing-Classification,/home/crc00006699/zh/tabiclv2/data184/California-Housing-Classification,binclass,16512,3303,4128,8,2,0.9176356589147286,0.9176352722349429,0.917636813263554,0.9777673972059309,0.1913888184445161,35.557600021362305,6.595445394515991,ok,,16512,13209,0,4128,0.2107328549027443,True,0.1,False,46,1e-05,True,35.41635251045227,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft_skipped rows=20640>=2000,30,2,epoch_chunk,accuracy,0.9034211323039661,0.9128065395095368,0.9034211323039661,0.9128065395095368,15,True,False,,f_mmd,test,standardized_l2,7.5883040911440505,12.422353217839715,,True
Click_prediction_small,/home/crc00006699/zh/tabiclv2/data184/Click_prediction_small,binclass,31958,6392,7990,3,2,0.8322903629536921,0.7573330384797643,0.5028212564621646,0.625657119048748,0.4392661950490719,28.68164372444153,6.914821147918701,ok,,31958,25566,0,7990,0.4675188660621643,True,0.1,False,33,1e-05,True,28.592470407485962,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft_skipped rows=39948>=2000,30,3,epoch_chunk,accuracy,0.8322903629536921,0.8324468085106383,0.8322903629536921,0.8324468085106383,3,True,False,,f_mmd,test,standardized_l2,186.67616031451504,5491.78852005629,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.5GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.5GHz(Urbinati),binclass,1920,384,480,30,2,0.96875,0.9687585479270056,0.9692018909899889,0.9935692436040044,0.0933879176189212,7.597287654876709,0.7392985820770264,ok,,1920,1536,0,480,0.08579325675964355,True,0.1,False,15,1e-05,True,7.527452707290649,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft_skipped rows=2400>=2000,30,1,epoch_chunk,accuracy,0.9583333333333334,0.9661458333333334,0.9583333333333334,0.9661458333333334,7,True,False,,f_mmd,test,standardized_l2,2.9673940492514586,0.4280873122957919,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.0GHz(Urbinati),binclass,1920,384,480,30,2,0.9541666666666667,0.9541786042958101,0.9548109010011123,0.9922135706340378,0.12450815720666994,7.4858667850494385,0.7007677555084229,ok,,1920,1536,0,480,0.07797038555145264,True,0.1,False,15,1e-05,True,7.4003143310546875,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft_skipped rows=2400>=2000,30,1,epoch_chunk,accuracy,0.9505208333333334,0.9557291666666666,0.9505208333333334,0.9557291666666666,7,True,False,,f_mmd,test,standardized_l2,2.6716678488244696,0.3750358422935138,,True
Credit_c,/home/crc00006699/zh/tabiclv2/data184/Credit_c,multiclass,80000,16000,20000,22,3,0.8042,0.8043291854184312,0.8071335998078896,0.9231049381414129,0.4625109315201062,379.5912506580353,109.94052338600159,ok,,80000,64000,0,20000,0.6449784934520721,True,0.1,False,210,1e-05,True,377.83556842803955,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft_skipped rows=100000>=2000,30,7,epoch_chunk,accuracy,0.7888125,0.815,0.7888125,0.815,23,False,False,,f_mmd,test,standardized_l2,2.7378888322606523,11.934273427643102,,True
Diabetic_Retinopathy_Debrecen,/home/crc00006699/zh/tabiclv2/data184/Diabetic_Retinopathy_Debrecen,binclass,920,184,231,19,2,0.7619047619047619,0.7618330262149111,0.7606142728093948,0.8425173140620295,0.487183904130978,8.12170958518982,0.522284746170044,ok,,920,736,0,231,0.42076292634010315,True,0.1,True,26,1e-05,True,8.074257850646973,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1151<2000,30,1,epoch_chunk,accuracy,0.6956521739130435,0.7445652173913043,0.6956521739130435,0.7445652173913043,18,True,False,,f_mmd,test,standardized_l2,5.664250304322983,5.561929671744881,,True
Employee,/home/crc00006699/zh/tabiclv2/data184/Employee,binclass,3722,745,931,8,2,0.8592910848549946,0.8527032769442628,0.8109400572831424,0.8734809738134206,0.35930941947280604,7.21281623840332,0.9027326107025146,ok,,3722,2977,0,931,0.3302706778049469,True,0.1,False,19,1e-05,True,7.166450262069702,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft_skipped rows=4653>=2000,30,1,epoch_chunk,accuracy,0.8416107382550335,0.8536912751677852,0.8416107382550335,0.8536912751677852,11,True,False,,f_mmd,test,standardized_l2,2.470791548339391,0.3079936704936953,,True
FOREX_audcad-day-High,/home/crc00006699/zh/tabiclv2/data184/FOREX_audcad-day-High,binclass,1467,294,367,10,2,0.7465940054495913,0.7460278995260597,0.7459900196043485,0.8274520287530447,0.5145715901843133,2.6904830932617188,0.3735980987548828,ok,,1467,1173,0,367,0.5076747536659241,True,0.1,True,8,1e-05,True,2.657759428024292,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1834<2000,30,1,epoch_chunk,accuracy,0.717687074829932,0.717687074829932,0.717687074829932,0.717687074829932,0,True,False,,f_mmd,test,standardized_l2,6.945461230026011,6.131591205835924,,True
