dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_epochs,ttt_chunks_per_epoch,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_split_strategy,ttt_split_reason
drug_consumption,/home/crc00006699/zh/tabiclv2/data172/drug_consumption,multiclass,1507,302,377,12,7,0.403183023872679,0.2316968605998004,0.1428571428571428,0.5210136395808245,1.5097870467148589,25.150111198425293,0.2692625522613525,ok,,1507,1205,0,377,1.3562034368515017,58,5e-06,True,24.692094564437863,30,9,accuracy,0.4039735099337748,0.4039735099337748,0.4039735099337748,0.4039735099337748,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
dry_bean_dataset,/home/crc00006699/zh/tabiclv2/data172/dry_bean_dataset,multiclass,10888,2178,2723,16,7,0.9258171134777818,0.9259778299468988,0.936274992478167,0.9956078189547274,0.2241479089252951,518.3713204860687,2.979344129562378,ok,,10888,8710,0,2723,0.2659524977207184,1218,5e-06,True,515.1572721004486,30,59,accuracy,0.9256198347107438,0.931129476584022,0.9256198347107438,0.931129476584022,13,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
eeg-eye-state,/home/crc00006699/zh/tabiclv2/data172/eeg-eye-state,binclass,11984,2397,2996,14,2,0.9899866488651536,0.9899838154362912,0.9896054886190412,0.9992902803077554,0.0491400341792567,506.0308747291565,3.1674840450286865,ok,,11984,9587,0,2996,0.3093186020851135,1152,5e-06,True,502.5904037952423,30,64,accuracy,0.9870671672924488,0.9887359198998747,0.9870671672924488,0.9887359198998747,10,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
electricity,/home/crc00006699/zh/tabiclv2/data172/electricity,binclass,36249,7250,9063,8,2,0.9247489793666556,0.9247308453945668,0.9227586942352044,0.9792118230037692,0.2045921145328895,795.6004757881165,13.23916721343994,ok,,36249,28999,0,9063,0.6425052881240845,1746,5e-06,True,782.0314934253693,30,194,accuracy,0.9242758620689656,0.9282758620689656,0.9242758620689656,0.9282758620689656,1,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
estimation_of_obesity_levels,/home/crc00006699/zh/tabiclv2/data172/estimation_of_obesity_levels,multiclass,1688,338,423,16,7,0.9952718676122932,0.9952701420728252,0.9951559934318556,0.999839201492567,0.0339979738048789,33.97513222694397,0.3580400943756103,ok,,1688,1350,0,423,0.2927033901214599,72,5e-06,True,33.37847018241882,30,9,accuracy,0.985207100591716,0.985207100591716,0.985207100591716,0.985207100591716,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
eucalyptus,/home/crc00006699/zh/tabiclv2/data200/eucalyptus,multiclass,588,118,148,19,5,0.7432432432432432,0.7486934292661848,0.7378762064808576,0.9427195882916196,0.6020541751255777,16.796528100967407,0.1969220638275146,ok,,588,470,0,148,1.693547248840332,35,5e-06,True,16.15264129638672,30,4,accuracy,0.6949152542372882,0.7033898305084746,0.6949152542372882,0.7033898305084746,1,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
eye_movements,/home/crc00006699/zh/tabiclv2/data172/eye_movements,multiclass,8748,1750,2188,27,3,0.8651736745886655,0.8647282609792721,0.873024467820799,0.9650292778360182,0.3807875107127925,185.3287122249604,3.426853895187378,ok,,8748,6998,0,2188,1.2147014141082764,376,5e-06,True,181.61499977111816,30,47,accuracy,0.856,0.856,0.856,0.856,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
eye_movements_bin,/home/crc00006699/zh/tabiclv2/data172/eye_movements_bin,binclass,6086,1218,1522,20,2,0.8042049934296978,0.8042019505726007,0.8042049934296978,0.8909398899366453,0.4862737255286845,119.28657245635986,1.6756346225738523,ok,,6086,4868,0,1522,0.7030599117279053,264,5e-06,True,117.3548674583435,30,33,accuracy,0.7692939244663383,0.7692939244663383,0.7692939244663383,0.7692939244663383,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
first-order-theorem-proving,/home/crc00006699/zh/tabiclv2/data172/first-order-theorem-proving,multiclass,4894,979,1224,51,6,0.6339869281045751,0.6104105446661843,0.4925570808428107,0.8457419531595028,1.0717559776720813,179.47697520256042,6.09879207611084,ok,,4894,3915,0,1224,1.357128381729126,342,5e-06,True,172.97126054763794,30,27,accuracy,0.6200204290091931,0.6251276813074566,0.6200204290091931,0.6251276813074566,5,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
gas-drift,/home/crc00006699/zh/tabiclv2/data172/gas-drift,multiclass,11128,2226,2782,128,6,0.99568655643422,0.9956876601540094,0.995477220604306,0.9997434477661588,0.0202259070285858,536.0485405921936,31.04524731636048,ok,,11128,8902,0,2782,0.1375252455472946,480,5e-06,True,504.8202316761017,30,60,accuracy,0.9941599281221922,0.9941599281221922,0.9941599281221922,0.9941599281221922,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
golf_play_dataset_extended,/home/crc00006699/zh/tabiclv2/data172/golf_play_dataset_extended,binclass,876,176,219,9,2,0.9269406392694064,0.9280354615610564,0.905880874591606,0.9788891681326966,0.1527418752257019,20.512035608291622,0.1771421432495117,ok,,876,700,0,219,0.3380788266658783,45,5e-06,True,20.14614629745484,30,5,accuracy,0.9261363636363636,0.9318181818181818,0.9261363636363636,0.9318181818181818,1,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
helena,/home/crc00006699/zh/tabiclv2/data200/helena,multiclass,52156,10432,13040,27,100,0.3726993865030675,0.3201123332387404,0.1786992647211249,,6.692751280526206,6897.367411375046,6897.183090209961,ok,,52156,41724,0,13040,,0,5e-06,False,0.0020709037780761,0,0,,,,,,0,False,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | TTT skipped because n_classes=100 exceeds model max_classes=10
heloc,/home/crc00006699/zh/tabiclv2/data172/heloc,binclass,8000,1600,2000,22,2,0.7275,0.7272293433159053,0.7275,0.8005744999999999,0.5453260328980744,399.0475604534149,2.534233808517456,ok,,8000,6400,0,2000,0.7877730131149292,903,5e-06,True,396.21869111061096,30,43,accuracy,0.72375,0.72625,0.72375,0.72625,13,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
hill-valley,/home/crc00006699/zh/tabiclv2/data172/hill-valley,binclass,969,194,243,100,2,0.9958847736625516,0.9958847736625516,0.9959016393442623,0.9993903265140224,0.2356406721438936,44.62655425071716,0.9965081214904784,ok,,969,775,0,243,1.411435604095459,66,5e-06,True,43.11514663696289,30,6,accuracy,0.9587628865979382,0.9690721649484536,0.9587628865979382,0.9690721649484536,3,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
house_16H,/home/crc00006699/zh/tabiclv2/data172/house_16H,binclass,10790,2158,2698,16,2,0.890659747961453,0.8906597329405431,0.8906597479614529,0.9571062989854386,0.2652702138191135,226.757896900177,2.931631088256836,ok,,10790,8632,0,2698,0.271246075630188,522,5e-06,True,223.5692732334137,30,58,accuracy,0.8827618164967562,0.8855421686746988,0.8827618164967562,0.8855421686746988,1,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
htru,/home/crc00006699/zh/tabiclv2/data172/htru,binclass,14318,2864,3580,8,2,0.9798882681564246,0.9797480419106224,0.9327337023370234,0.9868373683736836,0.0638394082549068,259.699027299881,2.5301969051361084,ok,,14318,11454,0,3580,0.0168821886181831,616,5e-06,True,256.9301459789276,30,77,accuracy,0.9787011173184358,0.9787011173184358,0.9787011173184358,0.9787011173184358,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
ibm-employee-performance,/home/crc00006699/zh/tabiclv2/data172/ibm-employee-performance,binclass,1176,236,294,30,2,1.0,1.0,1.0,1.0,9.447958695292682e-06,29.01747131347656,0.4053208827972412,ok,,1176,940,0,294,0.0031526130624115,56,5e-06,True,28.33045220375061,30,7,accuracy,1.0,1.0,1.0,1.0,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
in_vehicle_coupon_recommendation,/home/crc00006699/zh/tabiclv2/data172/in_vehicle_coupon_recommendation,binclass,10147,2030,2537,21,2,0.7441860465116279,0.7422379072941201,0.7335404277417843,0.8047653880011907,0.535415904238915,244.03229808807373,2.982084989547729,ok,,10147,8117,0,2537,0.5192184448242188,495,5e-06,True,240.81928730010983,30,55,accuracy,0.7330049261083744,0.7334975369458128,0.7330049261083744,0.7334975369458128,1,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
internet_firewall,/home/crc00006699/zh/tabiclv2/data172/internet_firewall,multiclass,52425,10485,13107,7,4,0.9306477454795148,0.9276477417375454,0.6628542244764992,0.9886487433054294,0.1845216320378599,989.0597198009492,21.10855865478516,ok,,52425,41940,0,13107,0.0723529830574989,2191,5e-06,True,967.5821371078492,30,280,accuracy,0.9346685741535526,0.9346685741535526,0.9346685741535526,0.9346685741535526,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
internet_usage,/home/crc00006699/zh/tabiclv2/data172/internet_usage,multiclass,8086,1618,2022,70,46,0.5469831849653808,0.4696459243516744,0.1730319314934782,,6.781659092833177,651.095709323883,650.902281999588,ok,,8086,6468,0,2022,,0,5e-06,False,0.0013728141784667,0,0,,,,,,0,False,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | TTT skipped because n_classes=46 exceeds model max_classes=10
jasmine,/home/crc00006699/zh/tabiclv2/data200/jasmine,binclass,2387,478,597,144,2,0.8241206030150754,0.8220438749594621,0.8243024847927094,0.8822136427914077,0.3829072665836932,101.02976536750792,2.6960268020629883,ok,,2387,1909,0,597,0.454211413860321,104,5e-06,True,97.80932474136353,30,13,accuracy,0.8535564853556485,0.8535564853556485,0.8535564853556485,0.8535564853556485,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
jm1,/home/crc00006699/zh/tabiclv2/data172/jm1,binclass,8708,1742,2177,21,2,0.8167202572347267,0.7699974530625165,0.5649534138806075,0.7224845659807704,0.443422866301444,312.503536939621,2.776055097579956,ok,,8708,6966,0,2177,0.3908563256263733,705,5e-06,True,309.4668664932251,30,47,accuracy,0.8134328358208955,0.8180252583237658,0.8134328358208955,0.8180252583237658,7,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
jungle_chess_2pcs_raw_endgame_complete,/home/crc00006699/zh/tabiclv2/data172/jungle_chess_2pcs_raw_endgame_complete,multiclass,35855,7171,8964,6,3,0.8673583221775993,0.863995962908452,0.7848994151032157,0.9753749782631131,0.2708561624530367,672.9512736797333,10.090591430664062,ok,,35855,28684,0,8964,1.191154956817627,1536,5e-06,True,662.5882556438446,30,192,accuracy,0.8730999860549435,0.8730999860549435,0.8730999860549435,0.8730999860549435,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
kc1,/home/crc00006699/zh/tabiclv2/data172/kc1,binclass,1687,338,422,21,2,0.8767772511848341,0.852662926040929,0.6377504848093083,0.8501616031027797,0.3113576294634571,48.222365856170654,0.4325680732727051,ok,,1687,1349,0,422,0.3458727598190307,108,5e-06,True,47.55115532875061,30,9,accuracy,0.878698224852071,0.8816568047337278,0.878698224852071,0.8816568047337278,4,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
kdd_ipums_la_97-small,/home/crc00006699/zh/tabiclv2/data172/kdd_ipums_la_97-small,binclass,4150,830,1038,20,2,0.8892100192678227,0.8885645391209696,0.8892100192678227,0.947538804800992,0.2642680421655251,82.09787964820862,1.058131456375122,ok,,4150,3320,0,1038,0.7166199684143066,184,5e-06,True,80.81045341491699,30,23,accuracy,0.8867469879518072,0.8867469879518072,0.8867469879518072,0.8867469879518072,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
kr-vs-k,/home/crc00006699/zh/tabiclv2/data172/kr-vs-k,multiclass,22444,4489,5612,6,18,0.6769422665716323,0.6707766246271404,0.570285502955364,,7.141560218659566,74.84943723678589,74.66573524475098,ok,,22444,17955,0,5612,,0,5e-06,False,0.0025486946105957,0,0,,,,,,0,False,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | TTT skipped because n_classes=18 exceeds model max_classes=10
kr-vs-kp,/home/crc00006699/zh/tabiclv2/data200/kr-vs-kp,binclass,2556,512,640,36,2,0.996875,0.996875,0.9968690070838716,0.9998532347070566,0.0173610962473924,58.7301676273346,0.7610743045806885,ok,,2556,2044,0,640,0.1854584068059921,112,5e-06,True,57.702654123306274,30,14,accuracy,0.99609375,0.99609375,0.99609375,0.99609375,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
kropt,/home/crc00006699/zh/tabiclv2/data172/kropt,multiclass,22444,4489,5612,6,18,0.6712401995723449,0.6644610584223457,0.5809934707855152,,6.354371064787664,75.15734219551086,75.02278017997742,ok,,22444,17955,0,5612,,0,5e-06,False,0.002371072769165,0,0,,,,,,0,False,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | TTT skipped because n_classes=18 exceeds model max_classes=10
law-school-admission-bianry,/home/crc00006699/zh/tabiclv2/data200/law-school-admission-bianry,binclass,16640,3328,4160,11,2,1.0,1.0,1.0,1.0,3.131965494572116e-06,313.6001892089844,3.773412942886353,ok,,16640,13312,0,4160,3.9162434404715896e-05,712,5e-06,True,309.582008600235,30,89,accuracy,1.0,1.0,1.0,1.0,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
led24,/home/crc00006699/zh/tabiclv2/data172/led24,multiclass,2560,512,640,24,10,0.7328125,0.7286804327740808,0.7328156251586779,0.9551173350759125,0.8076795646108014,53.96781849861145,0.5610847473144531,ok,,2560,2048,0,640,1.3230535984039309,112,5e-06,True,53.15567064285278,30,14,accuracy,0.71875,0.71875,0.71875,0.71875,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
led7,/home/crc00006699/zh/tabiclv2/data172/led7,multiclass,2560,512,640,7,10,0.7375,0.7337080270263575,0.7346275821290282,0.9557946863318776,0.8069205201691474,47.41263055801392,0.2853643894195556,ok,,2560,2048,0,640,0.6613912582397461,112,5e-06,True,46.95064759254456,30,14,accuracy,0.724609375,0.724609375,0.724609375,0.724609375,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
letter,/home/crc00006699/zh/tabiclv2/data172/letter,multiclass,16000,3200,4000,15,26,0.98375,0.98375786618576,0.9836019555413512,,10.99488492967823,146.542466878891,146.3741569519043,ok,,16000,12800,0,4000,,0,5e-06,False,0.0019004344940185,0,0,,,,,,0,False,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | TTT skipped because n_classes=26 exceeds model max_classes=10
madeline,/home/crc00006699/zh/tabiclv2/data172/madeline,binclass,0,0,0,0,0,,,,,,0.0,0.0,fail,"OutOfMemoryError: CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 10.00 MiB is free. Process 53997 has 23.55 GiB memory in use. Of the allocated memory 22.62 GiB is allocated by PyTorch, and 597.96 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0,0,0,0,,0,,False,0.0,0,0,,,,,,0,False,False,,,
mammography,/home/crc00006699/zh/tabiclv2/data172/mammography,binclass,8946,1790,2237,6,2,0.9888243182834152,0.9880426288676926,0.8159346945960217,0.9836208414011618,0.0320285321619005,265.270583152771,1.1336467266082764,ok,,8946,7156,0,2237,0.156770184636116,668,5e-06,True,263.96891355514526,30,48,accuracy,0.987709497206704,0.988826815642458,0.987709497206704,0.988826815642458,6,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
maternal_health_risk,/home/crc00006699/zh/tabiclv2/data172/maternal_health_risk,multiclass,811,163,203,6,3,0.8669950738916257,0.8653162043904716,0.8692943810688419,0.9598253322123526,0.3470805934358583,17.829188108444214,0.1564457416534423,ok,,811,648,0,203,0.4214013218879699,40,5e-06,True,17.495161771774292,30,5,accuracy,0.8404907975460123,0.8404907975460123,0.8404907975460123,0.8404907975460123,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
mfeat-factors,/home/crc00006699/zh/tabiclv2/data172/mfeat-factors,multiclass,0,0,0,0,0,,,,,,0.0,0.0,fail,"OutOfMemoryError: CUDA out of memory. Tried to allocate 198.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 4.00 MiB is free. Process 53998 has 23.56 GiB memory in use. Of the allocated memory 22.52 GiB is allocated by PyTorch, and 703.44 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0,0,0,0,,0,,False,0.0,0,0,,,,,,0,False,False,,,
mfeat-fourier,/home/crc00006699/zh/tabiclv2/data172/mfeat-fourier,multiclass,1600,320,400,76,10,0.89,0.8888452378900711,0.8899999999999999,0.9914930555555556,0.2380462312124484,48.80516362190247,1.2550978660583496,ok,,1600,1280,0,400,0.4268539547920227,81,5e-06,True,47.04961633682251,30,9,accuracy,0.8875,0.890625,0.8875,0.890625,1,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
mfeat-karhunen,/home/crc00006699/zh/tabiclv2/data172/mfeat-karhunen,multiclass,1600,320,400,64,10,0.97,0.9698896289355224,0.97,0.9989722222222224,0.1360504541722302,39.9069983959198,1.0510430335998535,ok,,1600,1280,0,400,0.3108060359954834,72,5e-06,True,38.43478226661682,30,9,accuracy,0.96875,0.96875,0.96875,0.96875,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
mfeat-morphological,/home/crc00006699/zh/tabiclv2/data172/mfeat-morphological,multiclass,1600,320,400,6,10,0.7575,0.7527381387362211,0.7575000000000001,0.9708055555555556,0.4977109725406775,48.75906324386597,0.2061018943786621,ok,,1600,1280,0,400,0.9577219486236572,117,5e-06,True,48.35077977180481,30,9,accuracy,0.75625,0.76875,0.75625,0.76875,5,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
mfeat-pixel,/home/crc00006699/zh/tabiclv2/data172/mfeat-pixel,multiclass,0,0,0,0,0,,,,,,0.0,0.0,fail,"OutOfMemoryError: CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 18.00 MiB is free. Process 53998 has 23.54 GiB memory in use. Of the allocated memory 22.79 GiB is allocated by PyTorch, and 414.85 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0,0,0,0,,0,,False,0.0,0,0,,,,,,0,False,False,,,
mfeat-zernike,/home/crc00006699/zh/tabiclv2/data172/mfeat-zernike,multiclass,1600,320,400,47,10,0.8475,0.8453095865523086,0.8474999999999998,0.9840694444444444,0.2746967492412975,90.97103905677795,0.831977367401123,ok,,1600,1280,0,400,0.7875674962997437,180,5e-06,True,89.55920767784119,30,9,accuracy,0.80625,0.83125,0.80625,0.83125,12,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
mice_protein_expression,/home/crc00006699/zh/tabiclv2/data172/mice_protein_expression,multiclass,864,173,216,75,8,1.0,1.0,1.0,1.0,0.0008533019755362,24.21743392944336,0.6513972282409668,ok,,864,691,0,216,0.1947271227836609,40,5e-06,True,23.043144702911377,30,5,accuracy,1.0,1.0,1.0,1.0,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
microaggregation2,/home/crc00006699/zh/tabiclv2/data172/microaggregation2,multiclass,16000,3200,4000,20,5,0.63325,0.56811603365892,0.3789468174763769,0.8178223250727875,0.8986211808588715,340.53333258628845,8.042263746261597,ok,,16000,12800,0,4000,1.3560036420822144,685,5e-06,True,332.1441466808319,30,86,accuracy,0.638125,0.638125,0.638125,0.638125,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
mobile_c36_oversampling,/home/crc00006699/zh/tabiclv2/data172/mobile_c36_oversampling,binclass,41408,8282,10352,6,2,0.9871522411128284,0.9871660841189772,0.9876404904028084,0.9991135342713026,0.0348481694477864,767.4252305030823,13.00048851966858,ok,,41408,33126,0,10352,0.2713360786437988,1768,5e-06,True,754.1206910610199,30,221,accuracy,0.98756339048539,0.98756339048539,0.98756339048539,0.98756339048539,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
mozilla4,/home/crc00006699/zh/tabiclv2/data172/mozilla4,binclass,12436,2488,3109,4,2,0.9446767449340624,0.9437782527664526,0.92309136702183,0.9817053102000362,0.1384719187808454,485.3012275695801,1.3377618789672852,ok,,12436,9948,0,3109,0.246720090508461,1206,5e-06,True,483.78817081451416,30,67,accuracy,0.940112540192926,0.944935691318328,0.940112540192926,0.944935691318328,10,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
naticusdroid+android+permissions+dataset,/home/crc00006699/zh/tabiclv2/data172/naticusdroid+android+permissions+dataset,binclass,23465,4693,5867,86,2,0.9698312595875236,0.9698311807066704,0.9698292231139124,0.9947224875601078,0.0863604635192365,869.0019173622131,35.71644616127014,ok,,23465,18772,0,5867,0.1020230650901794,1008,5e-06,True,833.113183259964,30,126,accuracy,0.967185169401236,0.967185169401236,0.967185169401236,0.967185169401236,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
national-longitudinal-survey-binary,/home/crc00006699/zh/tabiclv2/data172/national-longitudinal-survey-binary,binclass,3926,786,982,16,2,1.0,1.0,1.0,1.0,6.548310143645758e-05,77.95542860031128,0.8061673641204834,ok,,3926,3140,0,982,0.0017448989674448,168,5e-06,True,76.91317844390869,30,21,accuracy,1.0,1.0,1.0,1.0,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
okcupid_stem,/home/crc00006699/zh/tabiclv2/data172/okcupid_stem,multiclass,21341,4269,5336,13,3,0.7481259370314842,0.6841398589573746,0.4781423255037242,0.8095768489983587,0.5882220284704078,431.07957553863525,7.623037099838257,ok,,21341,17072,0,5336,0.5970488786697388,912,5e-06,True,423.1606757640839,30,114,accuracy,0.7460763644881705,0.7460763644881705,0.7460763644881705,0.7460763644881705,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
one-hundred-plants-margin,/home/crc00006699/zh/tabiclv2/data172/one-hundred-plants-margin,multiclass,1280,256,320,64,100,0.9,0.8957837301587299,0.8983333333333333,,11.11174796921434,83.99545741081238,83.82322907447815,ok,,1280,1024,0,320,,0,5e-06,False,0.0010581016540527,0,0,,,,,,0,False,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | TTT skipped because n_classes=100 exceeds model max_classes=10
one-hundred-plants-shape,/home/crc00006699/zh/tabiclv2/data172/one-hundred-plants-shape,multiclass,1280,256,320,64,100,0.765625,0.7496949404761905,0.7666666666666667,,10.090097297111374,81.9884078502655,81.82696437835693,ok,,1280,1024,0,320,,0,5e-06,False,0.0010342597961425,0,0,,,,,,0,False,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | TTT skipped because n_classes=100 exceeds model max_classes=10
one-hundred-plants-texture,/home/crc00006699/zh/tabiclv2/data172/one-hundred-plants-texture,multiclass,1279,256,320,64,100,0.91875,0.9178546626984124,0.9175,,10.525726070794352,84.38055062294006,84.21056795120239,ok,,1279,1023,0,320,,0,5e-06,False,0.0010356903076171,0,0,,,,,,0,False,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | TTT skipped because n_classes=100 exceeds model max_classes=10
online_shoppers,/home/crc00006699/zh/tabiclv2/data172/online_shoppers,binclass,9864,1973,2466,14,2,0.907948094079481,0.9049771127723236,0.7948116288651506,0.9282076855824984,0.2290624412089124,267.3115677833557,2.304446220397949,ok,,9864,7891,0,2466,0.09717658162117,583,5e-06,True,264.7643189430237,30,53,accuracy,0.902179422199696,0.9042067916877852,0.902179422199696,0.9042067916877852,3,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
optdigits,/home/crc00006699/zh/tabiclv2/data172/optdigits,multiclass,4496,900,1124,64,10,0.994661921708185,0.9946578618036268,0.9946664226939028,0.9999762684743464,0.0173956479457576,191.7497239112854,8.66256070137024,ok,,4496,3596,0,1124,0.3299374580383301,336,5e-06,True,182.6855173110962,30,24,accuracy,0.9877777777777778,0.9911111111111112,0.9877777777777778,0.9911111111111112,6,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
ozone-level-8hr,/home/crc00006699/zh/tabiclv2/data172/ozone-level-8hr,binclass,2027,406,507,72,2,0.9546351084812624,0.9480440795136462,0.6989144736842106,0.942828947368421,0.1258632250949087,93.7242603302002,1.4853270053863523,ok,,2027,1621,0,507,0.1952938586473465,165,5e-06,True,91.84289526939392,30,11,accuracy,0.955665024630542,0.958128078817734,0.955665024630542,0.958128078817734,7,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
ozone_level,/home/crc00006699/zh/tabiclv2/data200/ozone_level,binclass,2028,406,508,36,2,0.9803149606299212,0.9754525206261568,0.5535515475395235,0.8378980182587398,0.0833046321375851,49.22626805305481,0.8297371864318848,ok,,2028,1622,0,508,0.1556079387664795,87,5e-06,True,48.126953125,30,11,accuracy,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9655172413793104,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
page-blocks,/home/crc00006699/zh/tabiclv2/data172/page-blocks,multiclass,4378,876,1095,10,5,0.9799086757990868,0.9798082837326242,0.9114597252993468,0.994027566998034,0.0883037870682716,70.15330410003662,0.6930468082427979,ok,,4378,3502,0,1095,0.1694450378417968,166,5e-06,True,69.24995970726013,30,24,accuracy,0.9748858447488584,0.9748858447488584,0.9748858447488584,0.9748858447488584,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
pc1,/home/crc00006699/zh/tabiclv2/data172/pc1,binclass,887,178,222,21,2,0.9504504504504504,0.9433222337280998,0.6951690821256038,0.9064412238325282,0.1524359652883576,18.375407218933105,0.2571203708648681,ok,,887,709,0,222,0.319621205329895,40,5e-06,True,17.886180639266968,30,5,accuracy,0.9550561797752808,0.9550561797752808,0.9550561797752808,0.9550561797752808,0,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
pc3,/home/crc00006699/zh/tabiclv2/data172/pc3,binclass,1250,250,313,37,2,0.8977635782747604,0.8493992104215747,0.5,0.8268460854092526,0.2720246857807761,57.16971230506897,0.494154691696167,ok,,1250,1000,0,313,0.160971850156784,119,5e-06,True,56.37132716178894,30,7,accuracy,0.876,0.896,0.876,0.896,9,True,False,,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split
