model_key,display_name,strategy,status,returncode,command,out_dir,elapsed_seconds,error
tabicl,TabICL,inference,ok,0,"/home/crc00006699/anaconda3/envs/tabicl/bin/python /home/crc00006699/zh/tabiclv2/benchmark.py --data-root /home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/generated/data200_minus_data172 --out-dir /home/crc00006699/zh/tabiclv2/baseline_compare/compare_results_data200_minus_data172/inference/tabicl --workers 2 --random-state 42 --gpus 2,3",/home/crc00006699/zh/tabiclv2/baseline_compare/compare_results_data200_minus_data172/inference/tabicl,195.6694996356964,
tabpfnv2,TabPFN v2,inference,ok,0,"/home/crc00006699/anaconda3/envs/tabicl/bin/python /home/crc00006699/zh/tabiclv2/baseline_compare/TabPFN-main/benchmark_infer.py --data-root /home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/generated/data200_minus_data172 --out-dir /home/crc00006699/zh/tabiclv2/baseline_compare/compare_results_data200_minus_data172/inference/tabpfnv2 --workers 2 --random-state 42 --gpus 2,3 --model-version v2",/home/crc00006699/zh/tabiclv2/baseline_compare/compare_results_data200_minus_data172/inference/tabpfnv2,209.06627988815308,
tabpfnv25,TabPFN v2.5,inference,ok,0,"/home/crc00006699/anaconda3/envs/tabicl/bin/python /home/crc00006699/zh/tabiclv2/baseline_compare/TabPFN-main/benchmark_infer.py --data-root /home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/generated/data200_minus_data172 --out-dir /home/crc00006699/zh/tabiclv2/baseline_compare/compare_results_data200_minus_data172/inference/tabpfnv25 --workers 2 --random-state 42 --gpus 2,3 --model-version v2.5",/home/crc00006699/zh/tabiclv2/baseline_compare/compare_results_data200_minus_data172/inference/tabpfnv25,212.21532607078552,
tabpfnv3,TabPFN v3,inference,ok,0,"/home/crc00006699/anaconda3/envs/tabicl/bin/python /home/crc00006699/zh/tabiclv2/baseline_compare/TabPFN-main/benchmark_infer.py --data-root /home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/generated/data200_minus_data172 --out-dir /home/crc00006699/zh/tabiclv2/baseline_compare/compare_results_data200_minus_data172/inference/tabpfnv3 --workers 2 --random-state 42 --gpus 2,3 --model-version v3",/home/crc00006699/zh/tabiclv2/baseline_compare/compare_results_data200_minus_data172/inference/tabpfnv3,77.70733213424683,
limix,LimiX,inference,ok,0,"/home/crc00006699/anaconda3/envs/tabicl/bin/python /home/crc00006699/zh/tabiclv2/baseline_compare/LimiX/benchmark_infer.py --data-root /home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/generated/data200_minus_data172 --out-dir /home/crc00006699/zh/tabiclv2/baseline_compare/compare_results_data200_minus_data172/inference/limix --workers 2 --random-state 42 --gpus 2,3",/home/crc00006699/zh/tabiclv2/baseline_compare/compare_results_data200_minus_data172/inference/limix,6947.190692663193,
tabr,TaBR,inference,ok,0,"/home/crc00006699/anaconda3/envs/tabicl/bin/python /home/crc00006699/zh/tabiclv2/baseline_compare/tabular-dl-tabr/benchmark_infer.py --data-root /home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/generated/data200_minus_data172 --out-dir /home/crc00006699/zh/tabiclv2/baseline_compare/compare_results_data200_minus_data172/inference/tabr --workers 2 --random-state 42 --gpus 2,3",/home/crc00006699/zh/tabiclv2/baseline_compare/compare_results_data200_minus_data172/inference/tabr,87.76847267150879,
orion_msp,Orion-MSP,inference,ok,0,"/home/crc00006699/anaconda3/envs/tabicl/bin/python /home/crc00006699/zh/tabiclv2/baseline_compare/Orion-MSP/benchmark_infer.py --data-root /home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/generated/data200_minus_data172 --out-dir /home/crc00006699/zh/tabiclv2/baseline_compare/compare_results_data200_minus_data172/inference/orion_msp --workers 2 --random-state 42 --gpus 2,3",/home/crc00006699/zh/tabiclv2/baseline_compare/compare_results_data200_minus_data172/inference/orion_msp,248.31828355789185,
