dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_reserve_ratio,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
OpenML-ID-1049,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1049,binclass,1166,234,292,37,2,0.9212328767123288,0.916286983859881,0.7641059027777778,0.9622395833333334,0.1790695143912909,17.923770427703857,0.4510748386383056,ok,,1166,932,0,292,,30,1e-05,True,13.840131759643556,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=raw_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.9273504273504274,0.9487179487179488,,,4,True,False,,f_mmd,test,raw_l2,0.05,1.3386554346502204e+16,7508999090.070435,,True
OpenML-ID-1050,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1050,binclass,1250,250,313,37,2,0.8913738019169329,0.8462028322251963,0.49644128113879,0.8091637010676156,0.3053176451357167,14.09061050415039,0.4386324882507324,ok,,1250,1000,0,313,,30,1e-05,True,14.09023404121399,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=raw_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.9,0.904,,,7,True,False,,f_mmd,test,raw_l2,0.05,1.1742054428405166e+17,85643952572.89775,,True
OpenML-ID-1053,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1053,binclass,8708,1742,2177,21,2,0.8231511254019293,0.7841054652070243,0.586997954755734,0.7580747920938864,0.4235303248443139,18.358917713165283,1.5033998489379885,ok,,8708,6966,0,2177,,30,1e-05,True,18.35853219032288,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=raw_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.8180252583237658,0.8220436280137773,,,2,True,False,,f_mmd,test,raw_l2,0.05,3.7513228310876337e+21,0.0,,True
OpenML-ID-1063,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1063,binclass,417,84,105,21,2,0.819047619047619,0.7797476163260123,0.6015881708652793,0.7757393209200439,0.5064654843405448,16.673467874526978,0.429502010345459,ok,,417,333,0,105,,30,1e-05,True,16.673017024993896,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=raw_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.8571428571428571,0.8809523809523809,,,11,True,False,,f_mmd,test,raw_l2,0.05,7.19035508765429e+17,0.0,,True
OpenML-ID-1067,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1067,binclass,1687,338,422,21,2,0.8720379146919431,0.8469961155040416,0.628657616892911,0.8502046972635208,0.3073696243268985,13.23247528076172,0.4275991916656494,ok,,1687,1349,0,422,,30,1e-05,True,13.232027053833008,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=raw_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.8668639053254438,0.878698224852071,,,6,True,False,,f_mmd,test,raw_l2,0.05,340375654565199.0,690724319.4824994,,True
OpenML-ID-1068,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1068,binclass,887,178,222,21,2,0.9369369369369368,0.926068679623182,0.6260869565217392,0.9057971014492754,0.1609349471828511,7.4661500453948975,0.4413988590240478,ok,,887,709,0,222,,30,1e-05,True,7.465671062469482,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=raw_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.9606741573033708,0.9606741573033708,,,0,True,False,,f_mmd,test,raw_l2,0.05,1.0671705639633428e+20,1554944255987.7375,,True
OpenML-ID-11,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-11,multiclass,500,100,125,4,3,0.984,0.9846570918884886,0.988404920346844,0.9963824828648166,0.059979457095277,7.415711164474487,0.4294345378875732,ok,,500,400,0,125,,30,1e-05,True,7.415291547775267,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=raw_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.97,0.97,,,0,True,False,,f_mmd,test,raw_l2,0.05,4.937135442431999,0.2943685445152215,,True
OpenML-ID-12,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-12,multiclass,1600,320,400,216,10,0.975,0.9749898377648712,0.975,0.999375,0.1033627279019574,42.23057699203491,0.9969723224639891,ok,,1600,1280,0,400,,30,1e-05,True,42.2302131652832,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=raw_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.98125,0.990625,,,15,True,False,,f_mmd,test,raw_l2,0.05,13013849.621398143,2277.2489776592283,,True
OpenML-ID-14,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-14,multiclass,1600,320,400,76,10,0.9225,0.921542933584637,0.9225,0.9943541666666668,0.2153647071382946,12.058119773864746,0.4826633930206299,ok,,1600,1280,0,400,,30,1e-05,True,12.057719230651855,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=raw_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.90625,0.909375,,,3,True,False,,f_mmd,test,raw_l2,0.05,0.0096586534695277,0.0011815665286688,,True
OpenML-ID-1461,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1461,binclass,36168,7234,9043,16,2,0.9140771867743006,0.911178231861486,0.7611190878928236,0.9405074259037206,0.1897889469032948,151.86336612701416,9.86222529411316,ok,,36168,28934,0,9043,,90,1e-05,True,151.862886428833,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=raw_l2 | c_reserve_ratio=0.05,30,3,tabpfn_finetuning_api_f_mmd,acc,0.9138789051700305,0.9165053912081836,,,9,True,False,,f_mmd,test,raw_l2,0.05,1179749593256.553,31543625.49730516,,True
