model_key,display_name,strategy,status,returncode,command,out_dir,elapsed_seconds,error
tabicl,TabICL v1.1,inference,ok,0,/home/crc00006699/anaconda3/envs/tabicl/bin/python /home/crc00006699/zh/tabiclv2/benchmark.py --data-root /home/crc00006699/zh/tabiclv2/openml_cc18 --out-dir /home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/results_openml_cc18_tabzilla/openml_cc18/inference/tabicl --workers 1 --random-state 42 --verbose --gpus 3 --checkpoint-version tabicl-classifier-v1.1-20250506.ckpt,/home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/results_openml_cc18_tabzilla/openml_cc18/inference/tabicl,1001.2371482849121,
tabiclv2,TabICL v2,inference,ok,0,/home/crc00006699/anaconda3/envs/tabicl/bin/python /home/crc00006699/zh/tabiclv2/benchmark.py --data-root /home/crc00006699/zh/tabiclv2/openml_cc18 --out-dir /home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/results_openml_cc18_tabzilla/openml_cc18/inference/tabiclv2 --workers 1 --random-state 42 --verbose --gpus 3 --checkpoint-version tabicl-classifier-v2-20260212.ckpt,/home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/results_openml_cc18_tabzilla/openml_cc18/inference/tabiclv2,1002.9774565696716,
tabpfnv2,TabPFN v2,inference,ok,0,/home/crc00006699/anaconda3/envs/tabicl/bin/python /home/crc00006699/zh/tabiclv2/baseline_compare/TabPFN-main/benchmark_infer.py --data-root /home/crc00006699/zh/tabiclv2/openml_cc18 --out-dir /home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/results_openml_cc18_tabzilla/openml_cc18/inference/tabpfnv2 --workers 1 --random-state 42 --verbose --gpus 3 --model-version v2,/home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/results_openml_cc18_tabzilla/openml_cc18/inference/tabpfnv2,13017.319773435593,
tabpfnv25,TabPFN v2.5,inference,ok,0,/home/crc00006699/anaconda3/envs/tabicl/bin/python /home/crc00006699/zh/tabiclv2/baseline_compare/TabPFN-main/benchmark_infer.py --data-root /home/crc00006699/zh/tabiclv2/openml_cc18 --out-dir /home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/results_openml_cc18_tabzilla/openml_cc18/inference/tabpfnv25 --workers 1 --random-state 42 --verbose --gpus 3 --model-version v2.5,/home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/results_openml_cc18_tabzilla/openml_cc18/inference/tabpfnv25,4182.4252071380615,
tabpfnv3,TabPFN v3,inference,ok,0,/home/crc00006699/anaconda3/envs/tabicl/bin/python /home/crc00006699/zh/tabiclv2/baseline_compare/TabPFN-main/benchmark_infer.py --data-root /home/crc00006699/zh/tabiclv2/openml_cc18 --out-dir /home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/results_openml_cc18_tabzilla/openml_cc18/inference/tabpfnv3 --workers 1 --random-state 42 --verbose --gpus 3 --model-version v3,/home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/results_openml_cc18_tabzilla/openml_cc18/inference/tabpfnv3,2980.8795590400696,
limix,LimiX,inference,ok,0,/home/crc00006699/anaconda3/envs/tabicl/bin/python /home/crc00006699/zh/tabiclv2/baseline_compare/LimiX/benchmark_infer.py --data-root /home/crc00006699/zh/tabiclv2/openml_cc18 --out-dir /home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/results_openml_cc18_tabzilla/openml_cc18/inference/limix --workers 1 --random-state 42 --verbose --gpus 3,/home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/results_openml_cc18_tabzilla/openml_cc18/inference/limix,4654.796528577805,
tabr,TaBR,inference,ok,0,/home/crc00006699/anaconda3/envs/tabicl/bin/python /home/crc00006699/zh/tabiclv2/baseline_compare/tabular-dl-tabr/benchmark_infer.py --data-root /home/crc00006699/zh/tabiclv2/openml_cc18 --out-dir /home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/results_openml_cc18_tabzilla/openml_cc18/inference/tabr --workers 1 --random-state 42 --verbose --gpus 3,/home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/results_openml_cc18_tabzilla/openml_cc18/inference/tabr,1119.1351399421692,
orion_msp,Orion-MSP,inference,ok,0,/home/crc00006699/anaconda3/envs/tabicl/bin/python /home/crc00006699/zh/tabiclv2/baseline_compare/Orion-MSP/benchmark_infer.py --data-root /home/crc00006699/zh/tabiclv2/openml_cc18 --out-dir /home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/results_openml_cc18_tabzilla/openml_cc18/inference/orion_msp --workers 1 --random-state 42 --verbose --gpus 3,/home/crc00006699/zh/tabiclv2/Experiment_TTT_pipeline/results_openml_cc18_tabzilla/openml_cc18/inference/orion_msp,3109.214781522751,
