dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason
ASP-POTASSCO-classification,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/ASP-POTASSCO-classification,multiclass,1035,207,259,141,11,0.49034749034749037,0.4709621259507563,0.40159974903290413,0.8512095632231967,1.5039419252701582,5.6731181144714355,10.930297136306763,ok,,1035,828,0,259,,0,1e-05,False,3.191246271133423,full_train_epoch_chunks,full train set chunked per epoch | ft_chunk_split_seed=3 | validation=dataset_val_split | TTT training skipped because n_classes=11 exceeds model max_classes=10,0,0,epoch_chunk,,,,,,0,False,False,
Diabetic_Retinopathy_Debrecen,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/Diabetic_Retinopathy_Debrecen,binclass,920,184,231,19,2,0.7359307359307359,0.7356618719252352,0.7339656729900632,0.840183679614574,0.5001547803846583,39.05654740333557,2.892855167388916,ok,,920,736,0,231,0.4357862174510956,21,1e-05,True,38.89759969711304,full_train_epoch_chunks,full train set chunked per epoch | ft_chunk_split_seed=3 | validation=dataset_val_split,30,1,epoch_chunk,accuracy,0.7445652173913043,0.7663043478260869,0.7445652173913043,0.7663043478260869,13,True,False,
FOREX_audchf-day-High,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/FOREX_audchf-day-High,binclass,1466,294,367,10,2,0.7574931880108992,0.7574283625059235,0.7577823323234123,0.8406404087209648,0.49621396985680194,15.633200407028198,0.868614673614502,ok,,1466,1172,0,367,0.5664860606193542,14,1e-05,True,15.583258628845215,full_train_epoch_chunks,full train set chunked per epoch | ft_chunk_split_seed=3 | validation=dataset_val_split,30,1,epoch_chunk,accuracy,0.7108843537414966,0.7210884353741497,0.7108843537414966,0.7210884353741497,6,True,False,
FOREX_cadjpy-day-High,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/FOREX_cadjpy-day-High,binclass,1467,294,367,10,2,0.7275204359673024,0.7273382539219342,0.7275926585887385,0.7894095984794488,0.555891725477724,19.567063331604004,1.067490577697754,ok,,1467,1173,0,367,0.549909383058548,30,1e-05,True,19.48841643333435,full_train_epoch_chunks,full train set chunked per epoch | ft_chunk_split_seed=3 | validation=dataset_val_split,30,1,epoch_chunk,accuracy,0.7006802721088435,0.7380952380952381,0.7006802721088435,0.7380952380952381,26,False,False,
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,binclass,1280,256,320,20,2,0.68125,0.6756627846893756,0.68125,0.7325390624999999,0.5975608721895712,12.786793947219849,1.3005471229553223,ok,,1280,1024,0,320,0.6053397953510284,12,1e-05,True,12.698932647705078,full_train_epoch_chunks,full train set chunked per epoch | ft_chunk_split_seed=3 | validation=dataset_val_split,30,1,epoch_chunk,accuracy,0.65234375,0.65625,0.65234375,0.65625,4,True,False,
Heart-Disease-Dataset-(Comprehensive),/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/Heart-Disease-Dataset-(Comprehensive),binclass,952,191,238,11,2,0.9537815126050421,0.9536614172576187,0.9511664407505172,0.9830919597631447,0.1517899535606789,9.785138130187988,1.7190167903900146,ok,,952,761,0,238,0.23321041464805603,8,1e-05,True,9.637454509735107,full_train_epoch_chunks,full train set chunked per epoch | ft_chunk_split_seed=3 | validation=dataset_val_split,30,1,epoch_chunk,accuracy,0.9109947643979057,0.9109947643979057,0.9109947643979057,0.9109947643979057,0,True,False,
MIC,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/MIC,binclass,1319,264,330,104,2,0.906060606060606,0.8955868413554079,0.7361374657389838,0.885164101482887,0.2638471283942474,41.17380475997925,3.640165328979492,ok,,1319,1055,0,330,0.3368801027536392,12,1e-05,True,39.898643255233765,full_train_epoch_chunks,full train set chunked per epoch | ft_chunk_split_seed=3 | validation=dataset_val_split,30,1,epoch_chunk,accuracy,0.8674242424242424,0.875,0.8674242424242424,0.875,4,True,False,
PieChart3,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/PieChart3,binclass,861,173,216,37,2,0.8842592592592593,0.8504784688995214,0.5687830687830688,0.8745835782872821,0.26784830053264297,19.564513683319092,3.3039193153381348,ok,,861,688,0,216,0.22822300344705582,8,1e-05,True,19.23151397705078,full_train_epoch_chunks,full train set chunked per epoch | ft_chunk_split_seed=3 | validation=dataset_val_split,30,1,epoch_chunk,accuracy,0.884393063583815,0.884393063583815,0.884393063583815,0.884393063583815,0,True,False,
PizzaCutter3,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/PizzaCutter3,binclass,834,167,209,37,2,0.8851674641148325,0.8432935485567066,0.5372826086956521,0.893695652173913,0.2497936363810419,19.373878240585327,2.4810216426849365,ok,,834,667,0,209,0.27330097556114197,8,1e-05,True,19.219085693359375,full_train_epoch_chunks,full train set chunked per epoch | ft_chunk_split_seed=3 | validation=dataset_val_split,30,1,epoch_chunk,accuracy,0.8922155688622755,0.8922155688622755,0.8922155688622755,0.8922155688622755,0,True,False,
UJI_Pen_Characters,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/UJI_Pen_Characters,multiclass,1091,219,273,80,35,0.5384615384615384,0.5267602845208057,0.5493589743589743,0.9655602451002823,1.375157717489065,3.454613447189331,9.178219556808472,ok,,1091,872,0,273,,0,1e-05,False,1.8922436237335205,full_train_epoch_chunks,full train set chunked per epoch | ft_chunk_split_seed=3 | validation=dataset_val_split | TTT training skipped because n_classes=35 exceeds model max_classes=10,0,0,epoch_chunk,,,,,,0,False,False,
