model,comparison,left_method,right_method,dataset_name,stage,metric,left_value,right_value,delta
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0068_seed42,stage2,balanced_accuracy,0.6191214410341557,0.6255768240102576,-0.006455382976101931
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0069_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0070_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0071_seed42,stage2,balanced_accuracy,0.9972363945578232,0.9972363945578232,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0072_seed42,stage2,balanced_accuracy,0.8934837092731829,0.8934837092731829,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0073_seed42,stage2,balanced_accuracy,0.8666222158758865,0.8690435233819398,-0.002421307506053294
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0074_seed42,stage2,balanced_accuracy,0.8888888888888888,0.8888888888888888,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0075_seed42,stage2,balanced_accuracy,0.8550918473629391,0.8550918473629391,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0076_seed42,stage2,balanced_accuracy,0.5767950630642447,0.6131266804380615,-0.03633161737381685
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0077_seed42,stage2,balanced_accuracy,0.9945040440583588,0.9945040440583588,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0078_seed42,stage2,balanced_accuracy,0.4213968994865602,0.4224911651204059,-0.0010942656338457368
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0079_seed42,stage2,balanced_accuracy,0.3773027062784475,0.389751878915897,-0.012449172637449546
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0080_seed42,stage2,balanced_accuracy,0.2574962630229329,0.2613453346150549,-0.003849071592122
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0081_seed42,stage2,balanced_accuracy,0.9904761904761904,0.9904761904761904,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0082_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0083_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0084_seed42,stage2,balanced_accuracy,0.9487179487179488,0.9487179487179488,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0085_seed42,stage2,balanced_accuracy,0.9451069078947368,0.9294819078947368,0.015625
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0086_seed42,stage2,balanced_accuracy,0.4845083614201074,0.4845083614201074,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0087_seed42,stage2,balanced_accuracy,0.6943434343434344,0.6943434343434344,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0088_seed42,stage2,balanced_accuracy,0.8382677405344777,0.8382677405344777,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0089_seed42,stage2,balanced_accuracy,0.4709677419354838,0.4709677419354838,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0090_seed42,stage2,balanced_accuracy,0.405822708896554,0.4073041969405711,-0.0014814880440170985
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0091_seed42,stage2,balanced_accuracy,0.9802427263811704,0.9545515002339608,0.025691226147209534
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0092_seed42,stage2,balanced_accuracy,0.4386708529565672,0.4386708529565672,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0093_seed42,stage2,balanced_accuracy,0.845993179880648,0.945993179880648,-0.09999999999999998
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0094_seed42,stage2,balanced_accuracy,0.9564064407814408,0.9564064407814408,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0095_seed42,stage2,balanced_accuracy,0.98046875,0.9765625,0.00390625
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0096_seed42,stage2,balanced_accuracy,0.9001576564189996,0.9001576564189996,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0097_seed42,stage2,balanced_accuracy,0.4570383623943995,0.397336014948244,0.05970234744615549
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0098_seed42,stage2,balanced_accuracy,0.7317769882622507,0.7220645650954357,0.009712423166814976
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0099_seed42,stage2,balanced_accuracy,0.7529607593844275,0.7363573438246552,0.016603415559772294
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0100_seed42,stage2,balanced_accuracy,0.900197877316064,0.8949226479582659,0.005275229357798117
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0101_seed42,stage2,balanced_accuracy,0.988222743013047,0.988222743013047,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0102_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0103_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0104_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0105_seed42,stage2,balanced_accuracy,0.2880951478820032,0.3047065700282735,-0.016611422146270316
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0106_seed42,stage2,balanced_accuracy,0.2440099869289398,0.2566955674373,-0.01268558050836019
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0107_seed42,stage2,balanced_accuracy,0.7788220551378446,0.7788220551378446,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0108_seed42,stage2,balanced_accuracy,0.1647086466165413,0.1647086466165413,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0109_seed42,stage2,balanced_accuracy,0.1812555260831123,0.1812555260831123,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0110_seed42,stage2,balanced_accuracy,0.9864609974424552,0.9864609974424552,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0111_seed42,stage2,balanced_accuracy,0.8,0.8,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0112_seed42,stage2,balanced_accuracy,0.9621318373071528,0.9621318373071528,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0113_seed42,stage2,balanced_accuracy,0.6706168831168831,0.6650974025974026,0.00551948051948048
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0114_seed42,stage2,balanced_accuracy,0.3379251700680272,0.2751700680272108,0.06275510204081641
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0115_seed42,stage2,balanced_accuracy,0.8537255578559927,0.8515516448125144,0.0021739130434782483
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0116_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0117_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0118_seed42,stage2,balanced_accuracy,0.9511111111111112,0.9511111111111112,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0119_seed42,stage2,balanced_accuracy,0.3479448021729633,0.3479448021729633,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0120_seed42,stage2,balanced_accuracy,0.998371335504886,0.998371335504886,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0121_seed42,stage2,balanced_accuracy,0.9747656904408316,0.9747656904408316,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0122_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0123_seed42,stage2,balanced_accuracy,0.4410797497004394,0.424544002130209,0.016535747570230408
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0124_seed42,stage2,balanced_accuracy,0.942474214901478,0.9290043873152708,0.013469827586207184
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0125_seed42,stage2,balanced_accuracy,0.9319727891156464,0.9319727891156464,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0126_seed42,stage2,balanced_accuracy,0.9053030303030304,0.896969696969697,0.008333333333333415
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0127_seed42,stage2,balanced_accuracy,0.5252136597843302,0.5208791440231384,0.004334515761191815
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0128_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0129_seed42,stage2,balanced_accuracy,0.5864753857888869,0.5937184097367163,-0.007243023947829386
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0130_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0131_seed42,stage2,balanced_accuracy,0.4902789197670734,0.4778899942440724,0.012388925523000971
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0132_seed42,stage2,balanced_accuracy,0.9768183135323096,0.9768183135323096,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0133_seed42,stage2,balanced_accuracy,0.2160134692130345,0.2217639525877093,-0.00575048337467482
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0134_seed42,stage2,balanced_accuracy,0.4615384615384615,0.4615384615384615,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0135_seed42,stage2,balanced_accuracy,0.3022936365959622,0.3168285203168924,-0.014534883720930203
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0136_seed42,stage2,balanced_accuracy,0.2631168831168831,0.304069264069264,-0.04095238095238091
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0137_seed42,stage2,balanced_accuracy,0.910463368120209,0.8947353850449198,0.01572798307528922
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0138_seed42,stage2,balanced_accuracy,0.3634018115263825,0.3555187773410148,0.007883034185367732
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0139_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0140_seed42,stage2,balanced_accuracy,0.781100633054715,0.7818450783477325,-0.0007444452930175371
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0141_seed42,stage2,balanced_accuracy,0.9257295941632466,0.9257295941632466,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0142_seed42,stage2,balanced_accuracy,0.9610330028118989,0.9610330028118989,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0143_seed42,stage2,balanced_accuracy,0.9882928905917412,0.9896232439335888,-0.0013303533418476121
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0144_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0145_seed42,stage2,balanced_accuracy,0.25,0.25,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0146_seed42,stage2,balanced_accuracy,0.8595996826683795,0.8693825567355408,-0.009782874067161274
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0147_seed42,stage2,balanced_accuracy,0.9100699750327748,0.9100699750327748,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0148_seed42,stage2,balanced_accuracy,0.5796286702528679,0.5796286702528679,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0149_seed42,stage2,balanced_accuracy,0.9598798813143932,0.9598798813143932,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0150_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0151_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0152_seed42,stage2,balanced_accuracy,0.9575178448077364,0.9497659068232404,0.007751937984496027
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0153_seed42,stage2,balanced_accuracy,0.3913831495002848,0.3907513852208586,0.0006317642794261835
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0154_seed42,stage2,balanced_accuracy,0.4201010236378691,0.4318821681629299,-0.011781144525060794
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0155_seed42,stage2,balanced_accuracy,0.7896112831021516,0.7969871556302531,-0.007375872528101568
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0156_seed42,stage2,balanced_accuracy,0.989907579975747,0.9916934778069731,-0.0017858978312261797
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0157_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0158_seed42,stage2,balanced_accuracy,0.3542208684984242,0.3542208684984242,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0159_seed42,stage2,balanced_accuracy,0.2537604312695025,0.250719295090811,0.003041136178691506
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0160_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0161_seed42,stage2,balanced_accuracy,0.7599354838709678,0.768,-0.008064516129032251
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0162_seed42,stage2,balanced_accuracy,0.9953476655415492,0.9953476655415492,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0163_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0164_seed42,stage2,balanced_accuracy,0.3130265068990559,0.2968228031953522,0.01620370370370372
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0165_seed42,stage2,balanced_accuracy,0.6166958041958042,0.6682692307692308,-0.05157342657342667
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0166_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0167_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0168_seed42,stage2,balanced_accuracy,0.6930822106504572,0.6824001053130143,0.010682105337442849
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0169_seed42,stage2,balanced_accuracy,0.9881334771823572,0.9866714888782636,0.0014619883040936088
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage2_graph_scm_0170_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0000_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0001_seed42,stage3,balanced_accuracy,0.4733068952218569,0.4764318952218569,-0.003124999999999989
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0002_seed42,stage3,balanced_accuracy,0.8129926718162012,0.7991380764801244,0.013854595336076803
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0003_seed42,stage3,balanced_accuracy,0.376073926073926,0.4117882117882118,-0.03571428571428581
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0004_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0005_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0006_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0007_seed42,stage3,balanced_accuracy,0.1981587561844596,0.1652337206191521,0.032925035565307514
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0008_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0009_seed42,stage3,balanced_accuracy,0.1111111111111111,0.1111111111111111,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0010_seed42,stage3,balanced_accuracy,0.75,0.75,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0011_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0012_seed42,stage3,balanced_accuracy,0.6017740429505135,0.623249299719888,-0.02147525676937445
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0013_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0014_seed42,stage3,balanced_accuracy,0.719007447883567,0.7176844024848322,0.0013230453987347346
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0015_seed42,stage3,balanced_accuracy,0.6469498845234757,0.6380308248895297,0.008919059633946014
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0016_seed42,stage3,balanced_accuracy,0.7215576028042889,0.6566200512548604,0.06493755154942848
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0017_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0018_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0019_seed42,stage3,balanced_accuracy,0.6654545454545455,0.6541212121212121,0.011333333333333417
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0020_seed42,stage3,balanced_accuracy,0.4007371218848201,0.3487292033327839,0.05200791855203618
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0021_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0022_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0023_seed42,stage3,balanced_accuracy,0.6784008355513145,0.678259640379996,0.0001411951713184978
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0024_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0025_seed42,stage3,balanced_accuracy,0.9974226804123713,0.9974226804123713,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0026_seed42,stage3,balanced_accuracy,0.8906887395762904,0.8906887395762904,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0027_seed42,stage3,balanced_accuracy,0.7381765181560898,0.7695140531700954,-0.0313375350140056
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0028_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0029_seed42,stage3,balanced_accuracy,0.7872715027412911,0.789092551530188,-0.001821048788896884
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0030_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0031_seed42,stage3,balanced_accuracy,0.4653299113102944,0.4574935047210398,0.007836406589254608
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0032_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0033_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0034_seed42,stage3,balanced_accuracy,0.8736478661214386,0.8736478661214386,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0035_seed42,stage3,balanced_accuracy,0.3866499794481789,0.3882054051596437,-0.0015554257114647752
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0036_seed42,stage3,balanced_accuracy,0.3755019671686338,0.3734737484737485,0.002028218694885342
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0037_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0038_seed42,stage3,balanced_accuracy,0.946967418546366,0.946967418546366,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0039_seed42,stage3,balanced_accuracy,0.5,0.5,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0040_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0041_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0042_seed42,stage3,balanced_accuracy,0.6705851490278552,0.6705851490278552,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0043_seed42,stage3,balanced_accuracy,0.9981320958468318,0.9981320958468318,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0044_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0045_seed42,stage3,balanced_accuracy,0.8696236559139785,0.875,-0.005376344086021501
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0046_seed42,stage3,balanced_accuracy,0.2085267477430783,0.2085267477430783,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0047_seed42,stage3,balanced_accuracy,0.9976033892714304,0.9956395684616628,0.001963820809767647
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0048_seed42,stage3,balanced_accuracy,0.6335431721031286,0.6335431721031286,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0049_seed42,stage3,balanced_accuracy,0.6960132890365448,0.7018272425249169,-0.005813953488372103
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0050_seed42,stage3,balanced_accuracy,0.5,0.5,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0051_seed42,stage3,balanced_accuracy,0.4297653480042416,0.4242045240223649,0.005560823981876684
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0052_seed42,stage3,balanced_accuracy,0.6466779288337479,0.6460526375870846,0.0006252912466632177
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0053_seed42,stage3,balanced_accuracy,0.9711564843607096,0.9711564843607096,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0054_seed42,stage3,balanced_accuracy,0.9996832435856826,0.9996832435856826,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0055_seed42,stage3,balanced_accuracy,0.5344660194174757,0.5573009708737864,-0.022834951456310648
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0056_seed42,stage3,balanced_accuracy,0.9534504424396238,0.9528796551496772,0.0005707872899466393
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0057_seed42,stage3,balanced_accuracy,0.9680905161454362,0.9680905161454362,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0058_seed42,stage3,balanced_accuracy,0.6026906426906428,0.6303829503829503,-0.02769230769230757
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0059_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0060_seed42,stage3,balanced_accuracy,0.6160989202368513,0.6130883548124928,0.0030105654243585134
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0061_seed42,stage3,balanced_accuracy,0.9935497623135592,0.993861713600492,-0.00031195128693284335
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0062_seed42,stage3,balanced_accuracy,0.9924603174603176,0.9924603174603176,0.0
tabpfn-v3,faware_ft_best_minus_ft,faware_ft,ft,stage3_graph_scm_0063_seed42,stage3,balanced_accuracy,0.3306153889785479,0.3404034889273942,-0.009788099948846274
