model,comparison,left_method,right_method,dataset_name,stage,metric,left_value,right_value,delta
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0087_seed42,stage1,accuracy,0.4033771106941838,0.40337711069418386,-5.551115123125783e-17
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0088_seed42,stage1,accuracy,0.3650306748466257,0.3619631901840491,0.003067484662576614
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0089_seed42,stage1,accuracy,0.7147239263803681,0.7147239263803681,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0090_seed42,stage1,accuracy,0.25,0.25,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0091_seed42,stage1,accuracy,0.9570552147239264,0.9570552147239264,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0092_seed42,stage1,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0093_seed42,stage1,accuracy,0.7804878048780488,0.7804878048780488,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0094_seed42,stage1,accuracy,0.3231707317073171,0.3231707317073171,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0095_seed42,stage1,accuracy,0.5060975609756098,0.5,0.0060975609756097615
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0096_seed42,stage1,accuracy,0.5674846625766872,0.5705521472392638,-0.0030674846625766694
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0097_seed42,stage1,accuracy,0.9631901840490796,0.9631901840490797,-1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0098_seed42,stage1,accuracy,0.4785276073619632,0.4785276073619632,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0099_seed42,stage1,accuracy,0.98159509202454,0.9815950920245399,1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0100_seed42,stage1,accuracy,0.9117647058823528,0.9117647058823529,-1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0101_seed42,stage1,accuracy,0.5190311418685121,0.5190311418685121,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0102_seed42,stage1,accuracy,0.6349480968858131,0.6349480968858131,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0103_seed42,stage1,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0104_seed42,stage1,accuracy,0.9953198127925116,0.9953198127925117,-1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0105_seed42,stage1,accuracy,0.7550702028081123,0.7535101404056163,0.0015600624024960652
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0106_seed42,stage1,accuracy,0.5070202808112324,0.5054602184087363,0.0015600624024960652
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0107_seed42,stage1,accuracy,0.2293291731669266,0.22932917316692666,-5.551115123125783e-17
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0108_seed42,stage1,accuracy,0.8412698412698413,0.8412698412698413,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0109_seed42,stage1,accuracy,0.9428571428571428,0.9428571428571428,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0110_seed42,stage1,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0111_seed42,stage1,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0112_seed42,stage1,accuracy,0.9983361064891848,0.9983361064891847,1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0113_seed42,stage1,accuracy,0.9883527454242927,0.9883527454242929,-1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0114_seed42,stage1,accuracy,0.9983361064891848,0.9983361064891847,1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0115_seed42,stage1,accuracy,0.908485856905158,0.908485856905158,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0116_seed42,stage1,accuracy,0.4573002754820937,0.45454545454545453,0.0027548209366391463
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0117_seed42,stage1,accuracy,0.9008264462809916,0.9008264462809917,-1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0118_seed42,stage1,accuracy,0.9146005509641874,0.9146005509641874,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0119_seed42,stage1,accuracy,0.699724517906336,0.7052341597796143,-0.005509641873278293
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0120_seed42,stage1,accuracy,0.9963898916967509,0.9963898916967509,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0121_seed42,stage1,accuracy,0.6498194945848376,0.6462093862815884,0.0036101083032491488
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0122_seed42,stage1,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0123_seed42,stage1,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0124_seed42,stage1,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0125_seed42,stage1,accuracy,0.9157509157509156,0.9157509157509157,-1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0126_seed42,stage1,accuracy,0.4249084249084249,0.4249084249084249,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0127_seed42,stage1,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0128_seed42,stage1,accuracy,0.9927536231884058,0.9927536231884058,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0129_seed42,stage1,accuracy,0.625,0.625,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0130_seed42,stage1,accuracy,0.8514492753623188,0.8514492753623188,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0131_seed42,stage1,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0132_seed42,stage1,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0133_seed42,stage1,accuracy,0.4485294117647059,0.4411764705882353,0.007352941176470618
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0134_seed42,stage1,accuracy,0.5330882352941176,0.5404411764705882,-0.007352941176470562
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0135_seed42,stage1,accuracy,0.9705882352941176,0.9705882352941176,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0136_seed42,stage1,accuracy,0.9881422924901184,0.9881422924901185,-1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0137_seed42,stage1,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0138_seed42,stage1,accuracy,0.5217391304347826,0.525691699604743,-0.0039525691699604515
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0139_seed42,stage1,accuracy,0.6798418972332015,0.6837944664031621,-0.0039525691699605625
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0140_seed42,stage1,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0141_seed42,stage1,accuracy,0.861271676300578,0.861271676300578,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0142_seed42,stage1,accuracy,0.4364161849710982,0.43641618497109824,-5.551115123125783e-17
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0143_seed42,stage1,accuracy,0.884393063583815,0.884393063583815,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0144_seed42,stage1,accuracy,0.91899852724595,0.9189985272459499,1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0145_seed42,stage1,accuracy,0.812960235640648,0.812960235640648,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0146_seed42,stage1,accuracy,0.6863033873343152,0.6863033873343152,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0147_seed42,stage1,accuracy,0.9278350515463918,0.9278350515463918,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0148_seed42,stage1,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0149_seed42,stage1,accuracy,0.536547433903577,0.536547433903577,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0150_seed42,stage1,accuracy,0.23950233281493,0.23950233281493002,-2.7755575615628914e-17
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0151_seed42,stage1,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0152_seed42,stage1,accuracy,0.960648148148148,0.9606481481481481,-1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0153_seed42,stage1,accuracy,0.9375,0.9375,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0154_seed42,stage1,accuracy,0.988425925925926,0.9884259259259259,1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0155_seed42,stage1,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0156_seed42,stage1,accuracy,0.9980119284294234,0.9980119284294234,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0157_seed42,stage1,accuracy,0.9900596421471172,0.9900596421471173,-1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0158_seed42,stage1,accuracy,0.5785288270377733,0.5765407554671969,0.001988071570576455
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0159_seed42,stage1,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0160_seed42,stage1,accuracy,0.5545286506469501,0.5545286506469501,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0161_seed42,stage1,accuracy,0.988909426987061,0.988909426987061,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0162_seed42,stage1,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0163_seed42,stage1,accuracy,0.5027726432532348,0.5027726432532348,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0164_seed42,stage1,accuracy,0.9728155339805824,0.9728155339805825,-1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0165_seed42,stage1,accuracy,0.5262135922330097,0.5262135922330097,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0166_seed42,stage1,accuracy,0.996116504854369,0.996116504854369,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0167_seed42,stage1,accuracy,0.6504854368932039,0.6504854368932039,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0168_seed42,stage1,accuracy,0.8316831683168316,0.8316831683168316,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0169_seed42,stage1,accuracy,0.4785478547854785,0.47854785478547857,-5.551115123125783e-17
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage1_graph_scm_0170_seed42,stage1,accuracy,0.5577557755775577,0.5577557755775577,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0000_seed42,stage2,accuracy,0.9447674418604652,0.9447674418604651,1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0001_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0002_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0003_seed42,stage2,accuracy,0.5294117647058824,0.5294117647058824,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0004_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0005_seed42,stage2,accuracy,0.3951219512195122,0.3951219512195122,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0006_seed42,stage2,accuracy,0.9551767676767676,0.9545454545454546,0.0006313131313130382
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0007_seed42,stage2,accuracy,0.735655737704918,0.7622950819672131,-0.026639344262295084
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0008_seed42,stage2,accuracy,0.9326160815402038,0.9320498301245753,0.0005662514156284937
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0009_seed42,stage2,accuracy,0.5301507537688442,0.542713567839196,-0.012562814070351758
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0010_seed42,stage2,accuracy,0.950836820083682,0.9539748953974896,-0.003138075313807609
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0011_seed42,stage2,accuracy,0.9912280701754386,0.9912280701754386,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0012_seed42,stage2,accuracy,0.590204081632653,0.590204081632653,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0013_seed42,stage2,accuracy,0.9005847953216374,0.9005847953216374,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0014_seed42,stage2,accuracy,0.9987261146496816,0.9987261146496815,1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0015_seed42,stage2,accuracy,0.8872180451127819,0.8872180451127819,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0016_seed42,stage2,accuracy,0.9747416762342136,0.9741676234213548,0.0005740528128588274
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0017_seed42,stage2,accuracy,0.5119402985074627,0.5104477611940299,0.0014925373134327957
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0018_seed42,stage2,accuracy,0.9928366762177652,0.9928366762177651,1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0019_seed42,stage2,accuracy,0.8868715083798883,0.8924581005586593,-0.005586592178770999
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0020_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0021_seed42,stage2,accuracy,0.6382252559726962,0.6416382252559727,-0.0034129692832765013
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0022_seed42,stage2,accuracy,0.6453765490943756,0.6415633937082936,0.0038131553860819567
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0023_seed42,stage2,accuracy,0.9926160337552744,0.9926160337552743,1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0024_seed42,stage2,accuracy,0.2650793650793651,0.2619047619047619,0.0031746031746031633
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0025_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0026_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0027_seed42,stage2,accuracy,0.9897959183673468,0.9897959183673469,-1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0028_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0029_seed42,stage2,accuracy,0.9783352337514252,0.9783352337514253,-1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0030_seed42,stage2,accuracy,0.6967213114754098,0.6967213114754098,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0031_seed42,stage2,accuracy,0.9977851605758582,0.9977851605758582,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0032_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0033_seed42,stage2,accuracy,0.8787878787878788,0.8787878787878788,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0034_seed42,stage2,accuracy,0.9971264367816092,0.9971264367816092,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0035_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0036_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0037_seed42,stage2,accuracy,0.3788056206088993,0.382903981264637,-0.0040983606557377095
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0038_seed42,stage2,accuracy,0.8228511530398323,0.8238993710691824,-0.0010482180293501786
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0039_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0040_seed42,stage2,accuracy,0.8486140724946695,0.8486140724946695,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0041_seed42,stage2,accuracy,0.9766081871345028,0.9766081871345029,-1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0042_seed42,stage2,accuracy,0.8594594594594595,0.8594594594594595,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0043_seed42,stage2,accuracy,0.991869918699187,0.991869918699187,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0044_seed42,stage2,accuracy,0.9675925925925926,0.9675925925925926,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0045_seed42,stage2,accuracy,0.6228070175438597,0.6228070175438597,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0046_seed42,stage2,accuracy,0.9145907473309608,0.9145907473309609,-1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0047_seed42,stage2,accuracy,0.7692307692307693,0.7692307692307693,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0048_seed42,stage2,accuracy,0.6772727272727272,0.6772727272727272,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0049_seed42,stage2,accuracy,0.8715151515151515,0.8715151515151515,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0050_seed42,stage2,accuracy,0.9949238578680204,0.9949238578680203,1.1102230246251565e-16
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0051_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0052_seed42,stage2,accuracy,0.8941176470588236,0.8941176470588236,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0053_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0054_seed42,stage2,accuracy,0.9423529411764706,0.9423529411764706,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0055_seed42,stage2,accuracy,0.8556085918854416,0.8556085918854416,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0056_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0057_seed42,stage2,accuracy,0.8504273504273504,0.8490028490028491,0.0014245014245013454
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0058_seed42,stage2,accuracy,0.6940418679549114,0.6972624798711755,-0.0032206119162641045
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0059_seed42,stage2,accuracy,0.8441091954022989,0.8491379310344828,-0.005028735632183867
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0060_seed42,stage2,accuracy,0.7425287356321839,0.7425287356321839,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0061_seed42,stage2,accuracy,0.9413919413919414,0.9438339438339438,-0.0024420024420024333
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0062_seed42,stage2,accuracy,0.6431095406360424,0.6431095406360424,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0063_seed42,stage2,accuracy,0.817047817047817,0.817047817047817,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0064_seed42,stage2,accuracy,0.9620253164556962,0.9636075949367089,-0.0015822784810126667
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0065_seed42,stage2,accuracy,0.594059405940594,0.594059405940594,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0066_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0067_seed42,stage2,accuracy,0.5175879396984925,0.5175879396984925,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0068_seed42,stage2,accuracy,0.8058950395398994,0.8080517613227893,-0.0021567217828899476
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0069_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0070_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0071_seed42,stage2,accuracy,0.9969262295081968,0.9969262295081968,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0072_seed42,stage2,accuracy,0.9294117647058824,0.9294117647058824,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0073_seed42,stage2,accuracy,0.9120458891013384,0.9120458891013384,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0074_seed42,stage2,accuracy,0.9047619047619048,0.9047619047619048,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0075_seed42,stage2,accuracy,0.8737373737373737,0.8737373737373737,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0076_seed42,stage2,accuracy,0.7947019867549668,0.7947019867549668,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0077_seed42,stage2,accuracy,0.9932998324958124,0.9932998324958124,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0078_seed42,stage2,accuracy,0.5534441805225653,0.5494853523357086,0.003958828186856667
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0079_seed42,stage2,accuracy,0.6625766871165644,0.6625766871165644,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0080_seed42,stage2,accuracy,0.421019509125236,0.4222781623662681,-0.0012586532410320816
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0081_seed42,stage2,accuracy,0.9954337899543378,0.9954337899543378,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0082_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0083_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0084_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0085_seed42,stage2,accuracy,0.9866863905325444,0.9866863905325444,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0086_seed42,stage2,accuracy,0.5177304964539007,0.513217279174726,0.004513217279174642
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0087_seed42,stage2,accuracy,0.8467741935483871,0.8467741935483871,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0088_seed42,stage2,accuracy,0.932761087267525,0.9284692417739628,0.0042918454935622075
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0089_seed42,stage2,accuracy,0.5534521158129176,0.5116926503340757,0.041759465478841906
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0090_seed42,stage2,accuracy,0.4239450441609421,0.4259077526987242,-0.001962708537782132
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0091_seed42,stage2,accuracy,0.9823788546255506,0.9823788546255506,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0092_seed42,stage2,accuracy,0.7980922098569158,0.7917329093799682,0.006359300476947549
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0093_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0094_seed42,stage2,accuracy,0.9603174603174603,0.9603174603174603,0.0
tabicl-v2,faware_ft_minus_ft,faware_ft,ft,stage2_graph_scm_0095_seed42,stage2,accuracy,0.9798657718120806,0.9798657718120806,0.0
