dataset,model,method,metric,n,mean,std,min,max,source_path
OpenML-CC18,TabICLv2,Last-block,balanced_accuracy,65,0.8389917271046733,0.1670110465627314,0.2352767821585026,1.0,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
OpenML-CC18,TabICLv2,Last-block,coverage_adaptation_applied,1,64.0,0.0,64.0,64.0,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
OpenML-CC18,TabICLv2,Last-block,coverage_failed,1,2.0,0.0,2.0,2.0,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
OpenML-CC18,TabICLv2,Last-block,coverage_fallback,1,1.0,0.0,1.0,1.0,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
OpenML-CC18,TabICLv2,Last-block,coverage_result_rows,1,67.0,0.0,67.0,67.0,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
OpenML-CC18,TabICLv2,Last-block,coverage_status_ok,1,65.0,0.0,65.0,65.0,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
OpenML-CC18,TabICLv2,Last-block,f1,65,0.8840681800276669,0.14193717929696859,0.2215290604686654,1.0,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
OpenML-CC18,TabICLv2,Last-block,fit_seconds,65,23.71326206647433,40.61463643412542,1.5769469738006592,195.7743501663208,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
OpenML-CC18,TabICLv2,Last-block,log_loss,65,0.2552109838131595,0.29511985590200324,3.3013067616039645e-06,1.784656135229952,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
OpenML-CC18,TabICLv2,Last-block,peft_trainable_params,64,2681098.0,0.0,2681098.0,2681098.0,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
OpenML-CC18,TabICLv2,Last-block,peft_trainable_ratio,64,0.0973095562621401,6.993747673752626e-17,0.0973095562621401,0.0973095562621401,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
OpenML-CC18,TabICLv2,Last-block,predict_seconds,65,62.05145786725558,404.09083034838534,0.1609776020050048,3262.223573923111,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
OpenML-CC18,TabICLv2,Last-block,roc_auc,65,0.930949585933305,0.10689083463454312,0.5256189633758371,1.0,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
OpenML-CC18,TabICLv2,Last-block,ttt_applied,65,0.9846153846153847,0.12403473458920845,0.0,1.0,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
OpenML-CC18,TabICLv2,Last-block,ttt_loss,64,0.28183764760200347,0.3085393273220066,6.877123450976796e-05,1.7815449237823486,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
OpenML-CC18,TabICLv2,Last-block,ttt_oom_fallback,65,0.015384615384615385,0.12403473458920845,0.0,1.0,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
OpenML-CC18,TabICLv2,Last-block,ttt_stopped_early,65,0.9692307692307692,0.17403580533459634,0.0,1.0,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
OpenML-CC18,TabICLv2,Last-block,ttt_update_seconds,65,22.5272393483382,37.97177316466921,1.559051513671875,187.5347547531128,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
OpenML-CC18,TabICLv2,Last-block,ttt_val_baseline_accuracy,64,0.8799421166564658,0.14291187582647136,0.171875,1.0,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
OpenML-CC18,TabICLv2,Last-block,ttt_val_best_accuracy,64,0.8815560262356819,0.14121585315933055,0.1875,1.0,/home/crc00006699/zh/tabiclv2/results/PEFT/tabiclv2/last_layers/openmlcc18_peft_2x3_full_20260717_113939/all_classification_results.csv
Graph-SCM,TabICLv2,Infer,accuracy,512,0.819710736634899,0.2216970642123941,0.1456338567598621,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/infer/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,Infer,balanced_accuracy,512,0.7648437259187999,0.265988257242095,0.1,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/infer/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,Infer,coverage_adaptation_applied,1,0.0,0.0,0.0,0.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/infer/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,Infer,coverage_failed,1,0.0,0.0,0.0,0.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/infer/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,Infer,coverage_fallback,1,0.0,0.0,0.0,0.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/infer/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,Infer,coverage_result_rows,1,512.0,0.0,512.0,512.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/infer/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,Infer,coverage_status_ok,1,512.0,0.0,512.0,512.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/infer/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,Infer,f1,512,0.8046077764655326,0.24285585999133047,0.0504006706722384,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/infer/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,Infer,fit_seconds,512,0.5927352327853441,0.24211845940514673,0.3589277267456054,1.7741518020629885,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/infer/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,Infer,log_loss,512,0.442815479418301,0.5521612586055256,1.7123579477279745e-07,2.2758787243233978,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/infer/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,Infer,predict_seconds,512,3.128305222839117,6.098942720056404,0.1221182346343994,44.385404109954834,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/infer/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,Infer,roc_auc,512,0.9217094795354948,0.1165430619682185,0.5184398648943784,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/infer/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,accuracy,512,0.8199752850109925,0.22147987010991232,0.146112600536193,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,balanced_accuracy,512,0.7651969098467535,0.2657908792860112,0.1,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,coverage_adaptation_applied,1,506.0,0.0,506.0,506.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,coverage_failed,1,0.0,0.0,0.0,0.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,coverage_fallback,1,6.0,0.0,6.0,6.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,coverage_result_rows,1,512.0,0.0,512.0,512.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,coverage_status_ok,1,512.0,0.0,512.0,512.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,f1,512,0.8049957086720616,0.24246130317823245,0.0504006706722384,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,fit_seconds,512,13.979828961659223,20.714990555214147,2.5742359161376953,177.81753873825073,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,log_loss,512,0.442150684898748,0.5517460306048427,1.7123579477279745e-07,2.2751743608636428,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,predict_seconds,512,3.619766647927463,7.649238033307603,0.0891807079315185,77.26685500144958,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,roc_auc,512,0.9217767379237625,0.11639766812108956,0.5184398648943784,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,ttt_applied,512,0.98828125,0.10772225920023014,0.0,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,ttt_c_label_coverage_ok,512,1.0,0.0,1.0,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,ttt_loss,506,0.45958657686047527,0.5606671822329526,2.9227049935798277e-07,2.3085254430770874,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,ttt_oom_fallback,512,0.01171875,0.10772225920023014,0.0,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,ttt_stopped_early,512,0.986328125,0.11623830770482764,0.0,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,ttt_update_seconds,512,13.749446020461619,20.550184822104335,2.554208755493164,176.48760628700256,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,ttt_val_baseline_accuracy,506,0.8136365749513887,0.22310293435364287,0.132572877059569,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,ttt_val_best_accuracy,506,0.8200866406087219,0.21823367275185715,0.1406844106463878,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,ttt_wise_alpha,512,0.10000000000000002,8.890470540590263e-16,0.1,0.1,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,ttt_wise_applied,512,0.609375,0.4883676232314583,0.0,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,FT,ttt_wise_ft,512,1.0,0.0,1.0,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,accuracy,512,0.8201278563578862,0.2212322077628841,0.1457296055151283,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,balanced_accuracy,512,0.7651589817473567,0.2656609302952805,0.1,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,coverage_adaptation_applied,1,508.0,0.0,508.0,508.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,coverage_failed,1,0.0,0.0,0.0,0.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,coverage_fallback,1,4.0,0.0,4.0,4.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,coverage_result_rows,1,512.0,0.0,512.0,512.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,coverage_status_ok,1,512.0,0.0,512.0,512.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,f1,512,0.8049977677625334,0.24247160732876738,0.0504006706722384,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,fit_seconds,512,13.675701641943306,19.85078760217506,2.6041815280914307,179.38627696037292,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,log_loss,512,0.44201955910274654,0.5517408651010837,1.7123579477279745e-07,2.2753310431732,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,predict_seconds,512,3.0996105754747987,5.951390164351559,0.1042604446411132,41.911046743392944,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,roc_auc,512,0.9217454654315393,0.11646130212236604,0.5184398648943784,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,ttt_applied,512,0.9921875,0.08812850872947202,0.0,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,ttt_c_f_distance_mean,508,87.47640653255058,1883.4155351038182,1.4512338860293847,42453.89044916308,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,ttt_c_f_distance_std,508,1.8893559292587394,5.40210660306785,0.0,90.36958036396337,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,ttt_c_label_coverage_ok,512,1.0,0.0,1.0,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,ttt_loss,508,0.45609468364854033,0.5578447011524905,2.735741304604744e-07,2.279558777809143,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,ttt_oom_fallback,512,0.0078125,0.08812850872947202,0.0,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,ttt_stopped_early,512,0.984375,0.12414088329035519,0.0,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,ttt_update_seconds,512,13.43695710413158,19.635667046021226,2.5820157527923584,178.7414164543152,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,ttt_val_baseline_accuracy,508,0.8142113302198697,0.22286484930145636,0.132572877059569,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,ttt_val_best_accuracy,508,0.8213297112389352,0.21701689987906522,0.1376425855513308,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,ttt_wise_alpha,512,0.10000000000000002,8.890470540590263e-16,0.1,0.1,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,ttt_wise_applied,512,0.609375,0.4883676232314583,0.0,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
Graph-SCM,TabICLv2,F-aware FT,ttt_wise_ft,512,1.0,0.0,1.0,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/合成数据实验/matrix/tabiclv2_graph_scm_2x3_full_20260716_090925/tabicl-v2/faware_ft/seed42/all_classification_results.csv
data184,TabPFNv3,Infer,accuracy,184,0.8550966862161972,0.12642643851549348,0.403183023872679,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/infer_baseline/seed_sweep_20260702_153706/seed10/all_classification_results.csv
data184,TabPFNv3,Infer,balanced_accuracy,184,0.7803945875999372,0.1708877199619345,0.1428571428571428,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/infer_baseline/seed_sweep_20260702_153706/seed10/all_classification_results.csv
data184,TabPFNv3,Infer,coverage_adaptation_applied,1,0.0,0.0,0.0,0.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/infer_baseline/seed_sweep_20260702_153706/seed10/all_classification_results.csv
data184,TabPFNv3,Infer,coverage_failed,1,0.0,0.0,0.0,0.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/infer_baseline/seed_sweep_20260702_153706/seed10/all_classification_results.csv
data184,TabPFNv3,Infer,coverage_fallback,1,0.0,0.0,0.0,0.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/infer_baseline/seed_sweep_20260702_153706/seed10/all_classification_results.csv
data184,TabPFNv3,Infer,coverage_result_rows,1,184.0,0.0,184.0,184.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/infer_baseline/seed_sweep_20260702_153706/seed10/all_classification_results.csv
data184,TabPFNv3,Infer,coverage_status_ok,1,184.0,0.0,184.0,184.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/infer_baseline/seed_sweep_20260702_153706/seed10/all_classification_results.csv
data184,TabPFNv3,Infer,f1,184,0.8466525635286853,0.13677243916636203,0.2316968605998004,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/infer_baseline/seed_sweep_20260702_153706/seed10/all_classification_results.csv
data184,TabPFNv3,Infer,fit_seconds,184,0.7148630891157233,0.306408135945869,0.506976842880249,2.6567916870117188,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/infer_baseline/seed_sweep_20260702_153706/seed10/all_classification_results.csv
data184,TabPFNv3,Infer,log_loss,184,0.3247480437007533,0.27103688717199287,1.2997894562074718e-05,1.508819754856953,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/infer_baseline/seed_sweep_20260702_153706/seed10/all_classification_results.csv
data184,TabPFNv3,Infer,predict_seconds,184,5.526689622713172,15.916619313455028,0.4712848663330078,116.9245674610138,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/infer_baseline/seed_sweep_20260702_153706/seed10/all_classification_results.csv
data184,TabPFNv3,Infer,roc_auc,184,0.9036757532118781,0.10393918204562647,0.5040443904957866,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/infer_baseline/seed_sweep_20260702_153706/seed10/all_classification_results.csv
data184,TabPFNv3,FT,accuracy,183,0.855762232261294,0.12668556406439166,0.403183023872679,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/tabpfnv3_best_para/all_classification_results.csv
data184,TabPFNv3,FT,balanced_accuracy,183,0.7802574245640006,0.17359488091058298,0.1428571428571428,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/tabpfnv3_best_para/all_classification_results.csv
data184,TabPFNv3,FT,coverage_adaptation_applied,1,183.0,0.0,183.0,183.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/tabpfnv3_best_para/all_classification_results.csv
data184,TabPFNv3,FT,coverage_failed,1,1.0,0.0,1.0,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/tabpfnv3_best_para/all_classification_results.csv
data184,TabPFNv3,FT,coverage_fallback,1,1.0,0.0,1.0,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/tabpfnv3_best_para/all_classification_results.csv
data184,TabPFNv3,FT,coverage_result_rows,1,184.0,0.0,184.0,184.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/tabpfnv3_best_para/all_classification_results.csv
data184,TabPFNv3,FT,coverage_status_ok,1,183.0,0.0,183.0,183.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/tabpfnv3_best_para/all_classification_results.csv
data184,TabPFNv3,FT,f1,183,0.8471113735867242,0.13743247269175934,0.2316968605998004,1.0,/Users/zhuhao/experiment/second_learning/tabiclv2_test/results/tabpfn/v3/tabpfnv3_best_para/all_classification_results.csv
