dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_wise_ft,ttt_wise_alpha,ttt_wise_applied,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
OpenML-ID-32,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-32,multiclass,8793,1759,2199,16,10,0.9972714870395636,0.9972742335430836,0.9972309029574288,0.9998063393099016,0.012018639426652,10.590845108032228,3.4870858192443848,ok,,8793,7034,0,2199,0.0037930589169263,True,0.1,False,8,1e-05,True,10.394569635391235,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=10992>=2000,30,1,epoch_chunk,accuracy,0.9982944855031268,0.9982944855031268,0.9982944855031268,0.9982944855031268,0,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-37,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-37,binclass,614,123,154,8,2,0.7272727272727273,0.7232230932973366,0.6877777777777778,0.8131481481481481,0.5093033674423961,2.8541955947875977,0.4709603786468506,ok,,614,491,0,154,0.4107578694820404,True,0.1,True,8,1e-05,True,2.8210020065307617,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=768<2000,30,1,epoch_chunk,accuracy,0.7967479674796748,0.7967479674796748,0.7967479674796748,0.7967479674796748,0,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-38,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-38,binclass,3017,604,755,29,2,0.9920529801324504,0.9918835432876844,0.944946955295272,0.9995400748144968,0.0161445149064127,7.109606027603149,1.2966196537017822,ok,,3017,2413,0,755,0.0372095629572868,True,0.1,False,11,1e-05,True,6.999523878097534,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=3772>=2000,30,1,epoch_chunk,accuracy,0.98841059602649,0.9933774834437086,0.98841059602649,0.9933774834437086,3,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-40668,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40668,multiclass,54045,10809,13512,42,3,0.8698934280639432,0.8586819085407357,0.7098703321243104,0.952755637796482,0.3146882228345741,303.7694115638733,92.53085684776306,ok,,54045,43236,0,13512,0.4810431748628616,True,0.1,False,140,1e-05,True,301.69690442085266,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=67557>=2000,30,5,epoch_chunk,accuracy,0.8514201128689055,0.863817189379221,0.8514201128689055,0.863817189379221,20,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-40670,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40670,multiclass,2548,510,638,180,3,0.9717868338557992,0.9719225529564052,0.9714135951918074,0.9979772319220652,0.078794319191379,28.28824734687805,5.4657816886901855,ok,,2548,2038,0,638,0.1060030274093151,True,0.1,False,13,1e-05,True,27.64628481864929,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=3186>=2000,30,1,epoch_chunk,accuracy,0.9705882352941176,0.976470588235294,0.9705882352941176,0.976470588235294,5,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-40701,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40701,binclass,4000,800,1000,20,2,0.967,0.9656316025636732,0.8948348318595761,0.9358317027056036,0.1202139963608891,8.301072835922241,1.565415382385254,ok,,4000,3200,0,1000,0.1109844036400318,True,0.1,False,13,1e-05,True,8.209587812423706,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=5000>=2000,30,1,epoch_chunk,accuracy,0.97125,0.97375,0.97125,0.97375,5,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-40927,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40927,multiclass,0,0,0,0,0,,,,,,0.0,0.0,fail,"OutOfMemoryError: CUDA out of memory. Tried to allocate 16.48 GiB. GPU 0 has a total capacity of 23.57 GiB of which 806.69 MiB is free. Process 33793 has 254.00 MiB memory in use. Process 84037 has 22.52 GiB memory in use. Of the allocated memory 22.08 GiB is allocated by PyTorch, and 109.27 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0,0,0,0,,False,,False,0,,False,0.0,,,0,0,,,,,,,0,False,False,,,,,,,,True
OpenML-ID-40966,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40966,multiclass,864,173,216,77,8,1.0,1.0,1.0,1.0,5.488049215240437e-06,6.762762546539307,0.838331937789917,ok,,864,691,0,216,7.604775419167709e-06,True,0.1,True,8,1e-05,True,6.562246084213257,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=1080<2000,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-40975,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40975,multiclass,1382,277,346,6,4,1.0,1.0,1.0,1.0,0.0074876493250172,8.851043462753296,0.4367430210113525,ok,,1382,1105,0,346,0.0001357391956844,True,0.1,True,29,1e-05,True,8.823328495025635,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=1728<2000,30,1,epoch_chunk,accuracy,0.9747292418772564,1.0,0.9747292418772564,1.0,21,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-40978,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40978,binclass,2623,525,656,1558,2,0.975609756097561,0.9750160497787028,0.9266882516188716,0.9742522355843356,0.0761153176583176,31.97562837600708,82.27954840660095,ok,,2623,2098,0,656,,True,0.1,False,0,1e-05,False,24.575464010238647,full_train_epoch_chunks,"full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=3279>=2000 | TTT OOM; used original model parameters for inference: OutOfMemoryError: CUDA out of memory. Tried to allocate 800.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 592.69 MiB is free. Process 33793 has 254.00 MiB memory in use. Process 97149 has 22.73 GiB memory in use. Of the allocated memory 22.33 GiB is allocated by PyTorch, and 103.52 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0,0,,,,,,,0,False,True,"TTT OOM; used original model parameters for inference: OutOfMemoryError: CUDA out of memory. Tried to allocate 800.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 592.69 MiB is free. Process 33793 has 254.00 MiB memory in use. Process 97149 has 22.73 GiB memory in use. Of the allocated memory 22.33 GiB is allocated by PyTorch, and 103.52 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",random,none,tabicl_encoded_l2,,,,True
OpenML-ID-40979,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40979,multiclass,1600,320,400,240,10,0.975,0.97494801061037,0.975,0.9995625,0.1155385011190398,26.863832235336304,4.816926002502441,ok,,1600,1280,0,400,0.0376962982118129,True,0.1,False,11,1e-05,True,26.113184690475464,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=2000>=2000,30,1,epoch_chunk,accuracy,0.98125,0.9875,0.98125,0.9875,3,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-40982,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40982,multiclass,1552,311,389,27,7,0.8226221079691517,0.8226266401647773,0.8338703879430697,0.9744390499308068,0.455129615835978,8.843289852142334,0.7248289585113525,ok,,1552,1241,0,389,0.4463990926742553,True,0.1,True,17,1e-05,True,8.746218204498291,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=1941<2000,30,1,epoch_chunk,accuracy,0.8070739549839229,0.8231511254019293,0.8070739549839229,0.8231511254019293,9,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-40983,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40983,binclass,3871,775,968,5,2,0.9907024793388428,0.9907442143279488,0.95880920389654,0.9981944910984212,0.0250664348775465,7.804075002670288,0.7285194396972656,ok,,3871,3096,0,968,0.0288349455222487,True,0.1,False,19,1e-05,True,7.760554075241089,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=4839>=2000,30,1,epoch_chunk,accuracy,0.9870967741935484,0.990967741935484,0.9870967741935484,0.990967741935484,11,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-40984,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40984,multiclass,1848,370,462,16,7,0.9545454545454546,0.9545478826122294,0.9545454545454544,0.997179588088679,0.1387939391348863,4.959698438644409,0.6717867851257324,ok,,1848,1478,0,462,0.1408797577023506,True,0.1,False,11,1e-05,True,4.891632556915283,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=2310>=2000,30,1,epoch_chunk,accuracy,0.9486486486486486,0.954054054054054,0.9486486486486486,0.954054054054054,3,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-40994,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40994,binclass,432,87,108,18,2,0.9537037037037036,0.94537072123279,0.7222222222222222,0.9180695847362514,0.1599311621265109,3.2079858779907227,0.4867372512817383,ok,,432,345,0,108,0.1722505018115043,True,0.1,True,8,1e-05,True,3.158774852752685,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=540<2000,30,1,epoch_chunk,accuracy,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9655172413793104,0,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-40996,,,,,,,,,,,,,,,fail,recovery process exit=1; artifact validation failed: ValueError: single-task artifact contains worker sentinel: ['__WORKER_EXIT__0'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenML-ID-41027,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-41027,multiclass,35855,7171,8964,6,3,0.96842927264614,0.968250057599054,0.9470340610314562,0.9975516845420042,0.1047931841617884,76.74969458580017,26.06627345085144,ok,,35855,28684,0,8964,0.2056809291243553,True,0.1,False,57,1e-05,True,76.32797908782959,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=44819>=2000,30,3,epoch_chunk,accuracy,0.8933203179472877,0.9591409845209872,0.8933203179472877,0.9591409845209872,11,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-4134,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-4134,binclass,3000,600,751,1776,2,0.7842876165113183,0.7841279267059319,0.7820838809210902,0.8611793611793611,0.4682092274336771,37.20756459236145,102.07812786102296,ok,,3000,2400,0,751,,True,0.1,False,0,1e-05,False,28.755663871765137,full_train_epoch_chunks,"full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=3751>=2000 | TTT OOM; used original model parameters for inference: OutOfMemoryError: CUDA out of memory. Tried to allocate 2.03 GiB. GPU 0 has a total capacity of 23.57 GiB of which 1.28 GiB is free. Process 33793 has 254.00 MiB memory in use. Process 10615 has 22.03 GiB memory in use. Of the allocated memory 21.64 GiB is allocated by PyTorch, and 85.84 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0,0,,,,,,,0,False,True,"TTT OOM; used original model parameters for inference: OutOfMemoryError: CUDA out of memory. Tried to allocate 2.03 GiB. GPU 0 has a total capacity of 23.57 GiB of which 1.28 GiB is free. Process 33793 has 254.00 MiB memory in use. Process 10615 has 22.03 GiB memory in use. Of the allocated memory 21.64 GiB is allocated by PyTorch, and 85.84 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",random,none,tabicl_encoded_l2,,,,True
OpenML-ID-44,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-44,binclass,3680,736,921,57,2,0.9587404994571118,0.9587404994571118,0.9568041114961936,0.9920317544950976,0.1127599270116248,13.57245707511902,4.057889461517334,ok,,3680,2944,0,921,0.1308740302920341,True,0.1,False,8,1e-05,True,13.3158221244812,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=4601>=2000,30,1,epoch_chunk,accuracy,0.967391304347826,0.967391304347826,0.967391304347826,0.967391304347826,0,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-4534,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-4534,binclass,8844,1769,2211,30,2,0.9796472184531886,0.9796279672375264,0.978497239675724,0.9987400321623368,0.0455411145693825,22.441707611083984,6.243598222732544,ok,,8844,7075,0,2211,0.0664729066193103,True,0.1,False,12,1e-05,True,22.170828342437744,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=11055>=2000,30,1,epoch_chunk,accuracy,0.9762577727529678,0.9785189372526852,0.9762577727529678,0.9785189372526852,4,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-4538,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-4538,multiclass,7898,1580,1975,32,5,0.8470886075949368,0.8462401647646055,0.8283058954590364,0.97277773511757,0.4325144838715838,51.052483320236206,5.662230968475342,ok,,7898,6318,0,1975,0.5624591410160065,True,0.1,False,30,1e-05,True,50.73499155044556,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=9873>=2000,30,1,epoch_chunk,accuracy,0.7867088607594936,0.8031645569620253,0.7867088607594936,0.8031645569620253,24,False,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-458,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-458,multiclass,672,135,169,70,4,1.0,1.0,1.0,1.0,0.0015953189377222,8.925097227096558,0.947169542312622,ok,,672,537,0,169,0.000445971978479,True,0.1,True,8,1e-05,True,8.753123760223389,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=841<2000,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-46,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-46,multiclass,2552,511,638,60,3,0.9592476489028212,0.959210519048096,0.9517119368727686,0.9968684201627784,0.096339415461365,17.18332600593567,2.913954734802246,ok,,2552,2041,0,638,0.0952693149447441,True,0.1,False,15,1e-05,True,16.95857286453247,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=3190>=2000,30,1,epoch_chunk,accuracy,0.9686888454011742,0.9726027397260274,0.9686888454011742,0.9726027397260274,7,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-469,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-469,multiclass,637,128,160,4,6,0.23125,0.2214252165240774,0.2352767821585026,0.566073576595207,1.7849968486640022,17.780875205993652,0.4417202472686767,ok,,637,509,0,160,1.7723641991615295,True,0.1,True,23,1e-05,True,17.75899577140808,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=797<2000,30,1,epoch_chunk,accuracy,0.171875,0.2265625,0.171875,0.2265625,15,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-50,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-50,binclass,766,154,192,9,2,0.984375,0.9842887261261803,0.9776119402985076,1.0,0.0253430431672754,8.868204355239868,0.6303830146789551,ok,,766,612,0,192,0.0038063364336267,True,0.1,True,16,1e-05,True,8.836689949035645,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=958<2000,30,1,epoch_chunk,accuracy,0.987012987012987,1.0,0.987012987012987,1.0,8,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-54,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-54,multiclass,676,136,170,18,4,0.8764705882352941,0.87399709513435,0.8766233766233766,0.974834843975469,0.2566074006250028,7.821615695953369,0.7601370811462402,ok,,676,540,0,170,0.2181732431054115,True,0.1,True,11,1e-05,True,7.7634117603302,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=846<2000,30,1,epoch_chunk,accuracy,0.9044117647058824,0.9117647058823528,0.9044117647058824,0.9117647058823528,3,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-554,,,,,,,,,,,,,,,fail,recovery process exit=1; artifact validation failed: ValueError: single-task artifact contains worker sentinel: ['__WORKER_EXIT__0'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenML-ID-6332,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-6332,binclass,432,87,108,37,2,0.8888888888888888,0.8888888888888888,0.8863955119214586,0.9488078541374474,0.278223171712324,23.08974575996399,0.7894690036773682,ok,,432,345,0,108,0.3084719777107239,True,0.1,True,11,1e-05,True,23.023669242858887,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=540<2000,30,1,epoch_chunk,accuracy,0.7126436781609196,0.7471264367816092,0.7126436781609196,0.7471264367816092,3,True,False,,random,none,tabicl_encoded_l2,,,,True
