dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_baseline_accuracy,ttt_val_best_roc_auc,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_best_accuracy
PhishingWebsites,/home/crc00006699/zh/tabiclv2/data172/PhishingWebsites,binclass,8844,1769,2211,30,2,0.9787426503844414,0.9787299397526986,0.9778929524693712,0.9983214244267976,0.0521010834828007,159.64989066123962,1.8469054698944087,ok,,8844,7075,0,2211,,120,5e-06,True,159.64957523345947,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,0,False,False,,,,,
PieChart3,/home/crc00006699/zh/tabiclv2/data172/PieChart3,binclass,861,173,216,37,2,0.8703703703703703,0.8293750000000001,0.5291005291005291,0.8600823045267489,0.2879784405182373,49.28465414047241,0.6025340557098389,ok,,861,688,0,216,,30,5e-06,True,49.284241676330566,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
Pima_Indians_Diabetes_Database,/home/crc00006699/zh/tabiclv2/data172/Pima_Indians_Diabetes_Database,binclass,614,123,154,8,2,0.7532467532467533,0.7448082577799559,0.7035185185185185,0.8588888888888889,0.4614293075027772,52.80183935165405,0.4570341110229492,ok,,614,491,0,154,,30,5e-06,True,52.80151057243347,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
PizzaCutter3,/home/crc00006699/zh/tabiclv2/data172/PizzaCutter3,binclass,834,167,209,37,2,0.8708133971291866,0.8343952016712312,0.5291304347826087,0.8821739130434783,0.2571710212460187,29.55905175209045,0.5583853721618652,ok,,834,667,0,209,,30,5e-06,True,29.55864405632019,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
Pumpkin_Seeds,/home/crc00006699/zh/tabiclv2/data172/Pumpkin_Seeds,binclass,2000,400,500,12,2,0.882,0.881910531108713,0.8812500000000001,0.944727564102564,0.3073340714325129,40.94779467582703,0.7174303531646729,ok,,2000,1600,0,500,,30,5e-06,True,40.94743037223816,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
QSAR_biodegradation,/home/crc00006699/zh/tabiclv2/data172/QSAR_biodegradation,binclass,843,169,211,41,2,0.8815165876777251,0.8803938097917156,0.8586519114688129,0.9370221327967808,0.3126431381538871,30.413362741470337,0.5621676445007324,ok,,843,674,0,211,,30,5e-06,True,30.41293954849243,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
Rain_in_Australia,/home/crc00006699/zh/tabiclv2/data172/Rain_in_Australia,multiclass,116368,23274,29092,18,3,0.8565241303451121,0.8521874470365511,0.7244694346639856,0.9199814439036148,0.349551339949609,1718.4274053573608,32.19090151786804,ok,,116368,93094,0,29092,,1410,5e-06,True,1718.4269762039185,tabpfn_finetune_epoch_chunks,dataset_val_split,30,47,tabpfn_finetuning_api,,,0,False,False,,,,,
SDSS17,/home/crc00006699/zh/tabiclv2/data172/SDSS17,multiclass,80000,16000,20000,12,3,0.97595,0.9758418029714456,0.9716393802421672,0.996653426623898,0.0767903835684174,855.5351464748383,25.453989028930664,ok,,80000,64000,0,20000,,960,5e-06,True,855.5347101688385,tabpfn_finetune_epoch_chunks,dataset_val_split,30,32,tabpfn_finetuning_api,,,0,False,False,,,,,
Shipping,/home/crc00006699/zh/tabiclv2/data200/Shipping,binclass,8799,1760,2200,9,2,0.6913636363636364,0.6825561425344299,0.7323471063802556,0.7365157106593572,0.4975167276943683,33.100181102752686,1.186819076538086,ok,,8799,7039,0,2200,,120,1e-05,True,33.09981870651245,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,5,True,False,,roc_auc,0.7495726811537677,0.7515118670788634,
Telecom_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data172/Telecom_Churn_Dataset,binclass,2666,534,667,17,2,0.9685157421289357,0.9677199400043608,0.9131398082835956,0.9218846084282872,0.1256473859293615,34.71465754508972,0.6895511150360107,ok,,2666,2132,0,667,,60,5e-06,True,34.7141809463501,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
UJI_Pen_Characters,/home/crc00006699/zh/tabiclv2/data172/UJI_Pen_Characters,multiclass,1091,219,273,80,35,0.6227106227106227,0.6164135974595948,0.6323260073260074,0.969331406889907,1.324364573474479,0.0230774879455566,16.02988624572754,ok,,1091,0,0,273,,0,5e-06,False,0.0,,TTT skipped because n_classes > 10 requires ManyClass baseline inference,0,0,,,,0,False,False,,,,,
VulNoneVul,/home/crc00006699/zh/tabiclv2/data200/VulNoneVul,binclass,4553,911,1139,16,2,0.9894644424934153,0.9842245601854184,0.5,0.8134427684117125,0.0542525806262546,8.977765321731567,0.7445876598358154,ok,,4553,3642,0,1139,,60,1e-05,True,8.977425336837769,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,True,False,,roc_auc,0.8753607103218646,0.8753607103218646,
Water_Quality_and_Potability,/home/crc00006699/zh/tabiclv2/data172/Water_Quality_and_Potability,binclass,2620,524,656,8,2,0.6570121951219512,0.6059437136159648,0.5823437499999999,0.6708300781250001,0.6231627071395401,32.7193021774292,0.6029300689697266,ok,,2620,2096,0,656,,60,5e-06,True,32.71889686584473,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
Waterstress,/home/crc00006699/zh/tabiclv2/data200/Waterstress,binclass,950,190,238,22,2,0.7815126050420168,0.7810183246151058,0.7835277483209615,0.8601626016260163,0.4587605272607018,9.258599996566772,0.4412412643432617,ok,,950,760,0,238,,30,1e-05,True,9.258238554000854,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,2,True,False,,roc_auc,0.8717777777777778,0.8762222222222222,
Wilt,/home/crc00006699/zh/tabiclv2/data172/Wilt,binclass,3856,772,965,5,2,0.9917098445595854,0.9915531017299472,0.9412124020557756,0.9880992501474428,0.0326380624271968,22.975313663482662,0.5220799446105957,ok,,3856,3084,0,965,,60,5e-06,True,22.97497940063477,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
abalone,/home/crc00006699/zh/tabiclv2/data172/abalone,multiclass,3341,669,836,8,3,0.6399521531100478,0.6444125462841612,0.6386016419038182,0.8302789373181487,0.7483449179578249,24.61928033828736,0.6012780666351318,ok,,3341,2672,0,836,,60,5e-06,True,24.618892192840576,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
accelerometer,/home/crc00006699/zh/tabiclv2/data172/accelerometer,multiclass,0,0,0,0,0,,,,,,0.0,0.0,fail,"ValueError: The least populated class in y has only 1 member, which is too few. The minimum number of groups for any class cannot be less than 2.",0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,False,,,,,
ada,/home/crc00006699/zh/tabiclv2/data172/ada,binclass,3317,664,830,48,2,0.863855421686747,0.8593927124588376,0.7891383495145632,0.9157953696788648,0.3139005631148037,30.48138737678528,1.1271333694458008,ok,,3317,2653,0,830,,60,5e-06,True,30.48106694221497,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
ada_agnostic,/home/crc00006699/zh/tabiclv2/data172/ada_agnostic,binclass,3649,730,913,48,2,0.8400876232201533,0.8369995571982437,0.7683146889970589,0.8993783794197352,0.3322731989934199,31.98572969436645,1.146658182144165,ok,,3649,2919,0,913,,60,5e-06,True,31.98538064956665,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
ada_prior,/home/crc00006699/zh/tabiclv2/data172/ada_prior,binclass,3649,730,913,14,2,0.8543263964950711,0.8425697029991228,0.7453667432989559,0.8903687340260207,0.3470883057129031,24.71935248374939,0.6831569671630859,ok,,3649,2919,0,913,,60,5e-06,True,24.719022035598755,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
adult,/home/crc00006699/zh/tabiclv2/data200/adult,binclass,32561,6513,16281,14,2,0.8731650390025183,0.8695032324466679,0.7986169579473167,0.9273712540781488,0.278585363383121,181.2416565418244,9.956921100616457,ok,,32561,26048,0,16281,,420,1e-05,True,181.24128079414368,tabpfn_finetune_epoch_chunks,dataset_val_split,30,14,tabpfn_finetuning_api,,,8,True,False,,roc_auc,0.915169156641423,0.9260101550731517,
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,/home/crc00006699/zh/tabiclv2/data172/airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,binclass,1600,320,400,7,2,0.595,0.5861026257976776,0.5789047474440733,0.6545576475351755,0.6435327908923993,23.127514600753784,0.4379093647003174,ok,,1600,1280,0,400,,30,5e-06,True,23.12720274925232,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
allbp,/home/crc00006699/zh/tabiclv2/data172/allbp,multiclass,3017,604,755,29,3,0.9788079470198676,0.975389238731662,0.54352108341028,0.9880270058827288,0.0620322531721188,94.3934290409088,0.7928566932678223,ok,,3017,2413,0,755,,60,5e-06,True,94.39310598373412,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
allrep,/home/crc00006699/zh/tabiclv2/data172/allrep,multiclass,3017,604,755,29,4,0.9827814569536424,0.9822322124435592,0.7254158512720157,0.9965975384150996,0.0386912473229925,26.25120496749878,0.7623238563537598,ok,,3017,2413,0,755,,60,5e-06,True,26.250887632369995,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
analcatdata_authorship,/home/crc00006699/zh/tabiclv2/data172/analcatdata_authorship,multiclass,672,135,169,69,4,0.9940828402366864,0.9940804879569156,0.9957627118644068,0.9999242768178148,0.0151565570119622,23.098652362823486,0.514580488204956,ok,,672,537,0,169,,30,5e-06,True,23.098289489746094,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
artificial-characters,/home/crc00006699/zh/tabiclv2/data172/artificial-characters,multiclass,8174,1635,2044,7,10,0.899706457925636,0.8993594791602918,0.8939849720105716,0.9963107649061472,0.2226961741712284,244.8347239494324,1.0772264003753662,ok,,8174,6539,0,2044,,120,5e-06,True,244.8343529701233,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,0,False,False,,,,,
autoUniv-au4-2500,/home/crc00006699/zh/tabiclv2/data172/autoUniv-au4-2500,multiclass,2000,400,500,100,3,0.732,0.701816700610998,0.5298813782715119,0.7710143128560731,0.6758431415765221,127.68705081939696,1.9238688945770264,ok,,2000,1600,0,500,,30,5e-06,True,127.686696767807,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
autoUniv-au7-1100,/home/crc00006699/zh/tabiclv2/data172/autoUniv-au7-1100,multiclass,880,176,220,12,5,0.4090909090909091,0.3747018699180657,0.3948234089301849,0.7330842778888927,1.3564936890920158,36.19772124290466,0.4507331848144531,ok,,880,704,0,220,,30,5e-06,True,36.197343587875366,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
bank,/home/crc00006699/zh/tabiclv2/data172/bank,binclass,36168,7234,9043,16,2,0.9118655313502156,0.9088059916411902,0.7549470711269832,0.9437323999512316,0.1839451389437349,330.2626564502716,9.750983953475952,ok,,36168,28934,0,9043,,450,5e-06,True,330.26222825050354,tabpfn_finetune_epoch_chunks,dataset_val_split,30,15,tabpfn_finetuning_api,,,0,False,False,,,,,
banknote_authentication,/home/crc00006699/zh/tabiclv2/data172/banknote_authentication,binclass,1097,220,275,4,2,0.5272727272727272,0.4504743899861441,0.4854816243437265,0.5121075752705454,0.6913746105107574,48.896286725997925,0.4330170154571533,ok,,1097,877,0,275,,30,5e-06,True,48.89598107337952,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
baseball,/home/crc00006699/zh/tabiclv2/data172/baseball,multiclass,1072,215,268,16,3,0.9365671641791044,0.9235174328757018,0.5497835497835498,0.967813344073998,0.157450918163585,35.038250207901,0.5321238040924072,ok,,1072,857,0,268,,30,5e-06,True,35.037861347198486,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
car-evaluation,/home/crc00006699/zh/tabiclv2/data172/car-evaluation,multiclass,1382,277,346,21,4,1.0,1.0,1.0,1.0,0.0055150956374427,23.04865860939026,0.4581770896911621,ok,,1382,1105,0,346,,30,5e-06,True,23.04835557937622,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
churn,/home/crc00006699/zh/tabiclv2/data172/churn,binclass,4000,800,1000,20,2,0.97,0.968920424403183,0.9054731297319164,0.9473080193858932,0.1144555299885823,65.34068822860718,0.8946545124053955,ok,,4000,3200,0,1000,,60,5e-06,True,65.34030723571777,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
cmc,/home/crc00006699/zh/tabiclv2/data172/cmc,multiclass,1178,236,295,9,3,0.5830508474576271,0.5794908951580514,0.5537276270375481,0.7596308936184245,0.8789435072376258,22.35050797462464,0.4347016811370849,ok,,1178,942,0,295,,30,5e-06,True,22.35019946098328,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
company_bankruptcy_prediction,/home/crc00006699/zh/tabiclv2/data172/company_bankruptcy_prediction,binclass,5455,1091,1364,95,2,0.9706744868035192,0.964668586501464,0.6223484848484848,0.9616735537190084,0.0723631351392026,123.75514435768127,2.445572853088379,ok,,5455,4364,0,1364,,90,5e-06,True,123.75467658042908,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,0,False,False,,,,,
compass,/home/crc00006699/zh/tabiclv2/data172/compass,binclass,13315,2663,3329,17,2,0.8756383298287774,0.875599917079036,0.8756330850080849,0.9458856693231694,0.289569201032063,408.7199878692627,2.2706751823425293,ok,,13315,10652,0,3329,,180,5e-06,True,408.7196671962738,tabpfn_finetune_epoch_chunks,dataset_val_split,30,6,tabpfn_finetuning_api,,,0,False,False,,,,,
connect-4,/home/crc00006699/zh/tabiclv2/data200/connect-4,multiclass,54045,10809,13512,42,3,0.8567939609236235,0.839017734264913,0.669710846231197,0.940771325156161,0.362679766830938,396.4153046607971,22.50271701812744,ok,,54045,43236,0,13512,,660,1e-05,True,396.4149510860443,tabpfn_finetune_epoch_chunks,dataset_val_split,30,22,tabpfn_finetuning_api,,,7,True,False,,roc_auc,0.9311327969486932,0.9402139818571608,
contraceptive_method_choice,/home/crc00006699/zh/tabiclv2/data172/contraceptive_method_choice,multiclass,1178,236,295,9,3,0.6033898305084746,0.602661229880194,0.5821731677745725,0.7787133939218426,0.8484507431717968,22.907986640930176,0.4533789157867431,ok,,1178,942,0,295,,30,5e-06,True,22.90760707855225,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
credit,/home/crc00006699/zh/tabiclv2/data172/credit,binclass,13371,2675,3343,10,2,0.7819323960514508,0.7818954715388318,0.7819285288870945,0.8638407365729486,0.4651190688520094,106.65002727508544,2.044053316116333,ok,,13371,10696,0,3343,,180,5e-06,True,106.6496410369873,tabpfn_finetune_epoch_chunks,dataset_val_split,30,6,tabpfn_finetuning_api,,,0,False,False,,,,,
credit-g,/home/crc00006699/zh/tabiclv2/data200/credit-g,binclass,800,160,200,20,2,0.79,0.774077578051088,0.6976190476190476,0.8546428571428571,0.4359826764139277,11.76029920578003,0.450204849243164,ok,,800,640,0,200,,30,1e-05,True,11.759938955307009,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,4,True,False,,roc_auc,0.8011532738095238,0.8050595238095238,
customer_satisfaction_in_airline,/home/crc00006699/zh/tabiclv2/data172/customer_satisfaction_in_airline,binclass,103904,20781,25976,21,2,0.961194949183862,0.9612527378016296,0.9627336726836112,0.9951780411769386,0.0857003763610541,978.2050883769988,31.41644096374512,ok,,103904,83123,0,25976,,1260,5e-06,True,978.2046704292296,tabpfn_finetune_epoch_chunks,dataset_val_split,30,42,tabpfn_finetuning_api,,,0,False,False,,,,,
dabetes_130-us_hospitals,/home/crc00006699/zh/tabiclv2/data172/dabetes_130-us_hospitals,binclass,81412,16283,20354,20,2,0.6423307457993515,0.6385555336081092,0.6346388616580203,0.6948954947153334,0.626486992240952,785.8312745094299,26.819595098495483,ok,,81412,65129,0,20354,,990,5e-06,True,785.8308055400848,tabpfn_finetune_epoch_chunks,dataset_val_split,30,33,tabpfn_finetuning_api,,,0,False,False,,,,,
default_of_credit_card_clients,/home/crc00006699/zh/tabiclv2/data172/default_of_credit_card_clients,binclass,24000,4800,6000,23,2,0.8258333333333333,0.8058806173682295,0.6669579335569613,0.8000014029834525,0.4150473131219719,284.8341190814972,5.483653783798218,ok,,24000,19200,0,6000,,300,5e-06,True,284.833379983902,tabpfn_finetune_epoch_chunks,dataset_val_split,30,10,tabpfn_finetuning_api,,,0,False,False,,,,,
delta_ailerons,/home/crc00006699/zh/tabiclv2/data172/delta_ailerons,binclass,5703,1141,1426,5,2,0.9509116409537168,0.9509271394105036,0.9510715139021352,0.9833818096372076,0.1581482166632635,43.30338907241821,0.7019398212432861,ok,,5703,4562,0,1426,,90,5e-06,True,43.30294060707092,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,0,False,False,,,,,
dis,/home/crc00006699/zh/tabiclv2/data172/dis,binclass,3017,604,755,29,2,0.9933774834437086,0.9929111179872836,0.8326603858232391,0.9977568416330193,0.0211498107018816,59.7225456237793,0.888202428817749,ok,,3017,2413,0,755,,60,5e-06,True,59.72220039367676,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
dna,/home/crc00006699/zh/tabiclv2/data172/dna,multiclass,2548,510,638,180,3,0.9717868338557992,0.9718805722228412,0.970227848226782,0.9979946855594716,0.0800870608663721,133.91064929962158,3.0762312412261963,ok,,2548,2038,0,638,,60,5e-06,True,133.91030979156494,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
drug_consumption,/home/crc00006699/zh/tabiclv2/data172/drug_consumption,multiclass,1507,302,377,12,7,0.403183023872679,0.2316968605998004,0.1428571428571428,0.4909768491901888,1.5196107591806474,47.03780913352966,0.499016523361206,ok,,1507,1205,0,377,,30,5e-06,True,47.03739070892334,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
dry_bean_dataset,/home/crc00006699/zh/tabiclv2/data172/dry_bean_dataset,multiclass,10888,2178,2723,16,7,0.927653323540213,0.927691461935784,0.937736909422899,0.9959535811472692,0.1887370781572548,86.53983116149902,1.7840096950531006,ok,,10888,8710,0,2723,,150,5e-06,True,86.5395097732544,tabpfn_finetune_epoch_chunks,dataset_val_split,30,5,tabpfn_finetuning_api,,,0,False,False,,,,,
eeg-eye-state,/home/crc00006699/zh/tabiclv2/data172/eeg-eye-state,binclass,11984,2397,2996,14,2,0.9939919893190922,0.9939915726012408,0.9938597538047236,0.9997716828147412,0.0176477106834324,92.0763099193573,1.9152007102966309,ok,,11984,9587,0,2996,,150,5e-06,True,92.07598638534546,tabpfn_finetune_epoch_chunks,dataset_val_split,30,5,tabpfn_finetuning_api,,,0,False,False,,,,,
electricity,/home/crc00006699/zh/tabiclv2/data172/electricity,binclass,36249,7250,9063,8,2,0.9163632351318548,0.9162486614732888,0.9131218568299104,0.9759545370283628,0.1978074613926607,833.4981024265289,8.976383924484253,ok,,36249,28999,0,9063,,450,5e-06,True,833.4977507591248,tabpfn_finetune_epoch_chunks,dataset_val_split,30,15,tabpfn_finetuning_api,,,0,False,False,,,,,
estimation_of_obesity_levels,/home/crc00006699/zh/tabiclv2/data172/estimation_of_obesity_levels,multiclass,1688,338,423,16,7,0.9929078014184396,0.9929066416706416,0.9926929392446634,0.999919989620334,0.0277769116149859,22.82572221755981,0.4643275737762451,ok,,1688,1350,0,423,,30,5e-06,True,22.82539820671081,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
eucalyptus,/home/crc00006699/zh/tabiclv2/data200/eucalyptus,multiclass,588,118,148,19,5,0.7162162162162162,0.7210154738442931,0.7010796696843208,0.9380407432467384,0.6285605974651097,19.931238651275635,0.4345104694366455,ok,,588,470,0,148,,30,1e-05,True,19.93076586723328,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,14,True,False,,roc_auc,0.9275359183486126,0.9333133468201318,
eye_movements,/home/crc00006699/zh/tabiclv2/data172/eye_movements,multiclass,8748,1750,2188,27,3,0.8903107861060329,0.8902200063048259,0.8952229586361536,0.9797142500246652,0.2687643735849049,259.5252404212952,1.6931257247924805,ok,,8748,6998,0,2188,,120,5e-06,True,259.52484250068665,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,0,False,False,,,,,
eye_movements_bin,/home/crc00006699/zh/tabiclv2/data172/eye_movements_bin,binclass,6086,1218,1522,20,2,0.7982917214191853,0.7982916343439602,0.7982917214191853,0.8900264366168729,0.4226556043906542,164.80863189697266,1.058464288711548,ok,,6086,4868,0,1522,,90,5e-06,True,164.80832266807556,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,0,False,False,,,,,
first-order-theorem-proving,/home/crc00006699/zh/tabiclv2/data172/first-order-theorem-proving,multiclass,4894,979,1224,51,6,0.6258169934640523,0.6067062710235518,0.4954962695372596,0.8498300593909077,1.0517999234624251,68.43135237693787,1.442117691040039,ok,,4894,3915,0,1224,,60,5e-06,True,68.43098759651184,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
gas-drift,/home/crc00006699/zh/tabiclv2/data172/gas-drift,multiclass,11128,2226,2782,128,6,0.9964054636951832,0.9964056621952811,0.9960649503524412,0.9999578078856298,0.0152086232377708,181.5167984962464,5.343055963516235,ok,,11128,8902,0,2782,,150,5e-06,True,181.51645231246948,tabpfn_finetune_epoch_chunks,dataset_val_split,30,5,tabpfn_finetuning_api,,,0,False,False,,,,,
golf_play_dataset_extended,/home/crc00006699/zh/tabiclv2/data172/golf_play_dataset_extended,binclass,876,176,219,9,2,0.9315068493150684,0.932288787386414,0.9087710480020106,0.9752450364413168,0.1765117256500662,21.94335007667541,0.4612066745758056,ok,,876,700,0,219,,30,5e-06,True,21.94295907020569,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
helena,/home/crc00006699/zh/tabiclv2/data200/helena,multiclass,52156,10432,13040,27,100,0.4291411042944785,0.399866727987533,0.2845366453650302,0.907223549189435,2.355791393277169,0.0444035530090332,844.1829073429108,ok,,52156,0,0,13040,,0,1e-05,False,0.0,,TTT skipped because n_classes > 10 requires ManyClass baseline inference,0,0,,,,0,False,False,,,,,
heloc,/home/crc00006699/zh/tabiclv2/data172/heloc,binclass,8000,1600,2000,22,2,0.7275,0.7270298772060181,0.7275,0.8014055000000001,0.5421782756515302,68.3910722732544,1.3757617473602295,ok,,8000,6400,0,2000,,120,5e-06,True,68.3905918598175,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,0,False,False,,,,,
hill-valley,/home/crc00006699/zh/tabiclv2/data172/hill-valley,binclass,969,194,243,100,2,0.9588477366255144,0.9587974896616872,0.9587115566996344,0.997696789052974,0.3069603085473822,29.839919567108154,0.4792389869689941,ok,,969,775,0,243,,30,5e-06,True,29.83960461616516,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
house_16H,/home/crc00006699/zh/tabiclv2/data172/house_16H,binclass,10790,2158,2698,16,2,0.8899184581171238,0.8899180800472141,0.8899184581171238,0.9576602057038104,0.2650875309000455,103.50093984603882,1.7853760719299316,ok,,10790,8632,0,2698,,150,5e-06,True,103.50053787231444,tabpfn_finetune_epoch_chunks,dataset_val_split,30,5,tabpfn_finetuning_api,,,0,False,False,,,,,
htru,/home/crc00006699/zh/tabiclv2/data172/htru,binclass,14318,2864,3580,8,2,0.9801675977653632,0.979929637628743,0.9287755377553776,0.9877664401644016,0.0628001988377811,287.88906240463257,2.133124351501465,ok,,14318,11454,0,3580,,180,5e-06,True,287.8886892795563,tabpfn_finetune_epoch_chunks,dataset_val_split,30,6,tabpfn_finetuning_api,,,0,False,False,,,,,
ibm-employee-performance,/home/crc00006699/zh/tabiclv2/data172/ibm-employee-performance,binclass,1176,236,294,30,2,1.0,1.0,1.0,1.0,1.299389698134889e-05,27.20513272285461,0.5302457809448242,ok,,1176,940,0,294,,30,5e-06,True,27.204750537872314,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
in_vehicle_coupon_recommendation,/home/crc00006699/zh/tabiclv2/data172/in_vehicle_coupon_recommendation,binclass,10147,2030,2537,21,2,0.7729601891998423,0.7708264739587214,0.7618192642131996,0.8496795419856997,0.4731529843126328,197.7445330619812,1.7851002216339111,ok,,10147,8117,0,2537,,150,5e-06,True,197.7441997528076,tabpfn_finetune_epoch_chunks,dataset_val_split,30,5,tabpfn_finetuning_api,,,0,False,False,,,,,
internet_firewall,/home/crc00006699/zh/tabiclv2/data172/internet_firewall,multiclass,0,0,0,0,0,,,,,,0.0,0.0,fail,"ValueError: The least populated class in y has only 1 member, which is too few. The minimum number of groups for any class cannot be less than 2.",0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,False,,,,,
internet_usage,/home/crc00006699/zh/tabiclv2/data172/internet_usage,multiclass,8086,1618,2022,70,46,0.5464886251236399,0.4623145555587305,0.1758701015417923,0.944217724668698,1.3602311359044963,0.0243251323699951,49.60296559333801,ok,,8086,0,0,2022,,0,5e-06,False,0.0,,TTT skipped because n_classes > 10 requires ManyClass baseline inference,0,0,,,,0,False,False,,,,,
jasmine,/home/crc00006699/zh/tabiclv2/data200/jasmine,binclass,2387,478,597,144,2,0.8324958123953099,0.8312402695428937,0.8326412426208165,0.8798680164306076,0.3807866237990267,23.39871120452881,2.452233076095581,ok,,2387,1909,0,597,,30,1e-05,True,23.3983314037323,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,True,False,,roc_auc,0.9069519091052328,0.9069519091052328,
