dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_reserve_ratio,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
spambase,/home/crc00006699/zh/tabiclv2/data184/spambase,binclass,3680,736,921,57,2,0.9598262757871878,0.9597133034687407,0.9552934032406173,0.9901754593836706,0.12266465612185981,12.36002779006958,1.2862839698791504,ok,,3680,2944,0,921,,30,1e-05,True,12.359663248062134,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.9619565217391305,0.9619565217391305,,,0,True,False,,f_mmd,test,standardized_l2,0.05,8.755897123901875,7.1548259310369895,,True
sports_articles_for_objectivity_analysis,/home/crc00006699/zh/tabiclv2/data184/sports_articles_for_objectivity_analysis,binclass,800,160,200,59,2,0.84,0.8378050669321828,0.815769604141948,0.8985007011109912,0.3928852025387525,22.070123195648193,0.4629642963409424,ok,,800,640,0,200,,30,1e-05,True,22.06974196434021,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.8375,0.85625,,,14,True,False,,f_mmd,test,standardized_l2,0.05,7.047942144997194,4.7641625713832605,,True
steel_plates_faults,/home/crc00006699/zh/tabiclv2/data184/steel_plates_faults,multiclass,1552,311,389,27,7,0.8586118251928021,0.8589730902986565,0.8877916430548011,0.9817210284524227,0.37422404528150055,15.224704265594482,0.4486083984375,ok,,1552,1241,0,389,,30,1e-05,True,15.224337339401245,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.7942122186495176,0.8167202572347267,,,7,True,False,,f_mmd,test,standardized_l2,0.05,37.381978418108574,1.6745122809904656,,True
sylvine,/home/crc00006699/zh/tabiclv2/data184/sylvine,binclass,4099,820,1025,20,2,0.9697560975609756,0.9697548884831132,0.9697627314814814,0.9975214729532164,0.06015855813729272,11.312256097793579,0.7662081718444824,ok,,4099,3279,0,1025,,30,1e-05,True,11.311873197555542,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.9780487804878049,0.9817073170731707,,,2,True,False,,f_mmd,test,standardized_l2,0.05,2.6819580007971275,0.4605404270183973,,True
telco-customer-churn,/home/crc00006699/zh/tabiclv2/data184/telco-customer-churn,binclass,5634,1127,1409,18,2,0.808374733853797,0.7990147296109265,0.7150262212922059,0.8504017153633522,0.4110412941918304,23.265047073364258,0.960463285446167,ok,,5634,4507,0,1409,,30,1e-05,True,23.264676332473755,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.8127772848269743,0.8198757763975155,,,9,True,False,,f_mmd,test,standardized_l2,0.05,1.8744802035134682,0.09151165184372069,,True
thyroid-ann,/home/crc00006699/zh/tabiclv2/data184/thyroid-ann,multiclass,3017,604,755,21,3,0.9894039735099338,0.9891461734730105,0.903031217011009,0.9991374838802791,0.03383918421787894,17.5003924369812,0.7056868076324463,ok,,3017,2413,0,755,,30,1e-05,True,17.500013828277588,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.9917218543046358,0.9966887417218543,,,8,True,False,,f_mmd,test,standardized_l2,0.05,7.608014398270633,10.638505201886591,,True
turiye_student_evaluation,/home/crc00006699/zh/tabiclv2/data184/turiye_student_evaluation,multiclass,4656,932,1164,32,5,0.5249140893470791,0.4946930442894746,0.41335008087523173,0.7622653799603686,1.1950485758619234,15.66450572013855,1.0580062866210938,ok,,4656,3724,0,1164,,30,1e-05,True,15.664116144180298,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.5075107296137339,0.5118025751072961,,,3,True,False,,f_mmd,test,standardized_l2,0.05,2.9406910194641593,0.0997119509815928,,True
vehicle,/home/crc00006699/zh/tabiclv2/data184/vehicle,multiclass,676,136,170,18,4,0.8941176470588236,0.8926598118922366,0.8947510822510822,0.9766061846139971,0.2510901936562136,10.23710322380066,0.4333326816558838,ok,,676,540,0,170,,30,1e-05,True,10.2367422580719,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.9044117647058824,0.9191176470588235,,,3,True,False,,f_mmd,test,standardized_l2,0.05,4.491036758993849,3.20205681257405,,True
water_quality,/home/crc00006699/zh/tabiclv2/data184/water_quality,binclass,6396,1280,1600,20,2,0.905625,0.8930288031902895,0.666582712069313,0.907788790898805,0.2184517822015818,16.37951374053955,1.0175371170043945,ok,,6396,5116,0,1600,,30,1e-05,True,16.379151344299316,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.89453125,0.896875,,,4,True,False,,f_mmd,test,standardized_l2,0.05,2.505492927759106,0.7610815188570307,,True
waveform_database_generator_version_1,/home/crc00006699/zh/tabiclv2/data184/waveform_database_generator_version_1,multiclass,4000,800,1000,21,3,0.87,0.8696826244816809,0.8698830973174062,0.9728143601973729,0.29020087260623345,12.260031938552856,0.7622635364532471,ok,,4000,3200,0,1000,,30,1e-05,True,12.2596595287323,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.85375,0.8575,,,3,True,False,,f_mmd,test,standardized_l2,0.05,2.227887633634742,0.2053287922161142,,True
wine,/home/crc00006699/zh/tabiclv2/data184/wine,binclass,2043,409,511,4,2,0.7788649706457925,0.777325124553288,0.7790287990196079,0.8724264705882353,0.44880570215679544,10.165148735046387,0.5179626941680908,ok,,2043,1634,0,511,,30,1e-05,True,10.164774894714355,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.8190709046454768,0.8337408312958435,,,3,True,False,,f_mmd,test,standardized_l2,0.05,3.448447365431737,1.1637056535210328,,True
wine-quality-white,/home/crc00006699/zh/tabiclv2/data184/wine-quality-white,multiclass,3918,784,980,11,7,0.6520408163265307,0.6390003317469134,0.355186756051999,0.8957291060056042,0.7923570360364663,20.461807012557983,0.624603271484375,ok,,3918,3134,0,980,,30,1e-05,True,20.461456537246704,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.6798469387755102,0.6849489795918368,,,13,True,False,,f_mmd,test,standardized_l2,0.05,4.045075943656547,3.4223756910751164,,True
