dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_reserve_ratio,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
Is-this-a-good-customer,/home/crc00006699/zh/tabiclv2/data184/Is-this-a-good-customer,binclass,1378,276,345,13,2,0.8840579710144928,0.829654403567447,0.5,0.7423770491803279,0.3195621416909866,8.286328792572021,0.4582698345184326,ok,,1378,1102,0,345,,30,1e-05,True,8.285938024520874,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.9130434782608695,0.9130434782608695,,,0,True,False,,random,none,,,,,,True
KDD,/home/crc00006699/zh/tabiclv2/data184/KDD,binclass,4025,805,1007,45,2,0.8073485600794439,0.8060876822111309,0.8084447863652503,0.9054957194145263,0.3667904482035727,19.777090787887573,1.2310121059417725,ok,,4025,3220,0,1007,,30,1e-05,True,19.7766432762146,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.8136645962732919,0.8248447204968944,,,4,True,False,,random,none,,,,,,True
Long,/home/crc00006699/zh/tabiclv2/data184/Long,binclass,3581,717,896,19,2,0.9921875,0.9922103018927738,0.9933585988667304,0.999871219368607,0.01873250104595845,9.105209827423096,0.6962440013885498,ok,,3581,2864,0,896,,30,1e-05,True,9.104695320129395,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.99581589958159,0.99581589958159,,,0,True,False,,random,none,,,,,,True
MagicTelescope,/home/crc00006699/zh/tabiclv2/data184/MagicTelescope,binclass,15216,3044,3804,9,2,0.8940588853838065,0.892488930158156,0.8711107837895832,0.948422916386322,0.26091743003207424,48.35559415817261,2.365799903869629,ok,,15216,12172,0,3804,,60,1e-05,True,48.3550910949707,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,2,tabpfn_finetuning_api_random,acc,0.8820630749014454,0.8876478318002629,,,11,True,False,,random,none,,,,,,True
Mobile_Price_Classification,/home/crc00006699/zh/tabiclv2/data184/Mobile_Price_Classification,multiclass,1600,320,400,20,4,0.9825,0.982511816508284,0.9825,0.9995,0.052869343472348514,8.542408227920532,0.4868800640106201,ok,,1600,1280,0,400,,30,1e-05,True,8.541999816894531,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.975,0.975,,,0,True,False,,random,none,,,,,,True
Performance-Prediction,/home/crc00006699/zh/tabiclv2/data184/Performance-Prediction,binclass,1072,215,268,19,2,0.7425373134328358,0.7366111238221777,0.7059052059052059,0.7973821050744128,0.529424233271593,11.667947769165039,0.4532296657562256,ok,,1072,857,0,268,,30,1e-05,True,11.667513608932495,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.6697674418604651,0.6837209302325581,,,4,True,False,,random,none,,,,,,True
PieChart3,/home/crc00006699/zh/tabiclv2/data184/PieChart3,binclass,861,173,216,37,2,0.8796296296296297,0.8350746268656716,0.5343915343915344,0.8549872623946698,0.2800567389682768,8.106360912322998,0.47071361541748047,ok,,861,688,0,216,,30,1e-05,True,8.105933666229248,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.884393063583815,0.884393063583815,,,0,True,False,,random,none,,,,,,True
PizzaCutter3,/home/crc00006699/zh/tabiclv2/data184/PizzaCutter3,binclass,834,167,209,37,2,0.8708133971291866,0.8343952016712312,0.5291304347826087,0.8830434782608696,0.25929998937829574,8.075592041015625,0.4542880058288574,ok,,834,667,0,209,,30,1e-05,True,8.075161695480347,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.8922155688622755,0.8922155688622755,,,0,True,False,,random,none,,,,,,True
QSAR_biodegradation,/home/crc00006699/zh/tabiclv2/data184/QSAR_biodegradation,binclass,843,169,211,41,2,0.8815165876777251,0.8803938097917156,0.8586519114688129,0.9387323943661972,0.3162718776767058,16.840163946151733,0.47337794303894043,ok,,843,674,0,211,,30,1e-05,True,16.839662313461304,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.8461538461538461,0.8698224852071006,,,9,True,False,,random,none,,,,,,True
SDSS17,/home/crc00006699/zh/tabiclv2/data184/SDSS17,multiclass,80000,16000,20000,12,3,0.9763,0.9761725103854906,0.9710189507472323,0.996758487836756,0.07484914555355579,257.76487731933594,25.19096875190735,ok,,80000,64000,0,20000,,210,1e-05,True,257.76434564590454,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,7,tabpfn_finetuning_api_random,acc,0.9750625,0.97525,,,7,True,False,,random,none,,,,,,True
Telecom_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data184/Telecom_Churn_Dataset,binclass,2666,534,667,17,2,0.9700149925037481,0.9691826476871452,0.9140170012660518,0.9218846084282872,0.12656972797851215,11.811769723892212,0.7063696384429932,ok,,2666,2132,0,667,,30,1e-05,True,11.811132192611694,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.9700374531835206,0.9719101123595506,,,2,True,False,,random,none,,,,,,True
Water_Quality_and_Potability,/home/crc00006699/zh/tabiclv2/data184/Water_Quality_and_Potability,binclass,2620,524,656,8,2,0.649390243902439,0.5781372934697089,0.5641406250000001,0.6676464843750001,0.6264848155667776,22.975631713867188,0.6141564846038818,ok,,2620,2096,0,656,,30,1e-05,True,22.975141048431396,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.6526717557251909,0.6583969465648855,,,15,True,False,,random,none,,,,,,True
Wilt,/home/crc00006699/zh/tabiclv2/data184/Wilt,binclass,3856,772,965,5,2,0.9906735751295337,0.9904507934090567,0.9315970174403909,0.9881413766955935,0.03362154261760423,15.968535661697388,0.5705411434173584,ok,,3856,3084,0,965,,30,1e-05,True,15.968124866485596,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.9883419689119171,0.9896373056994818,,,8,True,False,,random,none,,,,,,True
accelerometer,/home/crc00006699/zh/tabiclv2/data184/accelerometer,multiclass,0,0,0,0,0,,,,,,0.0,0.0,fail,"ValueError: could not broadcast input array from shape (4,) into shape (3,)",0,0,0,0,,0,,False,0.0,,,0,0,,,,,,,0,False,False,,,,,,,,,True
