,average_rank,n_common_success_datasets,nemenyi_cd_alpha_0_05
TabICLv2-Faware-C-StdL2+WiSE-FT,2.4,200,0.3316605756983416
TabICLv2-FT,2.43,200,0.3316605756983416
TabICLv2-Faware-C+WiSE-FT,2.475,200,0.3316605756983416
TabICLv2,2.695,200,0.3316605756983416
