dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,model_family,peft_method,peft_targets,peft_trainable_params,peft_trainable_ratio,peft_rank
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data184/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9441562404638388,0.9282376216715722,0.5691585570380182,0.8256466516402636,0.17162782365057638,54.581876039505005,20.226014614105225,ok,,26215,20972,0,6554,,90,1e-05,True,51.13058567047119,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,acc,0.9475491131031852,0.9479305740987984,,,3,True,False,,tabpfnv3,ln_head_embedding,tabpfnv3_all,558976,0.010516329946540885,
BLE_RSSI_dataset_for_Indoor_localization,/home/crc00006699/zh/tabiclv2/data184/BLE_RSSI_dataset_for_Indoor_localization,multiclass,7987,1598,1997,3,3,0.7611417125688533,0.7607582566819892,0.7608525700696861,0.9146598028869759,0.5504929334755486,10.742194414138794,3.46919846534729,ok,,7987,6389,0,1997,,30,1e-05,True,10.741576433181763,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,0.776595744680851,0.7772215269086358,,,2,True,False,,tabpfnv3,ln_head_embedding,tabpfnv3_all,558976,0.010516329946540885,
BNG(breast-w),/home/crc00006699/zh/tabiclv2/data184/BNG(breast-w),binclass,31492,6299,7874,9,2,0.9885699771399543,0.9885808919716688,0.9883035180497978,0.9992079036677068,0.03226284866409483,47.7923948764801,28.537243366241455,ok,,31492,25193,0,7874,,90,1e-05,True,47.791900873184204,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,acc,0.9865057945705668,0.9868233052865534,,,1,True,False,,tabpfnv3,ln_head_embedding,tabpfnv3_all,558976,0.010516329946540885,
BNG(cmc),/home/crc00006699/zh/tabiclv2/data184/BNG(cmc),multiclass,44236,8848,11060,9,3,0.5869801084990959,0.5854037090744402,0.5672998018312237,0.7659467926260232,0.8738823518094362,92.17450904846191,50.46673846244812,ok,,44236,35388,0,11060,,120,1e-05,True,92.17401623725891,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,acc,0.5774186256781193,0.5777576853526221,,,3,True,False,,tabpfnv3,ln_head_embedding,tabpfnv3_all,558976,0.010516329946540885,
BNG(tic-tac-toe),/home/crc00006699/zh/tabiclv2/data184/BNG(tic-tac-toe),binclass,31492,6299,7874,9,2,0.817246634493269,0.8149067489724396,0.7871229640991938,0.8830322981920811,0.40553284114072213,88.58204960823059,28.419667720794678,ok,,31492,25193,0,7874,,90,1e-05,True,88.58158993721008,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,acc,0.8086997936180346,0.8109223686299413,,,8,True,False,,tabpfnv3,ln_head_embedding,tabpfnv3_all,558976,0.010516329946540885,
Bank_Customer_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data184/Bank_Customer_Churn_Dataset,binclass,8000,1600,2000,10,2,0.877,0.8669985153696622,0.7471786115853912,0.8855743262522924,0.3097852372467532,10.51236081123352,3.8996663093566895,ok,,8000,6400,0,2000,,30,1e-05,True,10.51192045211792,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,0.86875,0.86875,,,0,True,False,,tabpfnv3,ln_head_embedding,tabpfnv3_all,558976,0.010516329946540885,
Basketball_c,/home/crc00006699/zh/tabiclv2/data184/Basketball_c,binclass,1072,215,268,11,2,0.7014925373134329,0.7002842928216062,0.6796598157335223,0.7260807937632884,0.6267796558020113,5.044920921325684,1.706453561782837,ok,,1072,857,0,268,,30,1e-05,True,5.044524908065796,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,0.772093023255814,0.772093023255814,,,0,True,False,,tabpfnv3,ln_head_embedding,tabpfnv3_all,558976,0.010516329946540885,
California-Housing-Classification,/home/crc00006699/zh/tabiclv2/data184/California-Housing-Classification,binclass,16512,3303,4128,8,2,0.9186046511627907,0.9186046511627907,0.9186046320563274,0.9782772449910154,0.18980144254452003,43.55120611190796,10.332936525344849,ok,,16512,13209,0,4128,,60,1e-05,True,43.55075979232788,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,acc,0.9140175597941266,0.9155313351498637,,,11,True,False,,tabpfnv3,ln_head_embedding,tabpfnv3_all,558976,0.010516329946540885,
Cardiovascular-Disease-dataset,/home/crc00006699/zh/tabiclv2/data184/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7336428571428572,0.7332562430604123,0.7336211783252827,0.8006048838709826,0.5431782385573466,94.41452360153198,77.55749082565308,ok,,56000,44800,0,14000,,150,1e-05,True,94.414146900177,tabpfn_finetune_epoch_chunks,dataset_val_split,30,5,tabpfn_finetuning_api,acc,0.7333928571428572,0.7334821428571429,,,3,True,False,,tabpfnv3,ln_head_embedding,tabpfnv3_all,558976,0.010516329946540885,
Click_prediction_small,/home/crc00006699/zh/tabiclv2/data184/Click_prediction_small,binclass,31958,6392,7990,3,2,0.8335419274092616,0.7630093605389437,0.5100905485783909,0.6269072834263539,0.4382572851426907,42.211101770401,27.401726007461548,ok,,31958,25566,0,7990,,90,1e-05,True,42.21063446998596,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,acc,0.8335419274092616,0.8335419274092616,,,0,True,False,,tabpfnv3,ln_head_embedding,tabpfnv3_all,558976,0.010516329946540885,
