dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_col_attn_enabled,ttt_col_attn_ratio,ttt_col_attn_random_ratio,ttt_col_attn_score_mean,ttt_col_attn_score_std,ttt_col_attn_selected_attention_count,ttt_col_attn_selected_random_count,ttt_col_attn_fallback_reason,ttt_col_attn_label_coverage_ok
QSAR_biodegradation,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/QSAR_biodegradation,binclass,843,169,211,41,2,0.8862559241706162,0.8844403574544338,0.8587525150905433,0.9513078470824948,0.2716344053379011,11.32705020904541,1.3023104667663574,ok,,843,674,0,211,0.2582544982433319,13,1e-05,True,11.173075199127195,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=col_attention_mix source=test ratio=0.600 random_ratio=0.400,30,1,epoch_chunk,accuracy,0.863905325443787,0.8698224852071006,0.863905325443787,0.8698224852071006,5,True,False,,True,0.6,0.4,0.9982999431142576,0.0023313347085737,1040,702,,True
Waterstress,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/Waterstress,binclass,950,190,238,22,2,0.8067226890756303,0.8066544414375919,0.8079179922234005,0.8924001413927183,0.4158668199278065,7.075451135635376,0.9701361656188964,ok,,950,760,0,238,0.4429842233657837,11,1e-05,True,7.017422914505005,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=col_attention_mix source=test ratio=0.600 random_ratio=0.400,30,1,epoch_chunk,accuracy,0.7947368421052632,0.8,0.7947368421052632,0.8,3,True,False,,True,0.6,0.4,0.9943077193849394,0.0104437700330394,1001,671,,True
autoUniv-au7-1100,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/autoUniv-au7-1100,multiclass,880,176,220,12,5,0.4045454545454545,0.3829796558455095,0.3892620333626955,0.7432760741978013,1.3400737468420738,6.075011968612671,0.8114376068115234,ok,,880,704,0,220,1.257499277591705,10,1e-05,True,6.013791561126709,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=col_attention_mix source=test ratio=0.600 random_ratio=0.400,30,1,epoch_chunk,accuracy,0.5227272727272727,0.5284090909090909,0.5227272727272727,0.5284090909090909,2,True,False,,True,0.6,0.4,0.9979458616461072,0.0019777242302835,840,560,,True
baseball,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/baseball,multiclass,1072,215,268,16,3,0.9552238805970148,0.9488534538937764,0.6883116883116882,0.975833978399859,0.130583950458599,9.804085731506348,0.4688706398010254,ok,,1072,857,0,268,0.370971143245697,17,1e-05,True,9.728947639465332,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=col_attention_mix source=test ratio=0.600 random_ratio=0.400,30,1,epoch_chunk,accuracy,0.9488372093023256,0.958139534883721,0.9488372093023256,0.958139534883721,9,True,False,,True,0.6,0.4,0.9932275459780332,0.0110046720060115,1751,1156,,True
cmc,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/cmc,multiclass,1178,236,295,9,3,0.6033898305084746,0.603394360896538,0.5784569217405039,0.769222731769628,0.8665615793431031,4.903179883956909,0.4217112064361572,ok,,1178,942,0,295,0.9638856947422028,8,1e-05,True,4.860820293426514,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=col_attention_mix source=test ratio=0.600 random_ratio=0.400,30,1,epoch_chunk,accuracy,0.5508474576271186,0.5508474576271186,0.5508474576271186,0.5508474576271186,0,True,False,,True,0.6,0.4,0.998228575003908,0.0016654670447304,904,600,,True
credit-g,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/credit-g,binclass,800,160,200,20,2,0.795,0.7804087385482734,0.705952380952381,0.8435714285714286,0.4386642766156189,6.063704013824463,0.8727078437805176,ok,,800,640,0,200,0.4952429831027984,10,1e-05,True,5.963665246963501,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=col_attention_mix source=test ratio=0.600 random_ratio=0.400,30,1,epoch_chunk,accuracy,0.75,0.75625,0.75,0.75625,2,True,False,,True,0.6,0.4,0.9985972899012268,0.0014086851077043,770,510,,True
eucalyptus,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/eucalyptus,multiclass,588,118,148,19,5,0.7364864864864865,0.7402095066246009,0.7268924873576037,0.9434495742692108,0.5870169023251406,5.735582590103149,0.6174025535583496,ok,,588,470,0,148,0.5668633580207825,10,1e-05,True,5.6817545890808105,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=col_attention_mix source=test ratio=0.600 random_ratio=0.400,30,1,epoch_chunk,accuracy,0.7372881355932204,0.7457627118644068,0.7372881355932204,0.7457627118644068,2,True,False,,True,0.6,0.4,0.9958713319073332,0.0037055858131662,560,380,,True
hill-valley,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/hill-valley,binclass,969,194,243,100,2,0.9835390946502056,0.9835335169511852,0.9834710743801652,0.9991871020186966,0.0796209789896131,18.45906376838684,1.1474745273590088,ok,,969,775,0,243,0.0972401350736618,17,1e-05,True,18.23283863067627,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=col_attention_mix source=test ratio=0.600 random_ratio=0.400,30,1,epoch_chunk,accuracy,0.9072164948453608,0.9484536082474226,0.9072164948453608,0.9484536082474226,9,True,False,,True,0.6,0.4,0.9571861820383814,0.015700241048418,1581,1054,,True
maternal_health_risk,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/maternal_health_risk,multiclass,811,163,203,6,3,0.8768472906403941,0.8748005893782885,0.8794702134668967,0.9621390033883976,0.3317811027483391,4.077085971832275,0.6748261451721191,ok,,811,648,0,203,0.4428125768899917,8,1e-05,True,4.04900336265564,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=col_attention_mix source=test ratio=0.600 random_ratio=0.400,30,1,epoch_chunk,accuracy,0.8159509202453987,0.8159509202453987,0.8159509202453987,0.8159509202453987,0,True,False,,True,0.6,0.4,0.9933019699167835,0.0052507973738006,616,416,,True
one-hundred-plants-margin,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/one-hundred-plants-margin,multiclass,1280,256,320,64,100,0.903125,0.9008283730158728,0.9041666666666668,0.9990319982962638,0.3318854571431564,1.638166427612305,8.517271995544434,ok,,1280,1024,0,320,,0,1e-05,False,0.6382942199707031,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=col_attention_mix source=test ratio=0.600 random_ratio=0.400 | TTT training skipped because n_classes=100 exceeds model max_classes=10,0,0,epoch_chunk,,,,,,0,False,False,,True,0.6,0.4,,,0,0,,True
one-hundred-plants-texture,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/one-hundred-plants-texture,multiclass,1279,256,320,64,100,0.928125,0.9280704365079364,0.93,0.9995710794100812,0.2260649407250755,1.4144611358642578,6.48382568359375,ok,,1279,1023,0,320,,0,1e-05,False,0.6493856906890869,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=col_attention_mix source=test ratio=0.600 random_ratio=0.400 | TTT training skipped because n_classes=100 exceeds model max_classes=10,0,0,epoch_chunk,,,,,,0,False,False,,True,0.6,0.4,,,0,0,,True
pc3,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/pc3,binclass,1250,250,313,37,2,0.8977635782747604,0.8691862303590705,0.5553825622775801,0.828959074733096,0.2595766688436842,13.082464218139648,0.7525296211242676,ok,,1250,1000,0,313,0.3835769891738891,16,1e-05,True,12.985638856887816,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=col_attention_mix source=test ratio=0.600 random_ratio=0.400,30,1,epoch_chunk,accuracy,0.884,0.892,0.884,0.892,8,True,False,,True,0.6,0.4,0.9914381819404662,0.0104472182725167,1920,1280,,True
semeion,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/semeion,multiclass,1274,255,319,256,10,0.9686520376175548,0.9686948325435536,0.9686491935483872,0.9993787309704892,0.099421459279058,26.809852123260494,3.8760077953338623,ok,,1274,1019,0,319,0.1995443478226661,10,1e-05,True,26.222129344940186,full_train_epoch_chunks,"full train set chunked per epoch | validation=dataset_val_split | c_selection=col_attention_mix source=test ratio=0.600 random_ratio=0.400 | col_attention_fallback=10x col_attention_scores_unavailable; 1x col_attention_probe_failed:OutOfMemoryError:CUDA out of memory. Tried to allocate 10.62 GiB. GPU 0 has a total capacity of 23.57 GiB of which 7.58 GiB is free. Process 16968 has 15.99 GiB memory in use. Of the allocated memory 9.68 GiB is allocated by PyTorch, and 5.99 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",30,1,epoch_chunk,accuracy,0.9568627450980391,0.9607843137254902,0.9568627450980391,0.9607843137254902,2,True,False,,True,0.6,0.4,,,0,0,"10x col_attention_scores_unavailable; 1x col_attention_probe_failed:OutOfMemoryError:CUDA out of memory. Tried to allocate 10.62 GiB. GPU 0 has a total capacity of 23.57 GiB of which 7.58 GiB is free. Process 16968 has 15.99 GiB memory in use. Of the allocated memory 9.68 GiB is allocated by PyTorch, and 5.99 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",True
statlog,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/statlog,binclass,800,160,200,20,2,0.735,0.7228087167070218,0.6488095238095238,0.7566666666666667,0.5251686491840304,6.372567176818848,0.8229227066040039,ok,,800,640,0,200,0.4332924336194992,11,1e-05,True,6.300909042358398,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=col_attention_mix source=test ratio=0.600 random_ratio=0.400,30,1,epoch_chunk,accuracy,0.775,0.79375,0.775,0.79375,3,True,False,,True,0.6,0.4,0.9981955926950004,0.0020496524484989,847,561,,True
svmguide3,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/svmguide3,binclass,994,199,249,22,2,0.891566265060241,0.8809269532161098,0.7754934210526316,0.930190058479532,0.2706141545849238,7.924983024597168,1.057450532913208,ok,,994,795,0,249,0.2161058485507965,11,1e-05,True,7.834735631942749,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=col_attention_mix source=test ratio=0.600 random_ratio=0.400,30,1,epoch_chunk,accuracy,0.8592964824120602,0.864321608040201,0.8592964824120602,0.864321608040201,3,True,False,,True,0.6,0.4,0.997888933596712,0.0033419336545955,1045,704,,True
website_phishing,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/website_phishing,multiclass,1082,217,271,9,3,0.8265682656826568,0.8205039512796081,0.7567821067821069,0.97824579300185,0.3561806858239201,10.482460260391235,0.4795522689819336,ok,,1082,865,0,271,0.3802226334810257,21,1e-05,True,10.422354698181152,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=col_attention_mix source=test ratio=0.600 random_ratio=0.400,30,1,epoch_chunk,accuracy,0.9170506912442395,0.9262672811059908,0.9170506912442395,0.9262672811059908,13,True,False,,True,0.6,0.4,0.9975149180486844,0.00320835468026,2184,1449,,True
yeast,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/yeast,multiclass,1187,238,297,8,10,0.6363636363636364,0.6295226566676336,0.5827663569804015,0.8861120899699945,0.9737919887805182,4.428524017333984,0.4933564662933349,ok,,1187,949,0,297,1.1196895241737366,8,1e-05,True,4.392547607421875,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=col_attention_mix source=test ratio=0.600 random_ratio=0.400,30,1,epoch_chunk,accuracy,0.5630252100840336,0.5630252100840336,0.5630252100840336,0.5630252100840336,0,True,False,,True,0.6,0.4,0.9985038695275468,0.0020929113662003,904,608,,True
