dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error
ASP-POTASSCO-classification,/home/crc00006699/zh/tabiclv2/data178/ASP-POTASSCO-classification,multiclass,1035,207,259,141,11,0.43243243243243246,0.41674731762942263,0.34445328438643946,0.8100181673863142,1.6679214023612632,2.257319688796997,11.153936862945557,ok,
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data178/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9443088190418065,0.9264323070497412,0.5568566331599244,0.827573307126147,0.17160078916860652,1.040980577468872,15.208117008209229,ok,
BLE_RSSI_dataset_for_Indoor_localization,/home/crc00006699/zh/tabiclv2/data178/BLE_RSSI_dataset_for_Indoor_localization,multiclass,7987,1598,1997,3,3,0.7371056584877316,0.7364860849764668,0.7361370327496678,0.9048044161608794,0.5813747746177679,0.7489924430847168,1.8888263702392578,ok,
BNG(breast-w),/home/crc00006699/zh/tabiclv2/data178/BNG(breast-w),binclass,31492,6299,7874,9,2,0.9855219710439421,0.9855432102420435,0.9854536007578625,0.9988987266638724,0.03880843943433202,0.8723115921020508,23.766003847122192,ok,
BNG(cmc),/home/crc00006699/zh/tabiclv2/data178/BNG(cmc),multiclass,44236,8848,11060,9,3,0.5794755877034358,0.5789851517011881,0.562838577446533,0.7565419672573391,0.8887843229867148,1.1283073425292969,42.956538438797,ok,
BNG(tic-tac-toe),/home/crc00006699/zh/tabiclv2/data178/BNG(tic-tac-toe),binclass,31492,6299,7874,9,2,0.7997205994411989,0.7956983771618513,0.762390133543264,0.8658237269910586,0.4304605676967526,1.0403215885162354,23.97936725616455,ok,
Bank_Customer_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data178/Bank_Customer_Churn_Dataset,binclass,8000,1600,2000,10,2,0.868,0.8547947753809618,0.7223217053725528,0.8689359621563011,0.32759631531630695,0.7972686290740967,3.283074378967285,ok,
Basketball_c,/home/crc00006699/zh/tabiclv2/data178/Basketball_c,binclass,1072,215,268,11,2,0.7089552238805971,0.7077771855010662,0.6875738247106071,0.7428242381289865,0.57908152015226,0.6317822933197021,0.5016329288482666,ok,
California-Housing-Classification,/home/crc00006699/zh/tabiclv2/data178/California-Housing-Classification,binclass,16512,3303,4128,8,2,0.8921996124031008,0.8921995934245858,0.8921999392032338,0.9618284334034803,0.24984882855959764,0.854140043258667,8.337198972702026,ok,
Cardiovascular-Disease-dataset,/home/crc00006699/zh/tabiclv2/data178/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7317857142857143,0.7315763610146436,0.7317698307819855,0.7997727713543743,0.5448401892893542,1.0963006019592285,66.79974627494812,ok,
