dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_wise_ft,ttt_wise_alpha,ttt_wise_applied,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data184/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9438510833079036,0.9322826717196968,0.6011921421170137,0.8369273498338907,0.1678103567056073,29.84664940834045,11.957947254180908,ok,,26215,20972,0,6554,0.2370903566479683,True,0.1,False,30,1e-05,True,29.62272620201111,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft_skipped rows=32769>=2000,30,3,epoch_chunk,accuracy,0.9511729925615106,0.9521266450505436,0.9511729925615106,0.9521266450505436,2,True,False,,f_mmd,test,standardized_l2,3.626854706595408,0.7188123557025776,,True
BNG(breast-w),/home/crc00006699/zh/tabiclv2/data184/BNG(breast-w),binclass,31492,6299,7874,9,2,0.9883159766319533,0.9883251235812324,0.987846613614866,0.9991470831336656,0.0332331486361466,28.29178214073181,19.01006817817688,ok,,31492,25193,0,7874,0.0315897166728973,True,0.1,False,27,1e-05,True,28.032789945602417,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft_skipped rows=39366>=2000,30,3,epoch_chunk,accuracy,0.9863470392125734,0.98666454992856,0.9863470392125734,0.98666454992856,1,True,False,,f_mmd,test,standardized_l2,4.266356135759509,0.755315136952163,,True
BNG(tic-tac-toe),/home/crc00006699/zh/tabiclv2/data184/BNG(tic-tac-toe),binclass,31492,6299,7874,9,2,0.8145796291592583,0.8114842693151144,0.7812244290232424,0.8836653427853379,0.4046992362157484,44.92070055007935,19.269265174865723,ok,,31492,25193,0,7874,0.4366383254528045,True,0.1,False,42,1e-05,True,44.58881163597107,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft_skipped rows=39366>=2000,30,3,epoch_chunk,accuracy,0.8056834418161612,0.8094935704080013,0.8056834418161612,0.8094935704080013,6,True,False,,f_mmd,test,standardized_l2,1.840812145444669,0.1126048979836543,,True
Basketball_c,/home/crc00006699/zh/tabiclv2/data184/Basketball_c,binclass,1072,215,268,11,2,0.7089552238805971,0.7077771855010662,0.6875738247106071,0.7457181667847862,0.5785221718080497,3.841925859451294,0.2926101684570312,ok,,1072,857,0,268,0.5469042658805847,True,0.1,True,11,1e-05,True,3.8093206882476807,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1340<2000,30,1,epoch_chunk,accuracy,0.7348837209302326,0.7395348837209302,0.7348837209302326,0.7395348837209302,3,True,False,,f_mmd,test,standardized_l2,4.580026916701443,1.8472818550739796,,True
Cardiovascular-Disease-dataset,/home/crc00006699/zh/tabiclv2/data184/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7346428571428572,0.7343160796515424,0.7346228929380875,0.8003384143962169,0.5436348870271225,84.6307942867279,58.799643993377686,ok,,56000,44800,0,14000,0.538527250289917,True,0.1,False,65,1e-05,True,84.12454962730408,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft_skipped rows=70000>=2000,30,5,epoch_chunk,accuracy,0.7341071428571428,0.7348214285714286,0.7341071428571428,0.7348214285714286,5,True,False,,f_mmd,test,standardized_l2,6.554668299698498,33.66639040487301,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.0GHz(Urbinati),binclass,1920,384,480,30,2,0.9666666666666668,0.9666736115933976,0.9674638487208008,0.9918485817575082,0.1018403290517886,12.232751846313477,0.7096099853515625,ok,,1920,1536,0,480,0.0208648443222045,True,0.1,False,27,1e-05,True,12.15932273864746,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft_skipped rows=2400>=2000,30,1,epoch_chunk,accuracy,0.9583333333333334,0.9713541666666666,0.9583333333333334,0.9713541666666666,19,True,False,,f_mmd,test,standardized_l2,3.474111017300537,0.501105877759237,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-11.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-11.0GHz(Urbinati),binclass,1920,384,480,30,2,0.95625,0.9562619654353574,0.9568270300333704,0.9886332035595108,0.1385811137610778,5.305421352386475,0.7038106918334961,ok,,1920,1536,0,480,0.1053939163684845,True,0.1,False,11,1e-05,True,5.236097574234009,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft_skipped rows=2400>=2000,30,1,epoch_chunk,accuracy,0.9661458333333334,0.96875,0.9661458333333334,0.96875,3,True,False,,f_mmd,test,standardized_l2,2.7700159416008105,0.3098385256639118,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.5GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.5GHz(Urbinati),binclass,1920,384,480,30,2,0.9520833333333332,0.9520964383339628,0.9526557285873192,0.9904407675194662,0.1189441511313233,6.223246097564697,0.709183931350708,ok,,1920,1536,0,480,0.1886783167719841,True,0.1,False,11,1e-05,True,6.151041269302368,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft_skipped rows=2400>=2000,30,1,epoch_chunk,accuracy,0.9375,0.9453125,0.9375,0.9453125,3,True,False,,f_mmd,test,standardized_l2,3.064720688473775,0.2426838793946044,,True
Customer_Personality_Analysis,/home/crc00006699/zh/tabiclv2/data184/Customer_Personality_Analysis,binclass,1792,359,448,24,2,0.8816964285714286,0.8687944826308335,0.6844321698593646,0.8961687624867787,0.2686055871484634,8.441511392593384,0.5932357311248779,ok,,1792,1433,0,448,0.2552065923810005,True,0.1,False,18,1e-05,True,8.378036975860596,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft_skipped rows=2240>=2000,30,1,epoch_chunk,accuracy,0.883008356545961,0.8969359331476323,0.883008356545961,0.8969359331476323,10,True,False,,f_mmd,test,standardized_l2,4.672547501062974,1.1700370204343185,,True
E-CommereShippingData,/home/crc00006699/zh/tabiclv2/data184/E-CommereShippingData,binclass,8799,1760,2200,10,2,0.6795454545454546,0.6690197183349115,0.7276901439168286,0.7317330553625998,0.5061250267119412,9.91506814956665,2.69152569770813,ok,,8799,7039,0,2200,0.5140044689178467,True,0.1,False,11,1e-05,True,9.822023630142212,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft_skipped rows=10999>=2000,30,1,epoch_chunk,accuracy,0.6823863636363636,0.6857954545454545,0.6823863636363636,0.6857954545454545,3,True,False,,f_mmd,test,standardized_l2,2.462655441028002,0.413209532243618,,True
FICO-HELOC-cleaned,/home/crc00006699/zh/tabiclv2/data184/FICO-HELOC-cleaned,binclass,7896,1580,1975,23,2,0.7463291139240507,0.7461562775612952,0.7453816886419946,0.8227681928186081,0.5169166692917468,9.534790515899658,2.865217685699463,ok,,7896,6316,0,1975,0.5432533025741577,True,0.1,False,8,1e-05,True,9.366070747375488,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft_skipped rows=9871>=2000,30,1,epoch_chunk,accuracy,0.7481012658227848,0.7481012658227848,0.7481012658227848,0.7481012658227848,0,True,False,,f_mmd,test,standardized_l2,4.485100134651286,4.018561708468314,,True
