dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_reserve_ratio,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
stage3_graph_scm_0032_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage3_graph_scm_0032_seed42,multiclass,377,0,93,35,3,1.0,1.0,1.0,1.0,2.6280226360570976e-05,7.70345139503479,0.4319322109222412,ok,,377,377,0,93,,30,1e-05,True,7.703083992004394,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.2290415756,30,1,tabpfn_finetuning_api_f_mmd,acc,1.0,1.0,,,0,True,False,,f_mmd,test,standardized_l2,0.2290415756,1.81858360534758,0.2898499082417561,,True
stage3_graph_scm_0033_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage3_graph_scm_0033_seed42,multiclass,2870,0,739,22,4,1.0,1.0,1.0,1.0,3.894751412912981e-05,9.05633282661438,0.7006323337554932,ok,,2870,2870,0,739,,30,1e-05,True,9.055911540985107,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.2290415756,30,1,tabpfn_finetuning_api_f_mmd,acc,1.0,1.0,,,0,True,False,,f_mmd,test,standardized_l2,0.2290415756,3.569208949499303,1.8771196081619324,,True
stage3_graph_scm_0034_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage3_graph_scm_0034_seed42,multiclass,2314,0,550,19,4,0.88,0.8777182423885275,0.8736478661214386,0.9866956905645116,0.2170089762946848,8.361446619033813,0.6516537666320801,ok,,2314,2314,0,550,,30,1e-05,True,8.361091136932373,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.2290415756,30,1,tabpfn_finetuning_api_f_mmd,acc,0.9134199134199136,0.9134199134199136,,,0,True,False,,f_mmd,test,standardized_l2,0.2290415756,3.0707249644036394,2.4957700047104376,,True
stage3_graph_scm_0035_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage3_graph_scm_0035_seed42,multiclass,1209,0,320,55,5,0.465625,0.434972090232279,0.3980505568652605,0.797502046153593,1.1201613377174588,19.732123851776123,0.432147741317749,ok,,1209,1209,0,320,,30,1e-05,True,19.731708526611328,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.2290415756,30,1,tabpfn_finetuning_api_f_mmd,acc,0.6083333333333333,0.675,,,13,True,False,,f_mmd,test,standardized_l2,0.2290415756,1.7206122607099057,0.2310117901577012,,True
stage3_graph_scm_0036_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage3_graph_scm_0036_seed42,multiclass,881,0,227,18,9,0.5903083700440529,0.5522461923280357,0.3734737484737485,0.9082162281498418,0.9234954631190456,7.6413960456848145,0.4299252033233642,ok,,881,881,0,227,,30,1e-05,True,7.640979290008545,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.2290415756,30,1,tabpfn_finetuning_api_f_mmd,acc,0.5681818181818182,0.5681818181818182,,,0,True,False,,f_mmd,test,standardized_l2,0.2290415756,2.0951424028325447,3.178974262418971,,True
stage3_graph_scm_0037_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage3_graph_scm_0037_seed42,binclass,11379,0,2892,71,2,1.0,1.0,1.0,1.0,1.299389698134889e-05,37.09928917884827,4.198245763778687,ok,,11379,11379,0,2892,,60,1e-05,True,37.09891963005066,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.2290415756,30,2,tabpfn_finetuning_api_f_mmd,acc,1.0,1.0,,,0,True,False,,f_mmd,test,standardized_l2,0.2290415756,1.5762624859065162,0.0631455897320481,,True
stage3_graph_scm_0038_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage3_graph_scm_0038_seed42,multiclass,1028,0,249,91,7,0.9678714859437751,0.9678735753586116,0.946967418546366,0.9969092299348352,0.0990832894850529,10.67031216621399,0.5071020126342773,ok,,1028,1028,0,249,,30,1e-05,True,10.669947385787964,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.2290415756,30,1,tabpfn_finetuning_api_f_mmd,acc,0.9803921568627452,0.9803921568627452,,,0,True,False,,f_mmd,test,standardized_l2,0.2290415756,2.1479685617031863,0.4536720913396689,,True
stage3_graph_scm_0039_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage3_graph_scm_0039_seed42,multiclass,10827,0,2794,21,4,0.9856836077308518,0.9788366375151724,0.5,0.9610897969290184,0.0571453826748584,20.938039302825928,2.389322280883789,ok,,10827,10827,0,2794,,60,1e-05,True,20.937670946121216,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.2290415756,30,2,tabpfn_finetuning_api_f_mmd,acc,0.9852125693160814,0.9852125693160814,,,0,True,False,,f_mmd,test,standardized_l2,0.2290415756,2.11425791634579,6.931952090346274,,True
stage3_graph_scm_0040_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage3_graph_scm_0040_seed42,multiclass,4526,0,1099,40,6,1.0,1.0,1.0,1.0,6.493678594396918e-05,12.24895453453064,1.3042325973510742,ok,,4526,4526,0,1099,,30,1e-05,True,12.248595714569092,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.2290415756,30,1,tabpfn_finetuning_api_f_mmd,acc,1.0,1.0,,,0,True,False,,f_mmd,test,standardized_l2,0.2290415756,2.258634860073621,0.8730909392214574,,True
stage3_graph_scm_0041_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage3_graph_scm_0041_seed42,binclass,900,0,228,33,2,1.0,1.0,1.0,1.0,0.0001828854668707,8.312119483947754,0.4531924724578857,ok,,900,900,0,228,,30,1e-05,True,8.31171989440918,tabpfn_finetune_epoch_chunks_f_mmd,internal validation_split_ratio=0.1 | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.2290415756,30,1,tabpfn_finetuning_api_f_mmd,acc,1.0,1.0,,,0,True,False,,f_mmd,test,standardized_l2,0.2290415756,2.029669088176796,1.4827843425387834,,True
